Epochs,Lowest MAE,Highest R,Smoothed Epochs,Lowest MAE Smoothed,Highest R Smoothed,"R: 8, 8","R: 9, 8","R: 10, 8","R: 8, 9","R: 9, 9","R: 8, 10","MAE: 8, 8","MAE: 9, 8","MAE: 10, 8","MAE: 8, 9","MAE: 9, 9","MAE: 8, 10"
45.0,0.6304425795873007,0.6304425795873007,45.0,0.6421394948690805,0.6421394948690805,,,,,,,,,,,,
46.0,0.6084553003311157,0.6084553003311157,46.0,0.6354026559614875,0.6354026559614875,,,,,,,,,,,,
47.0,0.6134020884831747,0.6134020884831747,47.0,0.631002542465825,0.631002542465825,,,,,,,,,,,,
48.0,0.6032890280087789,0.6032890280087789,48.0,0.6254598395744158,0.6254598395744158,,,,,,,,,,,,
49.0,0.6154615879058838,0.6154615879058838,49.0,0.6234601892407095,0.6234601892407095,,,,,,,,,,,,
50.0,0.5934067765871683,0.5934067765871683,50.0,0.6174495067100012,0.6174495067100012,,,,,,,,,,,,
51.0,0.5995328625043234,0.5995328625043234,51.0,0.6138661778688657,0.6138661778688657,,,,,,,,,,,,
52.0,0.6051811774571737,0.6051811774571737,52.0,0.6121291777865272,0.6121291777865272,,,,,,,,,,,,
53.0,0.6031410098075867,0.6031410098075867,53.0,0.6103315441907391,0.6103315441907391,,,,,,,,,,,,
54.0,0.5840746363004049,0.5840746363004049,54.0,0.6050801626126723,0.6050801626126723,,,,,,,,,,,,
55.0,0.5763391057650248,0.5763391057650248,55.0,0.5993319512431428,0.5993319512431428,,,,,,,,,,,,
56.0,0.5750981966654459,0.5750981966654459,56.0,0.5944852003276033,0.5944852003276033,,,,,,,,,,,,
57.0,0.5936306516329447,0.5936306516329447,57.0,0.5943142905886716,0.5943142905886716,,,,,,,,,,,,
58.0,0.5750489036242167,0.5750489036242167,58.0,0.5904612131957806,0.5904612131957806,,,,,,,,,,,,
59.0,0.5688692927360535,0.5688692927360535,59.0,0.5861428291038352,0.5861428291038352,,,,,,,,,,,,
60.0,0.5637355049451193,0.5637355049451193,60.0,0.581661364272092,0.581661364272092,,,,,,,,,,,,
61.0,0.5697626074155172,0.5697626074155172,61.0,0.5792816129007771,0.5792816129007771,,,,,,,,,,,,
62.0,0.5564273397127787,0.5564273397127787,62.0,0.5747107582631774,0.5747107582631774,,,,,,,,,,,,
63.0,0.5506754914919535,0.5506754914919535,63.0,0.5699037049089326,0.5699037049089326,,,,,,,,,,,,
64.0,0.5679689844449362,0.5679689844449362,64.0,0.5695167608161333,0.5695167608161333,,,,,,,,,,,,
65.0,0.5559527079264323,0.5559527079264323,65.0,0.5668039502381931,0.5668039502381931,,,,,,,,,,,,
66.0,0.5574159622192383,0.5574159622192383,66.0,0.5649263526344022,0.5649263526344022,,,,,,,,,,,,
67.0,0.54338671763738,0.54338671763738,67.0,0.5606184256349978,0.5606184256349978,,,,,,,,,,,,
68.0,0.5553914109865824,0.5553914109865824,68.0,0.5595730227053146,0.5595730227053146,,,,,,,,,,,,
69.0,0.5378269553184509,0.5378269553184509,69.0,0.5552238092279419,0.5552238092279419,,,,,,,,,,,,
70.0,0.5375310182571411,0.5375310182571411,70.0,0.5516852510337817,0.5516852510337817,,,,,,,,,,,,
71.0,0.5498291353384653,0.5498291353384653,71.0,0.5513140278947185,0.5513140278947185,,,,,,,,,,,,
72.0,0.566570520401001,0.566570520401001,72.0,0.554365326395975,0.554365326395975,,,,,,,,,,,,
73.0,0.5403644541899363,0.5403644541899363,73.0,0.5515651519547673,0.5515651519547673,,,,,,,,,,,,
74.0,0.5322366158167521,0.5322366158167521,74.0,0.5476994447271643,0.5476994447271643,,,,,,,,,,,,
75.0,0.5324263374010721,0.5324263374010721,75.0,0.5446448232619459,0.5446448232619459,,,,,,,,,,,,
76.0,0.5295838614304861,0.5295838614304861,76.0,0.5416326308956538,0.5416326308956538,,,,,,,,,,,,
77.0,0.5285511414210001,0.5285511414210001,77.0,0.539016333000723,0.539016333000723,,,,,,,,,,,,
78.0,0.5552217960357666,0.5552217960357666,78.0,0.5422574256077317,0.5422574256077317,,,,,,,,,,,,
79.0,0.521593709786733,0.521593709786733,79.0,0.538124682443532,0.538124682443532,,,,,,,,,,,,
80.0,0.5167255302270254,0.5167255302270254,80.0,0.5338448520002307,0.5338448520002307,,,,,,,,,,,,
81.0,0.5252281924088796,0.5252281924088796,81.0,0.5321215200819605,0.5321215200819605,,,,,,,,,,,,
82.0,0.5151245097319285,0.5151245097319285,82.0,0.528722118011954,0.528722118011954,,,,,,,,,,,,
83.0,0.5117094119389852,0.5117094119389852,83.0,0.5253195767973603,0.5253195767973603,,,,,,,,,,,,
84.0,0.520853191614151,0.520853191614151,84.0,0.5244262997607184,0.5244262997607184,,,,,,,,,,,,
85.0,0.5226761400699615,0.5226761400699615,85.0,0.524076267822567,0.524076267822567,,,,,,,,,,,,
86.0,0.5294859210650126,0.5294859210650126,86.0,0.5251581984710562,0.5251581984710562,,,,,,,,,,,,
87.0,0.5204579830169678,0.5204579830169678,87.0,0.5242181553802385,0.5242181553802385,,,,,,,,,,,,
88.0,0.5205554167429606,0.5205554167429606,88.0,0.523485607652783,0.523485607652783,,,,,,,,,,,,
89.0,0.515330970287323,0.515330970287323,89.0,0.5218546801796909,0.5218546801796909,,,,,,,,,,,,
90.0,0.5052275856335958,0.5052275856335958,90.0,0.5185292612704719,0.5185292612704719,,,,,,,,,,,,
91.0,0.505769262711207,0.505769262711207,91.0,0.515977261558619,0.515977261558619,,,,,,,,,,,,
92.0,0.5159315367539724,0.5159315367539724,92.0,0.5159681165976897,0.5159681165976897,,,,,,,,,,,,
93.0,0.512253095706304,0.512253095706304,93.0,0.5152251124194126,0.5152251124194126,,,,,,,,,,,,
94.0,0.5015799899895986,0.5015799899895986,94.0,0.5124960879334498,0.5124960879334498,,,,,,,,,,,,
95.0,0.5280333459377289,0.5280333459377289,95.0,0.5156035395343056,0.5156035395343056,,,,,,,,,,,,
96.0,0.5092299183209738,0.5092299183209738,96.0,0.5143288152916392,0.5143288152916392,,,,,,,,,,,,
97.0,0.5062311291694641,0.5062311291694641,97.0,0.5127092780672041,0.5127092780672041,,,,,,,,,,,,
98.0,0.49997467796007794,0.49997467796007794,98.0,0.5101623580457789,0.5101623580457789,,,,,,,,,,,,
99.0,0.4932963450749715,0.4932963450749715,99.0,0.5067891554516175,0.5067891554516175,,,,,,,,,,,,
100.0,0.5044258137543997,0.5044258137543997,100.0,0.5063164871121739,0.5063164871121739,,,,,,,,,,,,
101.0,0.5016765594482422,0.5016765594482422,101.0,0.5053885015793875,0.5053885015793875,,,,,,,,,,,,
102.0,0.5039961437384287,0.5039961437384287,102.0,0.5051100300111958,0.5051100300111958,,,,,,,,,,,,
103.0,0.5038813948631287,0.5038813948631287,103.0,0.5048643029815824,0.5048643029815824,,,,,,,,,,,,
104.0,0.48976009090741474,0.48976009090741474,104.0,0.5018434605667489,0.5018434605667489,,,,,,,,,,,,
105.0,0.5032565891742706,0.5032565891742706,105.0,0.5021260862882533,0.5021260862882533,,,,,,,,,,,,
106.0,0.5073746740818024,0.5073746740818024,106.0,0.5031758038469631,0.5031758038469631,,,,,,,,,,,,
107.0,0.4990389545758565,0.4990389545758565,107.0,0.5023484339927418,0.5023484339927418,,,,,,,,,,,,
108.0,0.4924427370230357,0.4924427370230357,108.0,0.5003672945988006,0.5003672945988006,,,,,,,,,,,,
109.0,0.5125683546066284,0.5125683546066284,109.0,0.5028075066003661,0.5028075066003661,,,,,,,,,,,,
110.0,0.4777575333913167,0.4777575333913167,110.0,0.49779751195855626,0.49779751195855626,,,,,,,,,,,,
111.0,0.49736882249514264,0.49736882249514264,111.0,0.4977117740658735,0.4977117740658735,,,,,,,,,,,,
112.0,0.500798761844635,0.500798761844635,112.0,0.4983291716216258,0.4983291716216258,,,,,,,,,,,,
113.0,0.49737316370010376,0.49737316370010376,113.0,0.4981379700373214,0.4981379700373214,,,,,,,,,,,,
114.0,0.48294898867607117,0.48294898867607117,114.0,0.49510017376507137,0.49510017376507137,,,,,,,,,,,,
115.0,0.5049265424410502,0.5049265424410502,115.0,0.49706544750026715,0.49706544750026715,,,,,,,,,,,,
116.0,0.48191478848457336,0.48191478848457336,116.0,0.49403531569712844,0.49403531569712844,,,,,,,,,,,,
117.0,0.5007469753424326,0.5007469753424326,117.0,0.4953776476261893,0.4953776476261893,,,,,,,,,,,,
118.0,0.47722674409548443,0.47722674409548443,118.0,0.49174746692004834,0.49174746692004834,,,,,,,,,,,,
119.0,0.47829211751619977,0.47829211751619977,119.0,0.4890563970392786,0.4890563970392786,,,,,,,,,,,,
120.0,0.504128654797872,0.504128654797872,120.0,0.49207084859099726,0.49207084859099726,,,,,,,,,,,,
121.0,0.48490460713704425,0.48490460713704425,121.0,0.49063760030020664,0.49063760030020664,,,,,,,,,,,,
122.0,0.4738704065481822,0.4738704065481822,122.0,0.4872841615498017,0.4872841615498017,,,,,,,,,,,,
123.0,0.47903676827748615,0.47903676827748615,123.0,0.48563468289533857,0.48563468289533857,,,,,,,,,,,,
124.0,0.47681380311648053,0.47681380311648053,124.0,0.48387050693956696,0.48387050693956696,,,,,,,,,,,,
125.0,0.490587443113327,0.490587443113327,125.0,0.485213894174319,0.485213894174319,,,,,,,,,,,,
126.0,0.4778020183245341,0.4778020183245341,126.0,0.483731519004362,0.483731519004362,,,,,,,,,,,,
127.0,0.4820043047269185,0.4820043047269185,127.0,0.4833860761488733,0.4833860761488733,,,,,,,,,,,,
128.0,0.4717719952265422,0.4717719952265422,128.0,0.4810632599644071,0.4810632599644071,,,,,,,,,,,,
129.0,0.4736892382303874,0.4736892382303874,129.0,0.47958845561760316,0.47958845561760316,,,,,,,,,,,,
130.0,0.49576012293497723,0.49576012293497723,130.0,0.482822789081078,0.482822789081078,,,,,,,,,,,,
131.0,0.485347459713618,0.485347459713618,131.0,0.483327723207586,0.483327723207586,,,,,,,,,,,,
132.0,0.48556182781855267,0.48556182781855267,132.0,0.4837745441297793,0.4837745441297793,,,,,,,,,,,,
133.0,0.47812796632448834,0.47812796632448834,133.0,0.48264522856872116,0.48264522856872116,,,,,,,,,,,,
134.0,0.47450342774391174,0.47450342774391174,134.0,0.4810168684037593,0.4810168684037593,,,,,,,,,,,,
135.0,0.47222694754600525,0.47222694754600525,135.0,0.4792588842322085,0.4792588842322085,,,,,,,,,,,,
136.0,0.4702529013156891,0.4702529013156891,136.0,0.4774576876489046,0.4774576876489046,,,,,,,,,,,,
137.0,0.46496697266896564,0.46496697266896564,137.0,0.47495954465291684,0.47495954465291684,,,,,,,,,,,,
138.0,0.45654501517613727,0.45654501517613727,138.0,0.47127663875756093,0.47127663875756093,,,,,,,,,,,,
139.0,0.4588397244612376,0.4588397244612376,139.0,0.46878925589829623,0.46878925589829623,,,,,,,,,,,,
140.0,0.4686202307542165,0.4686202307542165,140.0,0.4687554508694803,0.4687554508694803,,,,,,,,,,,,
141.0,0.4769367178281148,0.4769367178281148,141.0,0.4703917042612072,0.4703917042612072,,,,,,,,,,,,
142.0,0.47150687376658124,0.47150687376658124,142.0,0.470614738162282,0.470614738162282,,,,,,,,,,,,
143.0,0.5114603539307913,0.5114603539307913,143.0,0.4787838613159838,0.4787838613159838,,,,,,,,,,,,
144.0,0.47614123423894245,0.47614123423894245,144.0,0.47825533590057556,0.47825533590057556,,,,,,,,,,,,
145.0,0.4723692337671916,0.4723692337671916,145.0,0.4770781154738988,0.4770781154738988,,,,,,,,,,,,
146.0,0.47644216815630597,0.47644216815630597,146.0,0.4769509260103802,0.4769509260103802,,,,,,,,,,,,
147.0,0.4606308043003082,0.4606308043003082,147.0,0.4736869016683658,0.4736869016683658,,,,,,,,,,,,
148.0,0.46450430154800415,0.46450430154800415,148.0,0.4718503816442935,0.4718503816442935,,,,,,,,,,,,
149.0,0.4558074374993642,0.4558074374993642,149.0,0.4686417928153076,0.4686417928153076,,,,,,,,,,,,
150.0,0.4541413684686025,0.4541413684686025,150.0,0.4657417079459666,0.4657417079459666,,,,,,,,,,,,
151.0,0.4563792049884796,0.4563792049884796,151.0,0.46386920735446924,0.46386920735446924,,,,,,,,,,,,
152.0,0.4651194214820862,0.4651194214820862,152.0,0.4641192501799926,0.4641192501799926,,,,,,,,,,,,
153.0,0.46405109763145447,0.46405109763145447,153.0,0.46410561967028496,0.46410561967028496,,,,,,,,,,,,
154.0,0.469339261452357,0.469339261452357,154.0,0.46515234802669936,0.46515234802669936,,,,,,,,,,,,
155.0,0.459661732117335,0.459661732117335,155.0,0.4640542248448265,0.4640542248448265,,,,,,,,,,,,
156.0,0.46594804525375366,0.46594804525375366,156.0,0.4644329889266119,0.4644329889266119,,,,,,,,,,,,
157.0,0.45778797070185345,0.45778797070185345,157.0,0.4631039852816602,0.4631039852816602,,,,,,,,,,,,
158.0,0.454969584941864,0.454969584941864,158.0,0.46147710521370094,0.46147710521370094,,,,,,,,,,,,
159.0,0.46659157673517865,0.46659157673517865,159.0,0.4624999995179965,0.4624999995179965,,,,,,,,,,,,
160.0,0.4547421336174011,0.4547421336174011,160.0,0.4609484263378774,0.4609484263378774,,,,,,,,,,,,
161.0,0.4474734564622243,0.4474734564622243,161.0,0.4582534323627468,0.4582534323627468,,,,,,,,,,,,
162.0,0.4707026680310567,0.4707026680310567,162.0,0.4607432794964088,0.4607432794964088,,,,,,,,,,,,
163.0,0.46070871750513714,0.46070871750513714,163.0,0.46073636709815446,0.46073636709815446,,,,,,,,,,,,
164.0,0.4574143687884013,0.4574143687884013,164.0,0.4600719674362038,0.4600719674362038,,,,,,,,,,,,
165.0,0.4618689914544423,0.4618689914544423,165.0,0.46043137223985153,0.46043137223985153,,,,,,,,,,,,
166.0,0.44910873969395954,0.44910873969395954,166.0,0.4581668457306731,0.4581668457306731,,,,,,,,,,,,
167.0,0.4549793004989624,0.4549793004989624,167.0,0.45752933668433093,0.45752933668433093,,,,,,,,,,,,
168.0,0.45004252592722577,0.45004252592722577,168.0,0.4560319745329099,0.4560319745329099,,,,,,,,,,,,
169.0,0.47471290826797485,0.47471290826797485,169.0,0.4597681612799229,0.4597681612799229,,,,,,,,,,,,
170.0,0.44857030113538104,0.44857030113538104,170.0,0.45752858925101453,0.45752858925101453,,,,,,,,,,,,
171.0,0.452173372109731,0.452173372109731,171.0,0.4564575458227578,0.4564575458227578,,,,,,,,,,,,
172.0,0.45511887470881146,0.45511887470881146,172.0,0.4561898115999686,0.4561898115999686,,,,,,,,,,,,
173.0,0.4562598566214244,0.4562598566214244,173.0,0.45620382060425974,0.45620382060425974,,,,,,,,,,,,
174.0,0.44580260912577313,0.44580260912577313,174.0,0.4541235783085624,0.4541235783085624,,,,,,,,,,,,
175.0,0.465150127808253,0.465150127808253,175.0,0.45632888820850054,0.45632888820850054,,,,,,,,,,,,
176.0,0.4643672506014506,0.4643672506014506,176.0,0.45793656068709054,0.45793656068709054,,,,,,,,,,,,
177.0,0.44903067747751874,0.44903067747751874,177.0,0.4561553840451762,0.4561553840451762,,,,,,,,,,,,
178.0,0.45862077673276264,0.45862077673276264,178.0,0.45664846258269354,0.45664846258269354,,,,,,,,,,,,
179.0,0.44861934582392377,0.44861934582392377,179.0,0.4550426392309396,0.4550426392309396,,,,,,,,,,,,
180.0,0.46973899006843567,0.46973899006843567,180.0,0.45798190939843886,0.45798190939843886,,,,,,,,,,,,
181.0,0.43819544712702435,0.43819544712702435,181.0,0.45402461694415597,0.45402461694415597,,,,,,,,,,,,
182.0,0.4604400197664897,0.4604400197664897,182.0,0.4553076975086227,0.4553076975086227,,,,,,,,,,,,
183.0,0.45572147766749066,0.45572147766749066,183.0,0.4553904535403963,0.4553904535403963,,,,,,,,,,,,
184.0,0.46517502268155414,0.46517502268155414,184.0,0.45734736736862786,0.45734736736862786,,,,,,,,,,,,
185.0,0.4583692451318105,0.4583692451318105,185.0,0.45755174292126444,0.45755174292126444,,,,,,,,,,,,
186.0,0.45491830507914227,0.45491830507914227,186.0,0.45702505535284,0.45702505535284,,,,,,,,,,,,
187.0,0.46150823434193927,0.46150823434193927,187.0,0.45792169115065984,0.45792169115065984,,,,,,,,,,,,
188.0,0.4556310673554738,0.4556310673554738,188.0,0.4574635663916226,0.4574635663916226,,,,,,,,,,,,
189.0,0.46973926822344464,0.46973926822344464,189.0,0.4599187067579871,0.4599187067579871,,,,,,,,,,,,
190.0,0.4890363911787669,0.4890363911787669,190.0,0.46574224364214306,0.46574224364214306,,,,,,,,,,,,
191.0,0.4547914961973826,0.4547914961973826,191.0,0.463552094153191,0.463552094153191,,,,,,,,,,,,
192.0,0.465730220079422,0.465730220079422,192.0,0.4639877193384372,0.4639877193384372,,,,,,,,,,,,
193.0,0.4422960380713145,0.4422960380713145,193.0,0.4596493830850127,0.4596493830850127,,,,,,,,,,,,
194.0,0.44913580020268756,0.44913580020268756,194.0,0.45754666650854764,0.45754666650854764,,,,,,,,,,,,
195.0,0.4334483544031779,0.4334483544031779,195.0,0.4527270040874737,0.4527270040874737,,,,,,,,,,,,
196.0,0.4530298411846161,0.4530298411846161,196.0,0.45278757150690213,0.45278757150690213,,,,,,,,,,,,
197.0,0.48488693435986835,0.48488693435986835,197.0,0.45920744407749536,0.45920744407749536,,,,,,,,,,,,
198.0,0.44362951318422955,0.44362951318422955,198.0,0.4560918578988422,0.4560918578988422,,,,,,,,,,,,
199.0,0.447585662206014,0.447585662206014,199.0,0.4543906187602766,0.4543906187602766,,,,,,,,,,,,
200.0,0.45703431963920593,0.45703431963920593,200.0,0.4549193589360625,0.4549193589360625,,,,,,,,,,,,
201.0,0.4403533438841502,0.4403533438841502,201.0,0.45200615592568005,0.45200615592568005,,,,,,,,,,,,
202.0,0.4375399152437846,0.4375399152437846,202.0,0.44911290778930096,0.44911290778930096,,,,,,,,,,,,
203.0,0.4363783498605092,0.4363783498605092,203.0,0.44656599620354265,0.44656599620354265,,,,,,,,,,,,
204.0,0.44170775016148883,0.44170775016148883,204.0,0.4455943469951319,0.4455943469951319,,,,,,,,,,,,
205.0,0.45055993398030597,0.45055993398030597,205.0,0.44658746439216673,0.44658746439216673,,,,,,,,,,,,
206.0,0.4550046722094218,0.4550046722094218,206.0,0.44827090595561775,0.44827090595561775,,,,,,,,,,,,
207.0,0.4371781647205353,0.4371781647205353,207.0,0.4460523577086013,0.4460523577086013,,,,,,,,,,,,
208.0,0.45334671934445697,0.45334671934445697,208.0,0.4475112300357724,0.4475112300357724,,,,,,,,,,,,
209.0,0.46091265479723614,0.46091265479723614,209.0,0.4501915149880652,0.4501915149880652,,,,,,,,,,,,
210.0,0.44341209530830383,0.44341209530830383,210.0,0.44883563105211294,0.44883563105211294,,,,,,,,,,,,
211.0,0.44057876865069073,0.44057876865069073,211.0,0.44718425857182853,0.44718425857182853,,,,,,,,,,,,
212.0,0.44140305121739704,0.44140305121739704,212.0,0.44602801710094225,0.44602801710094225,,,,,,,,,,,,
213.0,0.4488426645596822,0.4488426645596822,213.0,0.4465909465926903,0.4465909465926903,,,,,,,,,,,,
214.0,0.4429037272930145,0.4429037272930145,214.0,0.44585350273275515,0.44585350273275515,,,,,,,,,,,,
215.0,0.46602662404378253,0.46602662404378253,215.0,0.4498881269949606,0.4498881269949606,,,,,,,,,,,,
216.0,0.46876250704129535,0.46876250704129535,216.0,0.45366300300422757,0.45366300300422757,,,,,,,,,,,,
217.0,0.47514453530311584,0.47514453530311584,217.0,0.4579593094640052,0.4579593094640052,,,,,,,,,,,,
218.0,0.44742146134376526,0.44742146134376526,218.0,0.45585173983995725,0.45585173983995725,,,,,,,,,,,,
219.0,0.4597027500470479,0.4597027500470479,219.0,0.4566219418813754,0.4566219418813754,,,,,,,,,,,,
220.0,0.43353337049484253,0.43353337049484253,220.0,0.45200422760406883,0.45200422760406883,,,,,,,,,,,,
221.0,0.42933647831281024,0.42933647831281024,221.0,0.4474706777458171,0.4474706777458171,,,,,,,,,,,,
222.0,0.430364986260732,0.430364986260732,222.0,0.4440495394488001,0.4440495394488001,,,,,,,,,,,,
223.0,0.4380779564380646,0.4380779564380646,223.0,0.442855222846653,0.442855222846653,,,,,,,,,,,,
224.0,0.4357700049877167,0.4357700049877167,224.0,0.4414381792748658,0.4414381792748658,,,,,,,,,,,,
225.0,0.43691526850064594,0.43691526850064594,225.0,0.4405335971200218,0.4405335971200218,,,,,,,,,,,,
226.0,0.45746947328249615,0.45746947328249615,226.0,0.4439207723525167,0.4439207723525167,,,,,,,,,,,,
227.0,0.424484521150589,0.424484521150589,227.0,0.4400335221121312,0.4400335221121312,,,,,,,,,,,,
228.0,0.465087354183197,0.465087354183197,228.0,0.44504428852634437,0.44504428852634437,,,,,,,,,,,,
229.0,0.45112404227256775,0.45112404227256775,229.0,0.44626023927558905,0.44626023927558905,,,,,,,,,,,,
230.0,0.4432116647561391,0.4432116647561391,230.0,0.44565052437169905,0.44565052437169905,,,,,,,,,,,,
231.0,0.4263104200363159,0.4263104200363159,231.0,0.4417825035046224,0.4417825035046224,,,,,,,,,,,,
232.0,0.45375949144363403,0.45375949144363403,232.0,0.4441779010924247,0.4441779010924247,,,,,,,,,,,,
233.0,0.4360100527604421,0.4360100527604421,233.0,0.4425443314260282,0.4425443314260282,,,,,,,,,,,,
234.0,0.44015472133954364,0.44015472133954364,234.0,0.4420664094087313,0.4420664094087313,,,,,,,,,,,,
235.0,0.4500539203484853,0.4500539203484853,235.0,0.4436639115966821,0.4436639115966821,,,,,,,,,,,,
236.0,0.4241935114065806,0.4241935114065806,236.0,0.43976983155866184,0.43976983155866184,,,,,,,,,,,,
237.0,0.4328597883383433,0.4328597883383433,237.0,0.4383878229145981,0.4383878229145981,,,,,,,,,,,,
238.0,0.42661259571711224,0.42661259571711224,238.0,0.43603277747510094,0.43603277747510094,,,,,,,,,,,,
239.0,0.44912142554918927,0.44912142554918927,239.0,0.4386505070899186,0.4386505070899186,,,,,,,,,,,,
240.0,0.4853229522705078,0.4853229522705078,240.0,0.4479849961260364,0.4479849961260364,,,,,,,,,,,,
241.0,0.42492543657620746,0.42492543657620746,241.0,0.44337308421607063,0.44337308421607063,,,,,,,,,,,,
242.0,0.4457815885543823,0.4457815885543823,242.0,0.443854785083733,0.443854785083733,,,,,,,,,,,,
243.0,0.4266451299190521,0.4266451299190521,243.0,0.44041285405079683,0.44041285405079683,,,,,,,,,,,,
244.0,0.43125930428504944,0.43125930428504944,244.0,0.43858214409764734,0.43858214409764734,,,,,,,,,,,,
245.0,0.4391449789206187,0.4391449789206187,245.0,0.4386947110622416,0.4386947110622416,,,,,,,,,,,,
246.0,0.42396408319473267,0.42396408319473267,246.0,0.4357485854887398,0.4357485854887398,,,,,,,,,,,,
