Real NN 0 Correlation for Spin Coating - 0: MAE,Predicted NN 0 Correlation for Spin Coating - 0: MAE,Real NN 1 Correlation for Spin Coating - 0: MAE,Predicted NN 1 Correlation for Spin Coating - 0: MAE,Real NN 2 Correlation for Spin Coating - 0: MAE,Predicted NN 2 Correlation for Spin Coating - 0: MAE,Real NN 3 Correlation for Spin Coating - 0: MAE,Predicted NN 3 Correlation for Spin Coating - 0: MAE,,Real NN 0 Correlation for Spin Coating - 1: MAE,Predicted NN 0 Correlation for Spin Coating - 1: MAE,Real NN 1 Correlation for Spin Coating - 1: MAE,Predicted NN 1 Correlation for Spin Coating - 1: MAE,Real NN 2 Correlation for Spin Coating - 1: MAE,Predicted NN 2 Correlation for Spin Coating - 1: MAE,Real NN 3 Correlation for Spin Coating - 1: MAE,Predicted NN 3 Correlation for Spin Coating - 1: MAE,
3.95,4.60649395,3.95,4.126156807,3.95,4.511914253,3.95,4.318214893,4.390694976,0.95,0.990087986,0.95,0.875157237,0.95,0.940662563,0.95,1.018030167,0.955984488
0.7,0.881000221,0.7,0.849931598,0.7,0.591882169,0.7,0.764774144,0.771897033,0.95,0.925368786,0.95,0.886925459,0.95,0.993646145,0.95,0.980080485,0.946505219
0.6,0.449327439,0.6,0.548360586,0.6,0.63242209,0.6,0.545458257,0.543892093,0.95,0.920182347,0.95,0.782991767,0.95,0.955442905,0.95,0.914407015,0.893256009
4.85,4.743438721,4.85,4.44419384,4.85,4.153476238,4.85,4.310857773,4.412991643,0.9,1.155043125,0.9,0.917507768,0.9,1.196441412,0.9,1.110334396,1.094831675
0.73,2.145433664,0.73,2.268050909,0.73,1.910992742,0.73,1.60503912,1.982379109,6.47,5.949003696,6.47,6.003529072,6.47,6.255208969,6.47,6.028665066,6.059101701
0.56,0.86509645,0.56,0.85074687,0.56,0.6552701,0.56,0.804260671,0.793843523,0.95,0.92684114,0.95,0.972408652,0.95,0.948338747,0.95,1.019078493,0.966666758
4.38,4.443524837,4.38,4.425952911,4.38,4.466482162,4.38,4.664994717,4.500238657,0.95,0.741880417,0.95,0.849773288,0.95,0.733792603,0.95,0.940361023,0.816451833
4.75,4.872686386,4.75,4.553196907,4.75,4.790719986,4.75,5.363456726,4.895015001,4.68,4.786787033,4.68,4.786575794,4.68,4.897293091,4.68,5.396856308,4.966878057
0.84,0.923084259,0.84,0.914057136,0.84,1.021577477,0.84,0.875492036,0.933552727,2.93,2.844691992,2.93,2.44259429,2.93,2.735132933,2.93,3.011547565,2.758491695
0.81,0.845912576,0.81,1.095177531,0.81,1.136278152,0.81,0.80094403,0.969578072,2.93,2.829293489,2.93,3.057665586,2.93,2.98379302,2.93,3.652329683,3.130770445
6.47,6.383464336,6.47,6.591001511,6.47,6.778779984,6.47,6.959601402,6.678211808,4.8,5.158275127,4.8,5.227972984,4.8,5.404065132,4.8,5.760292053,5.387651324
1.63,1.593097925,1.63,1.801807046,1.63,1.770546198,1.63,1.635057926,1.700127274,8.4,8.534122467,8.4,8.56538105,8.4,8.939697266,8.4,8.733966827,8.693291903
3.95,3.583781481,3.95,3.723813057,3.95,3.518244028,3.95,3.914816856,3.685163856,0.88,0.359633416,0.88,0.856942534,0.88,0.56526053,0.88,0.542194128,0.581007652
0.67,0.652406693,0.67,0.419236511,0.67,0.382691145,0.67,0.624506533,0.519710221,4.8,5.209589481,4.8,5.455617428,4.8,5.388544083,4.8,5.878602982,5.483088494
0.69,0.526258707,0.69,0.703099728,0.69,0.578346968,0.69,0.561688244,0.592348412,6.6,7.213747978,6.6,7.217656136,6.6,6.955801964,6.6,7.5835886,7.24269867
1.49,1.592458963,1.49,1.789755464,1.49,1.703913808,1.49,1.526709795,1.653209508,5.9,5.803097248,5.9,4.613731384,5.9,5.748818398,5.9,5.20163393,5.34182024
0.6,0.899755478,0.6,0.755215764,0.6,1.044065118,0.6,1.090831041,0.94746685,6.8,6.317394733,6.8,7.148673058,6.8,6.771094322,6.8,7.074838161,6.828000069
0.67,0.645950317,0.67,0.549304366,0.67,0.543940663,0.67,0.686809421,0.606501192,0.95,1.069287539,0.95,0.954078555,0.95,1.035352468,0.95,0.953300357,1.00300473
7.62,7.28456831,7.62,6.614504337,7.62,7.944253922,7.62,7.391903877,7.308807612,0.95,0.927723885,0.95,0.983102322,0.95,0.895637035,0.95,0.995951593,0.950603709
7.62,6.433579445,7.62,6.438783646,7.62,6.432977676,7.62,6.463321686,6.442165613,7.1,6.988666534,7.1,6.750851631,7.1,6.749908447,7.1,6.884914875,6.843585372
6.47,6.497267246,6.47,6.565649033,6.47,6.753986359,6.47,6.920658588,6.684390307,2.71,2.673204422,2.71,2.77267766,2.71,2.841015816,2.71,2.953402281,2.810075045
2.79,2.931002855,2.79,2.755573034,2.79,3.158481598,2.79,2.794297457,2.909838736,0.95,0.587410331,0.95,0.818193197,0.95,1.015737176,0.95,0.985823214,0.85179098
6.06,6.668683052,6.06,6.419921875,6.06,6.457401276,6.06,6.368173122,6.478544831,4.8,5.213027,4.8,5.116363049,4.8,5.5675354,4.8,5.664701462,5.390406728
3.04,2.919655561,3.04,3.373275518,3.04,3.597760439,3.04,3.240100145,3.282697916,4.8,4.444597721,4.8,5.531644344,4.8,5.21504879,4.8,4.991170883,5.045615435
5.73,5.975600719,5.73,5.847207546,5.73,6.021965027,5.73,6.01507616,5.964962363,0.76,0.743543744,0.76,0.564549327,0.76,0.642869413,0.76,0.841912866,0.698218838
0.7,0.798273087,0.7,0.513711452,0.7,0.776067138,0.7,0.941214383,0.757316515,0.95,1.367241263,0.95,0.790232182,0.95,0.939082384,0.95,0.853827596,0.987595856
4.1,3.968069315,4.1,3.617791414,4.1,3.861875296,4.1,4.215514183,3.915812552,7.89,7.318892956,7.89,7.825066566,7.89,8.415314674,7.89,8.183778763,7.93576324
4.51,4.553843975,4.51,4.376946449,4.51,4.480607033,4.51,4.450787067,4.465546131,8.4,9.003061295,8.4,8.535708427,8.4,8.766330719,8.4,8.922517776,8.806904554
6.47,6.668206215,6.47,6.583150864,6.47,6.702975273,6.47,6.873957634,6.707072497,6.26,5.768933773,6.26,6.278356552,6.26,6.263725281,6.26,6.005971432,6.07924676
2.16,2.196218014,2.16,1.99410069,2.16,2.112337112,2.16,2.185738325,2.122098535,0.86,1.152136087,0.86,0.820320368,0.86,0.82615447,0.86,1.380213976,1.044706225
3.64,3.780779123,3.64,3.954451323,3.64,4.206394196,3.64,3.962979794,3.976151109,1.1,1.130947948,1.1,1.186811328,1.1,1.491678238,1.1,1.040568352,1.212501467
6.15,6.10562849,6.15,6.097410679,6.15,6.449063301,6.15,5.925135612,6.144309521,9.7,9.227233887,9.7,8.947428703,9.7,9.344212532,9.7,9.644255638,9.29078269
1.88,1.975398421,1.88,1.871620536,1.88,2.025170326,1.88,1.815721035,1.92197758,1.1,1.856267452,1.1,1.081803203,1.1,1.204108,1.1,1.96620822,1.527096719
4.36,4.406744003,4.36,4.447579384,4.36,4.484272003,4.36,4.495532036,4.458531857,1.1,1.660850763,1.1,1.449856162,1.1,1.348112106,1.1,1.156450987,1.403817505
4.43,4.416193962,4.43,4.343081951,4.43,4.467129707,4.43,4.571897984,4.449575901,0.95,0.981803894,0.95,0.912468076,0.95,0.859863281,0.95,0.934314728,0.922112495
1.93,1.871042132,1.93,1.638147593,1.93,1.885110378,1.93,2.237177134,1.907869309,8.02,8.092960358,8.02,8.126372337,8.02,8.332911491,8.02,8.44499588,8.249310017
4.88,5.035189629,4.88,4.92042923,4.88,4.812161446,4.88,4.681995869,4.862444044,7.1,5.296080589,7.1,5.213974953,7.1,5.628915787,7.1,5.799071789,5.48451078
3.95,4.522830009,3.95,4.013894558,3.95,4.525919914,3.95,4.176353931,4.309749603,5.27,4.137813568,5.27,4.326002598,5.27,4.333469391,5.27,4.597148895,4.348608613
0.84,0.980677485,0.84,0.871625066,0.84,0.993460059,0.84,1.045942068,0.97292617,0.95,0.959783733,0.95,0.905990243,0.95,0.957821131,0.95,0.962836802,0.946607977
6.47,6.264616013,6.47,6.295131683,6.47,6.654971123,6.47,6.10853672,6.330813885,0.95,0.842158198,0.95,1.072806239,0.95,0.948760033,0.95,0.903125823,0.941712573
1.88,2.225902081,1.88,1.959433913,1.88,1.959433913,1.88,2.078749657,2.055879891,0.95,0.908500075,0.95,0.820641041,0.95,0.990568876,0.95,1.011701584,0.932852894
4.36,4.464421749,4.36,4.406232834,4.36,4.451483727,4.36,4.579242706,4.475345254,0.95,0.947016358,0.95,0.805033565,0.95,0.943952441,0.95,1.012678146,0.927170128
0.69,0.780609369,0.69,0.806863189,0.69,0.748762608,0.69,0.691957474,0.75704816,0.95,1.136299014,0.95,0.880774736,0.95,1.112369537,0.95,1.02187407,1.037829339
4.32,4.644105911,4.32,4.391712189,4.32,4.482949257,4.32,4.548032761,4.51670003,7.94,5.442094326,7.94,5.359451294,7.94,5.67537117,7.94,6.184178352,5.665273786
0.86,0.756858349,0.86,0.524507403,0.86,0.910894096,0.86,0.702433348,0.723673299,5.9,5.379709244,5.9,5.672631741,5.9,5.373328209,5.9,5.490258694,5.478981972
3.95,4.409849167,3.95,4.28616333,3.95,4.163354397,3.95,3.972177982,4.207886219,0.95,0.931833506,0.95,1.029580116,0.95,0.83609283,0.95,0.902460575,0.924991757
6.47,6.678664207,6.47,6.703402996,6.47,6.638290405,6.47,6.611245632,6.65790081,0.95,1.2488904,0.95,1.365547895,0.95,1.04760766,0.95,0.867154002,1.132299989
0.84,0.823655367,0.84,1.016996264,0.84,0.962643623,0.84,0.953107238,0.939100623,4.35,6.728832722,4.35,6.399435043,4.35,7.006310463,4.35,7.747254848,6.970458269
0.85,0.613433838,0.85,0.741286218,0.85,0.760593414,0.85,0.794567227,0.727470174,3.62,3.402293921,3.62,2.840765953,3.62,3.091499567,3.62,2.863924503,3.049620986
4.52,4.104955196,4.52,4.275941372,4.52,4.485795021,4.52,4.309233665,4.293981314,0.95,0.977144957,0.95,0.907387733,0.95,0.944664001,0.95,0.921183705,0.937595099
0.93,1.125898838,0.93,1.549979091,0.93,1.121646166,0.93,1.234942913,1.258116752,6.5,5.952067375,6.5,6.716360569,6.5,6.781956673,6.5,6.79273653,6.560780287
0.77,0.803453922,0.77,0.61715436,0.77,0.615701735,0.77,0.844827116,0.720284283,0.95,0.623193502,0.95,1.140923619,0.95,0.922740459,0.95,0.904613376,0.897867739
2.79,2.813602686,2.79,2.698543787,2.79,3.039655447,2.79,2.779167891,2.832742453,4.8,5.304018021,4.8,5.643676758,4.8,5.44709301,4.8,5.96105814,5.588961482
3.95,4.441308022,3.95,4.025993347,3.95,4.508148193,3.95,4.14252758,4.279494286,2.71,2.499967098,2.71,2.708135366,2.71,2.719339609,2.71,2.783592463,2.677758634
4.1,3.875746965,4.1,5.393028736,4.1,5.16033268,4.1,4.933845043,4.840738356,0.95,1.006473899,0.95,0.879531741,0.95,0.933924854,0.95,0.928002,0.936983124
1.49,1.88972342,1.49,1.825232625,1.49,1.860670328,1.49,1.803299665,1.84473151,6.8,5.155035973,6.8,6.298677444,6.8,6.646631241,6.8,7.228497505,6.332210541
1.42,1.738216877,1.42,1.697646737,1.42,1.784020901,1.42,1.727265596,1.736787528,3.2,4.461547375,3.2,4.225849152,3.2,4.527321815,3.2,4.514475822,4.432298541
3.95,4.068059921,3.95,4.335819244,3.95,4.008707523,3.95,3.852232218,4.066204727,0.9,1.291053295,0.9,0.896459937,0.9,1.176588058,0.9,1.359147787,1.180812269
9.45,9.341658592,9.45,9.663305283,9.45,9.775960922,9.45,9.682623863,9.615887165,8.4,8.350852966,8.4,8.387289047,8.4,8.484576225,8.4,8.615635872,8.459588528
0.69,0.52925992,0.69,0.677481532,0.69,0.612964511,0.69,0.707497895,0.631800965,0.76,0.783027649,0.76,0.520063281,0.76,0.691537619,0.76,0.785571337,0.695049972
4.36,5.45076561,4.36,5.315212727,4.36,5.631820679,4.36,5.277081966,5.418720246,0.6,0.844867945,0.6,0.739070535,0.6,0.959110975,0.6,0.96308887,0.876534581
0.84,0.980319977,0.84,0.81185472,0.84,0.983963728,0.84,0.933937252,0.927518919,2.93,3.974792957,2.93,3.492526054,2.93,3.226242065,2.93,3.663739204,3.58932507
4.01,4.225094795,4.01,4.134053707,4.01,4.402116776,4.01,4.804328918,4.391398549,3.62,3.224768162,3.62,3.074299097,3.62,3.283738613,3.62,4.15021801,3.433255971
0.6,0.760451794,0.6,0.875597,0.6,0.822421014,0.6,0.642197311,0.77516678,0.95,0.826783061,0.95,1.085901618,0.95,0.929766119,0.95,1.019277573,0.965432093
0.73,1.274843574,0.73,1.241316676,0.73,1.115653038,0.73,1.24952507,1.22033459,5.1,4.276303768,5.1,4.134083748,5.1,4.950217247,5.1,4.678239346,4.509711027
3.75,3.977741957,3.75,3.880110264,3.75,4.329242706,3.75,4.019499302,4.051648557,5.1,4.706307888,5.1,4.553300858,5.1,4.849918365,5.1,5.087692738,4.799304962
0.69,0.545170069,0.69,0.709044576,0.69,0.565525293,0.69,0.482886255,0.575656548,8.6,8.079110146,8.6,6.805817127,8.6,8.267245293,8.6,8.140181541,7.823088527
4.1,4.204555988,4.1,3.708905935,4.1,4.041694641,4.1,4.278615475,4.05844301,0.95,0.522841096,0.95,0.891635776,0.95,1.101812959,0.95,1.177403212,0.923423261
5.73,5.975600719,5.73,5.847207546,5.73,6.021965027,5.73,6.01507616,5.964962363,5.1,4.822747231,5.1,4.632417679,5.1,4.962548256,5.1,5.108841896,4.881638766
4.43,4.394584656,4.43,4.412796497,4.43,4.488090515,4.43,4.494343281,4.447453737,0.95,0.932634711,0.95,0.861601233,0.95,0.982193232,0.95,0.963445067,0.934968561
0.94,0.73388195,0.94,1.028718829,0.94,0.849788904,0.94,0.807104886,0.854873642,0.95,0.660260439,0.95,1.183892846,0.95,0.93989563,0.95,0.918034852,0.925520942
4.32,4.517226696,4.32,4.535460949,4.32,4.48374939,4.32,4.544284344,4.520180345,0.95,0.760944724,0.95,0.6580199,0.95,0.918176353,0.95,1.028919697,0.841515169
6.64,6.523306847,6.64,6.253036022,6.64,6.433728218,6.64,6.69149828,6.475392342,0.97,0.909892797,0.97,1.274289966,0.97,1.645132899,0.97,1.692252159,1.380391955
0.73,1.294344068,0.73,1.342091203,0.73,1.370764971,0.73,1.348283052,1.338870824,0.95,1.29260838,0.95,0.952617764,0.95,1.177790284,0.95,0.989308119,1.103081137
0.68,0.838992953,0.68,0.313005358,0.68,0.724215984,0.68,0.84816277,0.681094266,0.95,0.928358197,0.95,1.074494243,0.95,0.942051172,0.95,1.020201683,0.991276324
0.56,0.946537256,0.56,0.94674623,0.56,0.687526405,0.56,0.652025044,0.808208734,3.12,3.039480686,3.12,2.76832509,3.12,3.262026548,3.12,2.984411955,3.01356107
0.85,0.847911477,0.85,0.477168053,0.85,1.074992776,0.85,0.880214512,0.820071705,0.95,1.292573571,0.95,0.579587579,0.95,1.237217546,0.95,0.798981309,0.977090001
6.15,6.316306591,6.15,6.338258743,6.15,6.633750916,6.15,6.089208603,6.344381213,3.12,2.755376577,3.12,2.272240639,3.12,2.752475977,3.12,2.663815975,2.610977292
0.86,0.45590362,0.86,0.498141736,0.86,0.868396521,0.86,0.726743221,0.637296275,6.15,5.919520378,6.15,5.69131422,6.15,6.100986481,6.15,6.540210247,6.063007832
0.87,0.976913631,0.87,0.912690997,0.87,0.872029066,0.87,0.925159693,0.921698347,8,7.555432796,8,7.532682419,8,7.839426994,8,7.580542564,7.627021193
1.49,1.798258543,1.49,1.733542323,1.49,1.862308979,1.49,1.619241953,1.75333795,5,5.737809181,5,5.941782951,5,6.432009697,5,6.106258392,6.054465055
4.5,4.519275665,4.5,4.533864975,4.5,4.46886158,4.5,4.685695171,4.551924348,8.02,7.725461483,8.02,8.104726791,8.02,8.692598343,8.02,9.047924995,8.392677903
0.6,0.507717967,0.6,0.692880511,0.6,0.662834883,0.6,0.54628104,0.6024286,0.95,1.196564794,0.95,0.998105884,0.95,1.00424099,0.95,1.022583604,1.055373818
6.47,5.231368542,6.47,5.824969292,6.47,5.450279236,6.47,5.805932999,5.578137517,0.95,0.919580936,0.95,0.917638183,0.95,0.989640236,0.95,0.984254539,0.952778474
0.77,0.826135397,0.77,0.717104197,0.77,0.677785277,0.77,0.868346691,0.772342891,1.1,1.0332551,1.1,1.054610491,1.1,0.9298473,1.1,0.941509545,0.989805609
0.6,0.481411129,0.6,0.573720098,0.6,0.614064813,0.6,0.628180683,0.574344181,4.8,5.460855484,4.8,5.162380219,4.8,5.56791687,4.8,5.793334961,5.496121884
0.7,0.762508392,0.7,0.556700706,0.7,1.120962977,0.7,0.809659779,0.812457964,0.95,1.053064823,0.95,0.905249476,0.95,0.949148178,0.95,0.927998841,0.95886533
0.73,0.918010116,0.73,1.074885726,0.73,0.988029242,0.73,0.873814464,0.963684887,2.93,2.789614916,2.93,2.39115119,2.93,2.748556376,2.93,3.003261328,2.733145953
9.45,8.275928497,9.45,7.848988533,9.45,8.326237679,9.45,8.997004509,8.362039805,0.95,1.010077834,0.95,0.91594243,0.95,0.96638155,0.95,0.925741374,0.954535797
1.88,1.909008503,1.88,1.849257827,1.88,2.015567541,1.88,1.759075403,1.883227319,7.89,6.861872196,7.89,7.05269146,7.89,6.403943062,7.89,6.895740032,6.803561688
2.16,2.286454678,2.16,2.198282957,2.16,2.26635313,2.16,2.300422907,2.262878418,2.8,4.247394085,2.8,3.904442072,2.8,4.477728844,2.8,4.311855793,4.235355199
0.8,1.052669048,0.8,0.876938701,0.8,1.196961761,0.8,1.006686926,1.033314109,0.95,0.893302679,0.95,0.702528834,0.95,1.044431686,0.95,1.076568127,0.929207832
4.38,4.514408112,4.38,4.488820553,4.38,4.494069099,4.38,4.556102753,4.513350129,6.6,6.492259026,6.6,6.134180546,6.6,7.291901588,6.6,7.192572117,6.777728319
4.36,5.435361385,4.36,5.293783665,4.36,5.63346386,4.36,5.282013893,5.411155701,6.6,7.362910748,6.6,7.138302803,6.6,7.085000992,6.6,7.209191322,7.198851466
5.73,6.699894428,5.73,6.4485116,5.73,7.044402122,5.73,6.179589272,6.593099356,8.4,8.250059128,8.4,8.520594597,8.4,9.053861618,8.4,8.520454407,8.586242438
0.7,-0.204664499,0.7,0.644515157,0.7,0.69296217,0.7,0.806993365,0.484951548,6.12,5.991014481,6.12,5.665115833,6.12,6.125997543,6.12,6.038487434,5.955153823
0.84,1.098284125,0.84,0.785941005,0.84,0.965077877,0.84,0.943788052,0.948272765,0.95,0.806779087,0.95,1.08048141,0.95,1.08579123,0.95,1.001657724,0.993677363
4.43,4.404641628,4.43,4.44457531,4.43,4.475462914,4.43,4.472236633,4.449229121,0.95,1.04207027,0.95,0.904213786,0.95,0.94980526,0.95,0.927616596,0.955926478
0.6,0.768360853,0.6,0.709508777,0.6,0.901959062,0.6,1.321677923,0.925376654,0.95,0.987263441,0.95,0.223113358,0.95,0.541395903,0.95,0.903342068,0.663778693
3.75,3.680375814,3.75,3.664723635,3.75,3.81120801,3.75,3.844061852,3.750092328,0.97,0.911476016,0.97,0.842573762,0.97,1.181362152,0.97,0.940585256,0.968999297
0.56,-0.032432824,0.56,0.639846087,0.56,0.767729163,0.56,0.725711644,0.525213518,3.12,3.036828756,3.12,2.541115761,3.12,2.810972929,3.12,2.774901867,2.790954828
1.42,1.489955783,1.42,1.362137675,1.42,1.722090125,1.42,1.400430679,1.493653566,3.62,3.140126228,3.62,2.741199493,3.62,3.287230253,3.62,3.146601915,3.078789472
0.69,1.040570498,0.69,1.188598514,0.69,0.551161766,0.69,0.549686909,0.832504422,0.9,1.235928655,0.9,0.887768388,0.9,1.169126749,0.9,1.446231604,1.184763849
7.62,6.647199154,7.62,6.937501431,7.62,6.47982502,7.62,6.42206955,6.621648789,3.2,5.48281002,3.2,5.129321098,3.2,4.905443192,3.2,4.589596272,5.026792646
3.75,3.977741957,3.75,3.880110264,3.75,4.329242706,3.75,4.019499302,4.051648557,0.95,1.082063556,0.95,0.965767026,0.95,0.965990067,0.95,0.943358243,0.989294723
9.45,5.236978531,9.45,6.128705025,9.45,5.698178291,9.45,6.82712698,5.972747207,7.44,7.968487263,7.44,7.733851433,7.44,7.861098289,7.44,7.866587162,7.857506037
2.72,3.024494171,2.72,3.817973852,2.72,3.15959096,2.72,3.940721989,3.485695243,3.75,3.771571398,3.75,3.77757144,3.75,3.875159979,3.75,4.21249485,3.909199417
0.7,-0.346402436,0.7,0.654998541,0.7,0.617330432,0.7,0.881250322,0.451794215,2.8,3.685744286,2.8,5.123794556,2.8,4.581858635,2.8,4.441717625,4.458278776
6.48,6.291311264,6.48,6.229154587,6.48,6.156354904,6.48,6.162949562,6.209942579,1.1,1.253669739,1.1,0.498447984,1.1,2.217186451,1.1,1.239326954,1.302157782
0.8,0.910329819,0.8,0.398350209,0.8,0.713317692,0.8,0.863643169,0.721410222,1.1,1.212454081,1.1,1.179531455,1.1,0.868475437,1.1,1.305521965,1.141495735
0.7,0.844986081,0.7,0.47522983,0.7,1.066207886,0.7,0.833101034,0.804881208,7.89,7.468411446,7.89,7.262965202,7.89,7.057656288,7.89,7.228508472,7.254385352
4.39,4.515940666,4.39,4.50783968,4.39,4.491195679,4.39,4.553508282,4.517121077,8.71,8.617259979,8.71,8.459001541,8.71,8.56213665,8.71,8.617943764,8.564085484
0.75,0.81200254,0.75,0.512766719,0.75,0.489628792,0.75,0.724600315,0.634749592,0.6,0.988831878,0.6,0.858569384,0.6,0.828500748,0.6,0.728634119,0.851134032
3.37,3.806442738,3.37,3.393981695,3.37,3.747188091,3.37,3.677370548,3.656245768,0.82,0.681865931,0.82,0.485299438,0.82,0.828490555,0.82,0.673930109,0.667396508
4.75,4.967766285,4.75,4.727841854,4.75,4.94185257,4.75,5.570596218,5.052014232,6.8,6.362909317,6.8,6.987137318,6.8,6.715826035,6.8,6.898080349,6.740988255
1.63,1.58214426,1.63,1.978106856,1.63,1.346209288,1.63,2.127153873,1.758403569,2.62,2.425728083,2.62,2.953269243,2.62,2.824941397,2.62,2.998158693,2.800524354
0.73,1.203978777,0.73,1.323177576,0.73,1.274121046,0.73,1.357773542,1.289762735,0.95,1.180079937,0.95,0.90781486,0.95,1.168551207,0.95,1.004771709,1.065304428
0.64,0.615417242,0.64,0.808260798,0.64,0.710545301,0.64,0.367081881,0.625326306,6.8,7.312671185,6.8,6.971118927,6.8,7.207985878,6.8,7.158227921,7.162500978
4.88,5.827684402,4.88,5.286009789,4.88,5.27837944,4.88,5.076228619,5.367075563,0.95,0.947753429,0.95,0.976835132,0.95,0.951453328,0.95,1.01612854,0.973042607
4.88,5.545751572,4.88,5.241373539,4.88,5.388347626,4.88,5.056342125,5.307953716,2.93,2.682177305,2.93,2.426820993,2.93,2.772949457,2.93,2.996422768,2.719592631
1.49,1.882819057,1.49,1.785567641,1.49,1.471467257,1.49,1.638631344,1.694621325,8.4,8.331015587,8.4,8.222330093,8.4,8.65678215,8.4,8.743702888,8.48845768
4.31,4.499281883,4.31,4.524338245,4.31,4.485940933,4.31,4.539843082,4.512351036,4.8,5.06614542,4.8,4.853608131,4.8,5.100369453,4.8,5.274188042,5.073577762
0.94,0.764137447,0.94,1.054449916,0.94,1.172528267,0.94,0.781873584,0.943247304,0.95,0.946502805,0.95,0.932755828,0.95,0.959128618,0.95,1.01756227,0.96398738
0.69,0.570153475,0.69,0.684159398,0.69,0.568796933,0.69,0.455494463,0.569651067,1.3,2.535696745,1.3,2.245173216,1.3,2.149528265,1.3,2.004911184,2.233827353
6.06,6.620132923,6.06,6.454580307,6.06,6.578502655,6.06,6.546610832,6.549956679,4.2,4.069229603,4.2,4.323988914,4.2,4.486857414,4.2,4.419233799,4.324827433
0.7,0.764913678,0.7,0.908462882,0.7,0.877963662,0.7,0.706880271,0.814555123,0.95,0.956612587,0.95,0.84433639,0.95,0.964036226,0.95,1.011937737,0.944230735
0.8,0.787396193,0.8,0.515881658,0.8,0.828030646,0.8,1.11974144,0.812762484,4.2,4.246768951,4.2,4.300905704,4.2,4.407884598,4.2,4.436925888,4.348121285
0.94,0.899954796,0.94,0.882151484,0.94,0.888971567,0.94,0.821778417,0.873214066,6.5,5.904398918,6.5,6.488483429,6.5,6.813714027,6.5,6.648932457,6.463882208
0.6,0.507576704,0.6,0.57755661,0.6,0.765256047,0.6,0.591819286,0.610552162,0.95,1.059897065,0.95,0.855516791,0.95,1.069301605,0.95,1.042087436,1.006700724
4.5,4.447366714,4.5,4.393354416,4.5,4.444540024,4.5,4.493600845,4.4447155,4.8,5.350395679,4.8,5.000350475,4.8,5.195354462,4.8,5.344741344,5.22271049
0.77,0.717344761,0.77,1.0363729,0.77,0.824689507,0.77,0.933466852,0.877968505,1.04,0.820573926,1.04,0.765385568,1.04,0.666639626,1.04,0.605735064,0.714583546
0.73,0.916506886,0.73,1.097547889,0.73,0.988099575,0.73,0.850992441,0.963286698,0.95,0.821292996,0.95,1.059268475,0.95,0.949519634,0.95,0.896821976,0.93172577
0.8,0.738538504,0.8,0.59296608,0.8,0.912587881,0.8,0.877263188,0.780338913,1.3,2.317640543,1.3,1.835591674,1.3,1.990977049,1.3,2.473427534,2.1544092
0.75,0.796441793,0.75,0.5468539,0.75,0.639191389,0.75,0.752070189,0.683639318,6.12,5.259094238,6.12,4.78188467,6.12,5.968055725,6.12,5.798542023,5.451894164
0.69,0.514763474,0.69,0.799976707,0.69,0.765925169,0.69,0.618140876,0.674701557,8,7.809238434,8,7.61221981,8,7.535301208,8,7.61972332,7.644120693
3.64,3.851040602,3.64,3.332448959,3.64,3.829515934,3.64,4.067097664,3.77002579,7.94,5.399619102,7.94,5.478932381,7.94,6.140141487,7.94,5.991984367,5.752669334
0.68,0.700675011,0.68,0.400514215,0.68,0.630165219,0.68,0.682784259,0.603534676,0.95,1.02700758,0.95,0.905868411,0.95,0.952357173,0.95,0.927006721,0.953059971
2.72,2.098400354,2.72,2.286045313,2.72,2.337638378,2.72,2.28524518,2.251832306,0.95,0.966445208,0.95,0.960745692,0.95,0.935280442,0.95,0.922541738,0.94625327
0.6,0.773144305,0.6,0.813194394,0.6,0.498953491,0.6,0.479090393,0.641095646,0.93,0.344174117,0.93,0.631144524,0.93,0.814467728,0.93,0.387313902,0.544275068
0.7,0.831968307,0.7,0.566477895,0.7,0.884530902,0.7,1.046056032,0.832258284,0.93,0.396137565,0.93,0.56685698,0.93,0.860107303,0.93,0.603224635,0.606581621
