Real NN 0 Correlation for Spin Coating - 0: MAE,Predicted NN 0 Correlation for Spin Coating - 0: MAE,Real NN 1 Correlation for Spin Coating - 0: MAE,Predicted NN 1 Correlation for Spin Coating - 0: MAE,Real NN 2 Correlation for Spin Coating - 0: MAE,Predicted NN 2 Correlation for Spin Coating - 0: MAE,Real NN 3 Correlation for Spin Coating - 0: MAE,Predicted NN 3 Correlation for Spin Coating - 0: MAE,,Real NN 0 Correlation for Spin Coating - 1: MAE,Predicted NN 0 Correlation for Spin Coating - 1: MAE,Real NN 1 Correlation for Spin Coating - 1: MAE,Predicted NN 1 Correlation for Spin Coating - 1: MAE,Real NN 2 Correlation for Spin Coating - 1: MAE,Predicted NN 2 Correlation for Spin Coating - 1: MAE,Real NN 3 Correlation for Spin Coating - 1: MAE,Predicted NN 3 Correlation for Spin Coating - 1: MAE,
0.59,0.599469185,0.59,0.798971534,0.59,0.751714051,0.59,0.581410706,0.682891369,3.12,2.600376129,3.12,2.346973658,3.12,2.788339853,3.12,2.630996943,2.591671646
0.69,0.527518749,0.69,0.695953131,0.69,0.58172667,0.69,0.608773768,0.60349308,3.64,3.530434847,3.64,3.321303606,3.64,3.506044626,3.64,3.502830982,3.465153515
0.84,0.988236427,0.84,0.78791225,0.84,0.959159136,0.84,0.791110098,0.881604478,2.12,1.906989336,2.12,2.111205816,2.12,2.227980375,2.12,2.241372824,2.121887088
6.47,6.592980385,6.47,6.403208256,6.47,6.457582474,6.47,6.419797421,6.468392134,0.95,1.15389502,0.95,0.851986527,0.95,0.963031352,0.95,0.928129077,0.974260494
0.73,0.934986353,0.73,0.996411204,0.73,0.999443293,0.73,0.848001719,0.944710642,1.63,1.400825977,1.63,1.889727592,1.63,1.152003527,1.63,1.301815271,1.436093092
0.59,0.320359677,0.59,1.43892777,0.59,-0.053543448,0.59,0.105293423,0.452759356,1.04,1.201999068,1.04,1.159324527,1.04,1.05182147,1.04,1.02970171,1.110711694
1.49,1.651599526,1.49,1.8582021,1.49,1.722964048,1.49,1.490208864,1.680743635,7.89,7.886571884,7.89,7.619941711,7.89,8.109546661,7.89,7.828137398,7.861049414
3.6,3.530592442,3.6,3.283507347,3.6,3.48511529,3.6,3.974917889,3.568533242,1.04,1.106697798,1.04,1.020395041,1.04,1.09245801,1.04,1.191990018,1.102885217
0.69,0.524384618,0.69,0.947725177,0.69,0.874136925,0.69,0.887721062,0.808491946,6.15,5.742778301,6.15,5.457481384,6.15,6.043613434,6.15,5.946252823,5.797531486
7.62,5.964175701,7.62,5.81159544,7.62,7.11280632,7.62,6.398886681,6.321866036,0.95,0.960512638,0.95,0.86747992,0.95,1.007546782,0.95,1.024206638,0.964936495
6.64,5.477484703,6.64,4.817536831,6.64,6.049211502,6.64,6.192278385,5.634127855,0.97,0.710175037,0.97,0.740133643,0.97,0.70179224,0.97,0.93396771,0.771517158
0.67,0.662961245,0.67,0.627157092,0.67,0.764691353,0.67,0.703668058,0.689619437,3.75,3.759061098,3.75,3.403760433,3.75,3.912232399,3.75,3.872009516,3.736765862
0.69,0.526807785,0.69,0.574612498,0.69,0.682141185,0.69,0.621974826,0.601384074,0.82,0.718200922,0.82,0.500816941,0.82,0.765526772,0.82,0.768386602,0.688232809
0.64,0.068969101,0.64,0.357165307,0.64,0.577851057,0.64,0.684381485,0.422091738,0.97,0.987445116,0.97,0.868283987,0.97,1.397770047,0.97,0.976156533,1.057413921
7.62,8.021274567,7.62,7.871044159,7.62,7.952535629,7.62,8.085285187,7.982534886,7.89,7.651227951,7.89,7.604820251,7.89,7.966412544,7.89,7.915410042,7.784467697
3.75,4.170777321,3.75,4.633131981,3.75,5.085775375,3.75,4.644020081,4.63342619,3.37,3.662187338,3.37,2.721596956,3.37,3.209919691,3.37,3.38412714,3.244457781
7.62,6.478161812,7.62,6.339378834,7.62,6.680252075,7.62,6.804167271,6.575489998,4.68,5.014894962,4.68,4.735990047,4.68,5.344621658,4.68,5.260863304,5.089092493
0.8,0.752183437,0.8,0.551947474,0.8,0.903417945,0.8,0.859491527,0.766760096,0.95,0.976616621,0.95,0.921312094,0.95,0.983626366,0.95,0.928142488,0.952424392
9.45,9.325208664,9.45,9.676140785,9.45,9.769857407,9.45,9.702094078,9.618325234,1.04,0.632032871,1.04,1.234840035,1.04,1.01463747,1.04,1.148728609,1.007559746
2.79,1.669114351,2.79,2.134083033,2.79,2.556200504,2.79,1.992896795,2.088073671,8.39,7.37787056,8.39,6.857042313,8.39,6.879952431,8.39,6.781790733,6.974164009
0.59,0.760597229,0.59,0.82711637,0.59,0.525415778,0.59,0.633074701,0.68655102,0.95,0.830439925,0.95,1.087755561,0.95,0.930249691,0.95,1.021074772,0.967379987
4.32,4.640275478,4.32,4.507292271,4.32,4.472755432,4.32,4.614304543,4.558656931,4.8,5.336549759,4.8,5.125729561,4.8,5.888004303,4.8,5.763231754,5.528378844
6.48,6.278514385,6.48,5.968403816,6.48,6.221583366,6.48,6.5486269,6.254282117,3.37,2.993485212,3.37,3.535927534,3.37,4.053575039,3.37,4.063539505,3.661631823
0.75,0.645154357,0.75,0.482091755,0.75,0.689283848,0.75,0.713297963,0.632456981,0.95,0.872647047,0.95,0.542977929,0.95,0.815451801,0.95,0.837086558,0.767040834
6.47,4.261400223,6.47,5.30187273,6.47,5.24848938,6.47,5.892133713,5.175974012,0.95,1.02046752,0.95,0.994756579,0.95,0.979419231,0.95,0.921194017,0.978959337
7.62,7.736202717,7.62,7.582360744,7.62,7.846735001,7.62,8.330764771,7.874015808,0.82,1.140553951,0.82,1.497822642,0.82,1.507696986,0.82,1.829554796,1.493907094
7.62,6.183802605,7.62,6.250849247,7.62,6.479821205,7.62,6.577196121,6.372917295,6.1,6.226710796,6.1,5.907907009,6.1,6.867631912,6.1,6.297642231,6.324972987
6.15,5.97892189,6.15,5.955423832,6.15,6.292629242,6.15,5.854106903,6.020270467,0.95,0.754570484,0.95,1.082819581,0.95,0.944986343,0.95,0.879399478,0.915443972
6.64,6.395820618,6.64,6.264003754,6.64,6.411292076,6.64,6.849736214,6.480213166,5.98,5.839706898,5.98,5.685879707,5.98,5.966334343,5.98,6.27721405,5.94228375
0.73,1.142475128,0.73,1.395474076,0.73,1.363808155,0.73,1.35576582,1.314380795,7.89,7.663637638,7.89,7.969960213,7.89,7.839575768,7.89,7.808475018,7.820412159
1.49,1.851366043,1.49,1.74555397,1.49,1.859696865,1.49,1.727711916,1.796082199,0.9,0.377800912,0.9,3.758402586,0.9,1.113528728,0.9,1.418833733,1.66714149
0.73,0.844814777,0.73,0.743627429,0.73,0.809215784,0.73,0.623016655,0.755168661,1.3,2.483989239,1.3,2.234941244,1.3,2.091001034,1.3,1.967676163,2.19440192
2.16,2.0843997,2.16,2.146312714,2.16,2.28971076,2.16,2.165955305,2.17159462,0.95,0.997590899,0.95,0.935139894,0.95,0.967091322,0.95,0.921873868,0.955423996
0.69,0.509179354,0.69,0.124028064,0.69,0.692014337,0.69,0.798489392,0.530927787,3.18,3.546569109,3.18,3.383130074,3.18,3.391218424,3.18,3.821892262,3.535702467
6.47,6.745890617,6.47,6.406125546,6.47,6.870275497,6.47,6.737898827,6.690047622,0.95,0.914775252,0.95,0.807087779,0.95,0.950062394,0.95,1.011186719,0.920778036
3.64,3.775359869,3.64,3.506873131,3.64,3.708754301,3.64,4.085420609,3.769101978,7.1,5.258522987,7.1,5.364899635,7.1,5.489890099,7.1,5.857917786,5.492807627
4.39,4.664728165,4.39,4.549175262,4.39,4.475746155,4.39,4.658712387,4.587090492,2.8,3.416243792,2.8,3.132640839,2.8,3.571501255,2.8,3.35011673,3.367625654
1.49,1.81285274,1.49,2.025417089,1.49,1.734480143,1.49,1.451659203,1.756102294,0.95,0.986296415,0.95,0.932275176,0.95,0.990823746,0.95,0.930552959,0.959987074
4.32,4.511354446,4.32,4.441977024,4.32,4.472063065,4.32,4.581212044,4.501651645,0.95,0.932337523,0.95,0.938934445,0.95,0.960062265,0.95,0.878944874,0.927569777
3.64,3.944605589,3.64,3.54575181,3.64,3.799535751,3.64,4.07499218,3.841221333,3.12,4.938323975,3.12,5.41287756,3.12,4.977050781,3.12,5.596649647,5.231225491
3.64,3.995852709,3.64,3.698263884,3.64,3.847433567,3.64,4.15223074,3.923445225,3.18,3.018779278,3.18,2.757635832,3.18,2.966256618,3.18,2.837203503,2.894968808
6.47,6.465697765,6.47,6.675812244,6.47,6.737317085,6.47,6.847011566,6.681459665,0.76,0.680970788,0.76,0.59992063,0.76,0.713015199,0.76,0.760836124,0.688685685
0.68,0.700675011,0.68,0.400514215,0.68,0.630165219,0.68,0.682784259,0.603534676,2.12,1.923703432,2.12,1.928198218,2.12,2.230809212,2.12,2.217205286,2.074979037
4.31,4.694606781,4.31,4.460830688,4.31,4.484537125,4.31,4.612253666,4.563057065,4.2,4.117481232,4.2,4.262793541,4.2,4.4313097,4.2,4.394589901,4.301543594
0.73,1.005534053,0.73,0.797240615,0.73,0.942633152,0.73,0.943552613,0.922240108,0.95,0.969885588,0.95,0.998467326,0.95,0.951493025,0.95,0.922113001,0.960489735
6.64,6.448560715,6.64,5.46833086,6.64,6.284398079,6.64,6.519387722,6.180169344,2.62,2.295669079,2.62,2.794411421,2.62,2.780675173,2.62,2.948998213,2.704938472
0.68,0.911852598,0.68,0.337504774,0.68,0.705317199,0.68,0.844820857,0.699873857,8.02,7.743135452,8.02,8.343302727,8.02,8.328057289,8.02,9.386476517,8.450242996
0.86,0.708961487,0.86,0.557254672,0.86,0.882281542,0.86,0.709120929,0.714404658,8.6,2.372685909,8.6,1.621891379,8.6,2.049359322,8.6,2.25273633,2.074168235
0.94,0.825767994,0.94,1.097194552,0.94,0.98143363,0.94,0.780826867,0.921305761,0.95,0.983585715,0.95,0.872372866,0.95,0.966856122,0.95,0.922407031,0.936305434
7.62,7.736202717,7.62,7.582360744,7.62,7.846735001,7.62,8.330764771,7.874015808,2.93,2.629905224,2.93,2.640662432,2.93,2.910291433,2.93,3.066720009,2.811894775
0.69,0.513549805,0.69,0.315722317,0.69,0.708950996,0.69,0.693632424,0.557963886,0.88,0.365515143,0.88,0.834897161,0.88,0.700731993,0.88,0.420389354,0.580383413
3.37,3.370384455,3.37,3.17980051,3.37,3.307713747,3.37,3.363008976,3.305226922,8,6.849611282,8,7.358742237,8,7.97286129,8,7.583943367,7.441289544
4.52,4.40257597,4.52,4.2964077,4.52,4.46514225,4.52,4.460417271,4.406135798,0.95,1.058553815,0.95,0.706287265,0.95,1.012908459,0.95,0.874139786,0.912972331
3.64,3.778856516,3.64,3.504627705,3.64,3.713115692,3.64,4.072293758,3.767223418,0.95,1.07090354,0.95,0.893269897,0.95,0.967529058,0.95,0.941497982,0.968300119
0.6,0.481411129,0.6,0.573720098,0.6,0.614064813,0.6,0.628180683,0.574344181,8.6,8.797092438,8.6,8.566515923,8.6,9.84852314,8.6,9.139510155,9.087910414
7.62,6.721868038,7.62,7.070912361,7.62,6.409866333,7.62,6.470696449,6.668335795,3.62,3.909034491,3.62,3.299076319,3.62,3.842506886,3.62,4.345959663,3.84914434
0.81,0.8622123,0.81,1.061172366,0.81,0.956906557,0.81,0.783597291,0.915972129,0.95,0.985552788,0.95,0.834569335,0.95,0.852633476,0.95,0.979762197,0.913129449
0.81,1.031806827,0.81,0.902785182,0.81,0.929901123,0.81,0.879366994,0.935965032,6.12,5.929174423,6.12,5.737215042,6.12,5.775671005,6.12,6.160999775,5.900765061
5.73,6.583331585,5.73,6.895967484,5.73,6.270809174,5.73,6.338302612,6.522102714,6.06,6.03153038,6.06,5.626126289,6.06,6.055531502,6.06,5.82069397,5.883470535
7.62,6.240703583,7.62,6.238174915,7.62,6.457186699,7.62,6.543515682,6.36989522,9.7,8.163520813,9.7,8.819207191,9.7,8.607380867,9.7,9.444081306,8.758547544
0.6,0.623433113,0.6,0.424966961,0.6,0.737117231,0.6,0.63519752,0.605178706,8,6.816444397,8,6.099815845,8,7.526762962,8,7.533000469,6.994005918
5.73,6.767516136,5.73,6.480093479,5.73,6.663212776,5.73,6.515645027,6.606616855,0.95,1.245840669,0.95,0.624984741,0.95,0.898412645,0.95,0.938955486,0.927048385
4.36,4.891227722,4.36,4.957599163,4.36,5.396660805,4.36,4.963868618,5.052339077,0.95,1.205531478,0.95,1.212110996,0.95,1.089461088,0.95,0.893082023,1.100046396
1.49,1.75990057,1.49,1.723233342,1.49,1.861335754,1.49,1.614868402,1.739834517,0.7,1.00145793,0.7,0.861130118,0.7,1.031709909,0.7,0.883445084,0.94443576
4.75,4.872686386,4.75,4.553196907,4.75,4.790719986,4.75,5.363456726,4.895015001,0.95,0.963151336,0.95,0.95614326,0.95,0.945186615,0.95,0.921922326,0.946600884
2.79,2.79747057,2.79,2.684897661,2.79,2.937001944,2.79,2.6795609,2.774732769,6.6,6.980699062,6.6,7.022976398,6.6,7.11835289,6.6,7.207850933,7.082469821
5.73,6.033583641,5.73,6.030342102,5.73,6.075350761,5.73,6.103430748,6.060676813,0.95,1.019295692,0.95,0.896127343,0.95,1.000933886,0.95,0.986828089,0.975796253
0.8,0.753055573,0.8,0.530802608,0.8,1.178299427,0.8,0.624390721,0.771637082,0.95,0.386654288,0.95,1.30675137,0.95,0.925107658,0.95,0.882088959,0.875150569
0.94,0.923207045,0.94,0.897372127,0.94,0.895086288,0.94,0.849140942,0.891201601,0.95,1.007796288,0.95,0.951040268,0.95,0.903119087,0.95,0.921283424,0.945809767
2.79,2.958534479,2.79,2.74472928,2.79,2.929059029,2.79,2.906190395,2.884628296,6.26,6.512171745,6.26,6.396789551,6.26,6.524773598,6.26,6.433214188,6.466737271
3.95,4.346857548,3.95,4.036708832,3.95,4.430343628,3.95,4.097663879,4.227893472,7.44,8.282887459,7.44,8.14407444,7.44,7.951911926,7.44,7.760264397,8.034784556
0.73,1.158541322,0.73,1.321473241,0.73,1.247255683,0.73,1.365844011,1.273278564,0.95,0.980497241,0.95,0.860282063,0.95,1.015082121,0.95,0.985675395,0.960384205
3.64,3.944605589,3.64,3.54575181,3.64,3.799535751,3.64,4.07499218,3.841221333,1.49,1.845567465,1.49,1.49436903,1.49,1.753645182,1.49,1.641876936,1.683864653
3.75,3.991528511,3.75,4.558623791,3.75,4.491171837,3.75,4.275458813,4.329195738,0.95,0.700909376,0.95,0.764341712,0.95,1.137402773,0.95,0.852663398,0.863829315
0.59,0.569295883,0.59,0.965304017,0.59,0.789805353,0.59,1.147562504,0.867991939,0.95,0.846099138,0.95,0.351504087,0.95,0.428881288,0.95,0.857587159,0.621017918
0.7,0.801807165,0.7,0.927420378,0.7,0.894736826,0.7,0.717207849,0.835293055,4.8,4.951036453,4.8,5.173218727,4.8,5.633685112,4.8,5.598835468,5.33919394
3.64,3.78763938,3.64,3.506405592,3.64,3.722445726,3.64,4.064421654,3.770228088,0.95,0.977260113,0.95,0.873173118,0.95,0.986690521,0.95,0.970545292,0.951917261
2.16,2.02873373,2.16,2.144560575,2.16,2.248603106,2.16,2.154205799,2.144025803,3.75,4.040205956,3.75,3.204073191,3.75,3.857808113,3.75,3.985434771,3.771880508
6.15,6.106208324,6.15,5.9324193,6.15,6.015111923,6.15,6.212933064,6.066668153,2.8,3.588434935,2.8,3.354486465,2.8,3.559089899,2.8,3.434570551,3.484145463
3.75,3.678683043,3.75,3.660594702,3.75,3.790433645,3.75,3.779518127,3.727307379,6.8,6.826245785,6.8,6.856301308,6.8,7.063461304,6.8,6.996135712,6.935536027
1.05,1.065310359,1.05,0.920869708,1.05,1.09746933,1.05,0.995311558,1.019740239,1.1,0.589955807,1.1,0.714644313,1.1,0.778077304,1.1,0.90376997,0.746611849
4.51,4.382474422,4.51,4.432183743,4.51,4.483060837,4.51,4.483023643,4.445185661,0.95,1.406912327,0.95,0.828259349,0.95,1.004460335,0.95,0.934617698,1.043562427
0.6,-0.078732282,0.6,0.109846927,0.6,0.453409672,0.6,0.649730921,0.28356381,1.1,1.834916115,1.1,1.248467922,1.1,1.138742924,1.1,1.538281679,1.44010216
3.37,3.304022551,3.37,3.114532471,3.37,3.462650537,3.37,3.340638638,3.305461049,2.8,3.226593971,2.8,2.938635826,2.8,3.45486784,2.8,3.386746168,3.251710951
0.68,0.911852598,0.68,0.337504774,0.68,0.705317199,0.68,0.844820857,0.699873857,0.93,0.868763804,0.93,0.534033179,0.93,0.725499988,0.93,0.855486929,0.745945975
3.04,2.66553092,3.04,2.998973846,3.04,3.262798548,3.04,3.063441753,2.997686267,0.95,1.008552194,0.95,0.923074841,0.95,1.022402525,0.95,0.978534818,0.983141095
0.67,0.691986084,0.67,0.763919711,0.67,0.877745628,0.67,0.73020339,0.765963703,0.56,0.965858698,0.56,1.516803145,0.56,0.957265854,0.56,1.159516454,1.149861038
2.72,2.171962976,2.72,2.236878395,2.72,2.353917122,2.72,2.122147799,2.221226573,2.71,2.272975683,2.71,2.490459442,2.71,2.741430759,2.71,2.783720493,2.572146594
4.75,4.802913189,4.75,4.280123234,4.75,4.441875458,4.75,4.127444267,4.413089037,0.95,0.996656179,0.95,0.926518202,0.95,0.841267109,0.95,0.94075942,0.926300228
2.16,2.142384291,2.16,2.206389666,2.16,2.276466131,2.16,2.110595465,2.183958888,0.86,0.778243542,0.86,1.120965123,0.86,1.299830317,0.86,1.395757675,1.148699164
4.32,4.520456314,4.32,4.474609375,4.32,4.497320175,4.32,4.562607288,4.513748288,3.62,3.316790104,3.62,3.138815641,3.62,3.32773757,3.62,3.45275259,3.309023976
4.5,4.463572502,4.5,4.350615501,4.5,4.470877647,4.5,4.545520306,4.457646489,0.95,0.924040318,0.95,1.084522486,0.95,0.944275498,0.95,1.029667139,0.99562636
4.85,4.702279091,4.85,4.695979118,4.85,4.758669853,4.85,4.421778679,4.644676685,0.56,0.911556125,0.56,0.927545667,0.56,1.007427692,0.56,1.071587563,0.979529262
3.04,3.014559507,3.04,2.3811903,3.04,2.957225561,3.04,2.839953184,2.798232138,0.9,1.282881498,0.9,1.115102053,0.9,0.870024979,0.9,1.410904169,1.169728175
0.75,0.276982576,0.75,0.681893706,0.75,0.919072032,0.75,0.646692693,0.631160252,0.95,0.820484042,0.95,0.837858081,0.95,1.002971411,0.95,0.908080339,0.892348468
0.93,1.046686172,0.93,1.373428702,0.93,1.191443443,0.93,1.120542526,1.183025211,8,7.56731987,8,7.554772377,8,7.742413521,8,7.66740036,7.632976532
0.64,0.69902432,0.64,0.086476184,0.64,0.614212871,0.64,0.606691957,0.501601333,7.1,6.832658768,7.1,6.950945377,7.1,7.120776176,7.1,7.14260006,7.011745095
6.64,6.523306847,6.64,6.253036022,6.64,6.433728218,6.64,6.69149828,6.475392342,0.95,0.983638406,0.95,0.874200702,0.95,0.937927604,0.95,0.926612735,0.930594862
4.51,4.412744522,4.51,4.379200935,4.51,4.478112221,4.51,4.5121665,4.445556045,0.95,1.078508854,0.95,0.906002522,0.95,0.991944909,0.95,0.923877954,0.97508356
0.81,1.031806827,0.81,0.902785182,0.81,0.929901123,0.81,0.879366994,0.935965032,1.04,1.235750675,1.04,1.036619067,1.04,1.054212809,1.04,1.007270098,1.083463162
6.15,5.87704134,6.15,5.803265095,6.15,6.117033958,6.15,5.913789749,5.927782536,7.1,6.988239765,7.1,6.858159065,7.1,7.308791161,7.1,7.134915352,7.072526336
0.64,0.556942344,0.64,0.530041099,0.64,0.590694904,0.64,0.293941081,0.492904857,2.71,2.69191885,2.71,2.735139608,2.71,2.867454052,2.71,2.999461174,2.823493421
0.75,0.790871024,0.75,0.550505519,0.75,0.691548109,0.75,0.762001753,0.698731601,0.95,0.808172464,0.95,0.783182025,0.95,1.037771702,0.95,0.896320581,0.881361693
0.59,0.480641335,0.59,0.545105577,0.59,0.707869291,0.59,0.863508999,0.649281301,0.95,1.169216514,0.95,0.682870865,0.95,0.981691182,0.95,0.890392125,0.931042672
0.69,0.517802,0.69,0.503702521,0.69,0.725887775,0.69,0.588776112,0.584042102,2.62,2.926164865,2.62,2.737820387,2.62,2.538111687,2.62,2.841493607,2.760897637
0.6,0.760308743,0.6,0.676943064,0.6,0.946761012,0.6,0.944744587,0.832189352,3.12,2.434390068,3.12,2.444576025,3.12,2.761557579,3.12,2.644735813,2.571314871
1.42,1.610282421,1.42,1.666720033,1.42,1.598756552,1.42,1.753607035,1.65734151,2.93,2.652977228,2.93,3.017855883,2.93,3.037469387,2.93,3.58859992,3.074225605
0.81,0.911070466,0.81,0.841780066,0.81,0.871867657,0.81,0.983613312,0.902082875,6.06,5.992036343,6.06,5.955373287,6.06,6.429460526,6.06,6.21685791,6.148432017
3.37,3.385170937,3.37,3.111590147,3.37,3.355600119,3.37,3.34636426,3.299681366,8.71,8.777733803,8.71,8.884450912,8.71,8.993250847,8.71,9.140847206,8.949070692
0.6,1.016178608,0.6,0.858986497,0.6,1.16296804,0.6,1.096127987,1.033565283,7.89,7.894118309,7.89,7.63888073,7.89,7.992174149,7.89,7.822850704,7.837005973
4.51,4.396084309,4.51,4.395702362,4.51,4.491114616,4.51,4.498502731,4.445351005,6.47,4.993893147,6.47,4.779615402,6.47,5.427700996,6.47,5.830649853,5.25796485
1.88,1.851486444,1.88,1.762370706,1.88,1.928163052,1.88,1.734640598,1.8191652,0.95,1.140134096,0.95,0.71176374,0.95,0.997165442,0.95,0.968360662,0.954355985
4.32,4.512882233,4.32,4.478828907,4.32,4.49546814,4.32,4.557008743,4.511047006,0.95,0.88726747,0.95,0.979315877,0.95,1.03883338,0.95,0.991544604,0.974240333
0.87,0.840218425,0.87,1.158867717,0.87,1.095287561,0.87,0.777048171,0.967855469,9.7,5.894088745,9.7,6.85926342,9.7,7.504402161,9.7,8.108622551,7.091594219
3.04,3.014559507,3.04,2.3811903,3.04,2.957225561,3.04,2.839953184,2.798232138,0.95,0.881524563,0.95,0.641632915,0.95,1.049252033,0.95,0.923520327,0.87398246
1.49,1.697443485,1.49,1.651034474,1.49,1.842859983,1.49,1.639897585,1.707808882,0.95,1.168940783,0.95,0.825408578,0.95,1.025452375,0.95,1.022515535,1.010579318
4.32,4.673362255,4.32,4.298778534,4.32,4.586309433,4.32,4.499859333,4.514577389,1.88,2.003489494,1.88,1.509995937,1.88,1.768372178,1.88,1.665435791,1.73682335
5.73,6.564368248,5.73,6.281504154,5.73,7.228265762,5.73,6.395754814,6.617473245,2.93,2.970399857,2.93,2.579121351,2.93,2.759482622,2.93,3.062265873,2.842817426
0.6,0.335477084,0.6,0.208186239,0.6,0.55349946,0.6,0.567811131,0.416243479,3.2,5.169318676,3.2,4.438231468,3.2,5.124539375,3.2,4.656394005,4.847120881
0.73,0.925199151,0.73,0.801344752,0.73,0.950997114,0.73,0.933665752,0.902801692,1.88,1.948711157,1.88,1.528201818,1.88,1.801958084,1.88,1.596991539,1.71896565
4.85,4.906178474,4.85,4.762582302,4.85,4.947976112,4.85,4.587669849,4.801101684,3.18,2.99454999,3.18,2.715736151,3.18,2.943063498,3.18,2.831157684,2.871126831
0.7,0.830077648,0.7,0.717551351,0.7,0.93690449,0.7,1.207357883,0.922972843,6.06,5.4797616,6.06,6.43940115,6.06,4.818559647,6.06,5.793210983,5.632733345
9.45,6.933509827,9.45,6.610170364,9.45,7.346628189,9.45,6.504693985,6.848750591,0.95,1.051105857,0.95,0.831570506,0.95,1.066147089,0.95,0.995698512,0.986130491
6.15,6.408004761,6.15,6.427974701,6.15,6.713387489,6.15,6.434252262,6.495904803,8.4,8.328104973,8.4,8.247900009,8.4,8.616145134,8.4,8.711232185,8.475845575
0.85,0.847844362,0.85,0.704748273,0.85,0.935703516,0.85,1.252906084,0.935300559,4.2,4.081293583,4.2,4.308690071,4.2,4.472971916,4.2,4.41307354,4.319007278
0.87,0.945970178,0.87,0.931321979,0.87,0.906021833,0.87,0.830025077,0.903334767,8.6,8.459753036,8.6,8.189523697,8.6,9.499917984,8.6,9.28885746,8.859513044
0.64,0.59374547,0.64,0.454706997,0.64,0.644311428,0.64,0.425594866,0.52958969,0.95,0.968640089,0.95,0.93698585,0.95,0.934215665,0.95,0.922971725,0.940703332
0.94,1.051637173,0.94,0.93882072,0.94,0.87186718,0.94,0.871885657,0.933552683,3.75,3.760903597,3.75,3.287797928,3.75,3.889944077,3.75,3.872648478,3.70282352
0.68,0.823085308,0.68,0.465235084,0.68,0.77785486,0.68,0.849588156,0.728940852,0.95,0.930803537,0.95,0.850472331,0.95,0.935374141,0.95,1.016274929,0.933231235
4.52,4.414667606,4.52,4.432615757,4.52,4.460609436,4.52,4.59001112,4.47447598,0.95,0.930174112,0.95,0.844121575,0.95,0.968561172,0.95,1.010712385,0.938392311
0.86,0.778748512,0.86,0.826721787,0.86,0.721847296,0.86,1.096407413,0.855931252,5.9,5.439501762,5.9,5.867704391,5.9,6.392698288,5.9,6.199400902,5.974826336
7.62,8.292305946,7.62,7.814577103,7.62,8.193166733,7.62,7.828165531,8.032053828,0.95,1.001538634,0.95,0.881752849,0.95,0.935665786,0.95,0.927755177,0.936678112
2.16,2.178465128,2.16,1.904336333,2.16,2.149522781,2.16,2.174674988,2.101749808,8.4,7.833157539,8.4,8.351601601,8.4,8.360143661,8.4,8.928467751,8.368342638
6.47,6.668683052,6.47,6.419921875,6.47,6.457401276,6.47,6.368173122,6.478544831,3.2,5.048810959,3.2,4.74967289,3.2,4.754563332,3.2,4.452390671,4.751359463
0.73,0.950166225,0.73,0.357360691,0.73,0.99691987,0.73,0.915997565,0.805111088,0.95,0.915042758,0.95,0.995642543,0.95,0.948296428,0.95,1.015104055,0.968521446
3.37,4.597522736,3.37,5.106304646,3.37,4.763648987,3.37,4.767320633,4.808699251,0.95,0.963386297,0.95,1.147972703,0.95,0.945877075,0.95,1.020730376,1.019491613
3.75,3.902441263,3.75,4.93838644,3.75,4.991286278,3.75,5.367358208,4.799868047,0.95,0.879346609,0.95,1.33256042,0.95,1.056263924,0.95,1.083301306,1.087868065
6.06,6.575084686,6.06,6.548579216,6.06,6.910351753,6.06,6.40296936,6.609246254,0.95,1.586552382,0.95,1.173573375,0.95,1.471036196,0.95,0.962267101,1.298357264
0.75,0.646481276,0.75,0.482374042,0.75,0.694101334,0.75,0.720888674,0.635961332,0.95,0.586916924,0.95,0.789989114,0.95,1.03374362,0.95,1.057078481,0.866932035
0.77,0.758137465,0.77,0.608869553,0.77,0.578173757,0.77,0.855764925,0.700236425,0.95,1.118411422,0.95,0.899081349,0.95,1.100973845,0.95,1.044044137,1.040627688
6.64,6.434954643,6.64,6.220076084,6.64,6.38506794,6.64,7.041795254,6.52047348,9.7,9.304659843,9.7,9.675297737,9.7,9.050484657,9.7,9.300450325,9.332723141
7.62,6.36678791,7.62,6.436583996,7.62,6.439813614,7.62,6.513987064,6.439293146,3.2,3.662339449,3.2,3.403860331,3.2,3.64212656,3.2,3.444051743,3.538094521
1.88,1.881914616,1.88,1.847552299,1.88,2.019153118,1.88,1.767147303,1.878941834,3.2,3.483752012,3.2,4.295338154,3.2,4.813542366,3.2,5.405752182,4.499596179
4.52,4.391535759,4.52,4.3615098,4.52,4.470740318,4.52,4.506819248,4.432651281,0.95,1.011644363,0.95,0.932004333,0.95,0.974539161,0.95,0.95356524,0.967938274
4.36,5.227480888,4.36,5.544970512,4.36,4.977701187,4.36,5.309770584,5.264980793,0.95,0.946118116,0.95,0.898059726,0.95,0.969354868,0.95,0.897001147,0.927633464
4.85,4.309479713,4.85,4.710375309,4.85,4.418773651,4.85,4.617667198,4.514073968,6.47,4.787588596,6.47,5.094700813,6.47,4.51703167,6.47,4.938580513,4.834475398
6.06,6.505859375,6.06,6.401510239,6.06,6.744337082,6.06,6.35554409,6.501812697,8.4,8.745760918,8.4,8.938296318,8.4,8.515501022,8.4,8.654526711,8.713521242
