"Real NN 3 for Time,0; ,None - All data","Averages for Time,0; ,None","Real NN 3 for Time,1; ,None - All data","Averages for Time,1; ,None","Real NN 3 for Time,2; ,None - All data","Averages for Time,2; ,None","Real NN 3 for Time,3; ,None - All data","Averages for Time,3; ,None","Real NN 3 for Time,4; ,None - All data","Averages for Time,4; ,None","Real NN 3 for Time,5; ,None - All data","Averages for Time,5; ,None","Real NN 3 for Time,6; ,None - All data","Averages for Time,6; ,None","Real NN 3 for Time,7; ,None - All data","Averages for Time,7; ,None","Real NN 3 for Time,8; ,None - All data","Averages for Time,8; ,None","Real NN 3 for Time,9; ,None - All data","Averages for Time,9; ,None","Real NN 3 for Time,10; ,None - All data","Averages for Time,10; ,None","Real NN 3 for Time,11; ,None - All data","Averages for Time,11; ,None","Real NN 3 for Time,12; ,None - All data","Averages for Time,12; ,None","Real NN 3 for Time,13; ,None - All data","Averages for Time,13; ,None","Real NN 3 for Time,14; ,None - All data","Averages for Time,14; ,None","Real NN 3 for Time,15; ,None - All data","Averages for Time,15; ,None","Real NN 3 for Time,16; ,None - All data","Averages for Time,16; ,None","Real NN 3 for Time,17; ,None - All data","Averages for Time,17; ,None","Real NN 3 for Time,18; ,None - All data","Averages for Time,18; ,None","Real NN 3 for Time,19; ,None - All data","Averages for Time,19; ,None","Real NN 3 for Time,20; ,None - All data","Averages for Time,20; ,None","Real NN 3 for Time,21; ,None - All data","Averages for Time,21; ,None","Real NN 3 for Time,22; ,None - All data","Averages for Time,22; ,None","Real NN 3 for Time,23; ,None - All data","Averages for Time,23; ,None","Real NN 3 for Time,24; ,None - All data","Averages for Time,24; ,None","Real NN 3 for Time,25; ,None - All data","Averages for Time,25; ,None","Real NN 3 for Time,26; ,None - All data","Averages for Time,26; ,None","Real NN 3 for Time,27; ,None - All data","Averages for Time,27; ,None","Real NN 3 for Time,28; ,None - All data","Averages for Time,28; ,None","Real NN 3 for Time,29; ,None - All data","Averages for Time,29; ,None","Real NN 3 for Time,30; ,None - All data","Averages for Time,30; ,None","Real NN 3 for Time,31; ,None - All data","Averages for Time,31; ,None","Real NN 3 for Time,32; ,None - All data","Averages for Time,32; ,None","Real NN 3 for Time,33; ,None - All data","Averages for Time,33; ,None","Real NN 3 for Time,34; ,None - All data","Averages for Time,34; ,None","Real NN 3 for Time,35; ,None - All data","Averages for Time,35; ,None","Real NN 3 for Time,36; ,None - All data","Averages for Time,36; ,None","Real NN 3 for Time,37; ,None - All data","Averages for Time,37; ,None","Real NN 3 for Time,38; ,None - All data","Averages for Time,38; ,None","Real NN 3 for Time,39; ,None - All data","Averages for Time,39; ,None","Real NN 3 for Time,40; ,None - All data","Averages for Time,40; ,None","Real NN 3 for Time,41; ,None - All data","Averages for Time,41; ,None","Real NN 3 for Time,42; ,None - All data","Averages for Time,42; ,None","Real NN 3 for Time,43; ,None - All data","Averages for Time,43; ,None","Real NN 3 for Time,44; ,None - All data","Averages for Time,44; ,None","Real NN 3 for Time,45; ,None - All data","Averages for Time,45; ,None","Real NN 3 for Time,46; ,None - All data","Averages for Time,46; ,None","Real NN 3 for Time,47; ,None - All data","Averages for Time,47; ,None","Real NN 3 for Time,48; ,None - All data","Averages for Time,48; ,None","Real NN 3 for Time,49; ,None - All data","Averages for Time,49; ,None","Real NN 3 for Time,50; ,None - All data","Averages for Time,50; ,None"
4.88,5.453631163,0.69,0.712354228,0.67,0.486994632,0.77,0.696807295,0.95,0.871400803,0.78,0.48131812,6.15,6.144327641,6.28,6.585724473,0.7,0.665547505,1.38,0.967509046,0.95,0.92494747,4.5,4.241422653,7.12,6.858435273,0.95,0.97806491,4.89,4.857578874,7.4,5.923959851,0.95,0.957532868,5.27,5.30019486,0.95,1.043930277,0.95,1.029502228,4.31,4.657514811,3.37,3.30278337,4.36,5.009348035,0.95,0.948331356,0.56,0.720154703,6.15,5.921688437,3.2,3.214660108,3.62,3.530205071,0.64,0.677470341,6.55,6.224173665,7.1,7.139638543,0.8,0.907859847,0.6,0.964977667,7.44,7.919738173,4.02,4.022845447,3.6,3.413829863,3.67,3.601098955,4.83,4.876003504,0.75,0.605479255,1.39,2.151082277,0.95,0.965217084,0.95,0.952977672,1.63,1.777386606,7.39,7.528905153,6.28,6.982050538,1.93,1.979371667,4.42,4.588334441,4.5,4.371220112,0.95,1.052048475,7.53,6.887404323,0.67,0.732630372
7.44,7.93238759,7.62,5.740139842,0.95,0.951185569,8.01,7.669154406,0.73,0.991704062,5.98,5.288836718,0.86,1.992242515,0.95,0.954387426,3.37,3.993111551,0.95,0.970418349,4.83,5.558917522,0.68,0.792517722,0.95,1.000331983,4.35,4.386361599,0.95,0.976168796,8.84,8.599597692,8.01,8.168342233,0.95,0.954326972,0.69,0.778213695,3.12,3.012956381,0.95,0.987211704,0.83,1.07556586,0.95,1.046140328,0.8,0.992426977,4.33,4.03824091,0.95,0.990612999,4.89,4.588260531,6.61,6.801309705,0.95,0.969987273,0.68,0.988061383,4.32,4.500747681,0.7,0.724677026,0.73,1.273488224,0.95,0.980469525,8.39,8.35921073,0.95,0.94936803,2.72,2.118460447,6.47,6.341315269,3.6,3.436293244,2.28,2.617817223,3.12,2.968475938,0.95,0.93353346,0.95,0.941338345,0.86,1.037430346,0.95,0.974620178,5.1,5.524157763,5.79,5.98565042,5.06,4.903846264,0.94,0.863495737,0.77,0.963544443,5.52,5.739406347
4.7,4.287861526,0.95,0.911430031,6.61,7.442716002,6.47,6.04185307,0.95,0.925628126,0.96,0.918122783,0.95,0.94290036,4.1,4.953232527,0.95,0.966212526,7.62,6.158285141,6.28,6.580849767,7.62,7.241185427,0.97,0.976672843,4.32,4.511840224,5.9,4.98656714,0.84,0.867192432,0.76,0.809114575,2.71,2.784364402,0.84,0.863667339,4.35,4.353602886,0.95,0.992104128,4.01,4.154088378,4.52,4.147624373,7.89,8.155905604,0.95,0.994393483,6.69,6.919710279,0.6,1.036794573,4.88,4.749154449,0.95,0.986139953,0.87,0.895749196,0.97,1.004955962,3.04,2.70526439,4.29,4.431712389,4.29,4.451203465,0.95,0.983425066,8.71,8.015300035,8.84,8.792227983,4.67,4.058042765,3.04,2.824881256,5.98,5.965286732,6.6,6.598267317,4.33,4.141853929,4.02,3.892855406,7.89,7.962675333,4.35,4.451732159,0.69,0.592085853,4.88,4.837438703,0.6,1.14140527,0.76,0.655931775,3.75,4.237750471,0.75,0.677891701
0.88,5.076966166,0.95,0.969380945,2.81,3.399837911,0.95,0.897150323,0.7,0.648735575,3.6,3.741856456,0.95,0.950141504,1.05,1.148024425,7.1,6.864134192,2.12,2.077154994,5.9,4.589858413,5.1,6.224044561,0.73,0.955555201,0.81,0.883713841,6.26,6.867805719,3.1,2.497440934,4.1,4.200079799,4.67,4.10571295,0.95,0.976702482,0.95,0.981993735,6.41,5.272957206,1.05,0.987135693,8.01,8.039695621,0.86,0.917299449,0.86,0.904423639,0.95,0.936098501,7.12,7.125561357,4.42,4.621138573,4.7,4.643337607,0.81,0.843359604,0.95,0.949356958,0.69,0.705386981,6.48,6.210474968,1.63,1.698894083,0.95,0.932944447,1.05,0.926576257,7.4,6.510083199,5.79,6.025273323,0.82,1.015805364,0.95,0.951607034,1.63,1.736211419,0.84,0.903245419,0.95,0.95754455,1.1,1.297633648,5.27,5.413361907,0.95,0.941154569,1.5,1.914592922,9.45,9.333911896,1.05,1.104572326,5,5.138162255,4.42,4.486660957
7.89,7.432258606,0.95,0.946727246,0.82,0.531343728,5.27,4.616875291,0.84,0.980594605,0.95,0.873325989,3.04,2.862707675,7.51,6.066828012,0.94,0.768961668,0.86,1.23367542,6.41,5.228011727,6.41,5.338776708,7.94,6.782284856,6.64,5.638684154,4.38,4.319708586,0.73,0.890264571,0.95,0.991551921,0.69,0.791488975,5.98,6.214526176,0.95,1.06601499,0.9,0.731911168,0.85,0.787201822,5.79,6.027840018,0.87,0.926119059,3.2,3.192767382,0.82,0.807824582,0.7,0.867912233,4.39,4.586726785,0.95,1.015621305,3.75,4.409820318,6.69,6.979760528,0.73,0.786174312,3.1,2.573652625,5.98,5.942335129,0.77,0.828977704,0.73,1.242569506,4.5,4.437075615,7.1,7.069772482,4.43,4.192965269,3.2,3.293580234,0.95,0.948052868,2.72,2.16603893,0.84,0.962763131,3.6,3.481970012,1.39,2.284322977,0.95,1.006919831,4.39,4.466150403,0.95,0.959121212,2.81,3.133343995,2.62,2.699645996,3.2,3.209493637
3.6,5.120408058,3.4,4.150729477,2.16,2.236318439,0.95,0.899869964,4.67,3.798432887,6.69,6.904157639,7.94,6.005843878,0.85,0.69400619,6.28,6.720674515,1.88,1.811315715,2.64,3.373978376,3.6,3.072733045,0.95,0.951322779,0.9,0.883326277,0.95,0.973479524,1.1,1.34358722,7.1,7.068532467,3.6,3.0443452,5.73,6.112954974,0.85,0.704818033,6.64,6.32669735,0.95,0.981742457,0.67,0.825790927,4.02,4.076433241,4.4,4.240720153,0.82,0.961733639,0.95,0.95583564,0.95,0.906672925,4.43,4.197614014,5.06,4.622247219,0.64,0.669154286,0.95,0.977086231,0.95,0.980802581,0.95,0.937567309,0.64,0.655583575,6.08,5.676292777,0.95,0.924772963,7.04,6.289743185,0.76,0.628986955,1.42,1.548947275,4.38,4.469203353,0.98,0.97871156,4.29,4.697160959,0.73,0.878766492,0.83,1.471860021,0.95,0.985627145,0.81,0.929832429,0.88,1.103698567,3.6,3.443591654,3.67,3.572822809,0.95,1.047564119
1.1,2.207155257,5.27,4.442885876,5,5.870154142,0.86,2.499420524,0.77,0.86923635,6.47,6.12811017,4.52,3.886886597,1.38,1.016914651,0.95,0.960359544,4.67,4.117797196,3.6,2.323317587,3.6,2.262510121,0.95,0.980279818,0.82,0.787825137,5.27,5.395969391,1.93,1.970801264,6.64,5.805879474,1.63,1.691720843,0.95,1.01021868,1.5,1.876650989,2.37,2.061370969,6.48,6.223291278,6.47,6.216919065,0.7,0.842061788,0.95,1.005133495,0.6,1.053788245,6.61,6.815169334,2.62,1.446545035,0.95,0.97342138,3.2,3.284414589,0.95,0.979557827,0.95,0.948678792,0.95,0.955412805,0.76,0.671264708,8.71,7.981025457,0.95,0.922479719,0.75,0.598684192,6.06,6.346709371,4.51,4.185146809,3.12,2.963903248,0.95,0.942252204,4.75,4.770942926,2.81,3.048750222,0.82,0.825941518,5.73,5.947867274,0.95,1.021254286,3.75,4.299925804,4.67,3.995163798,6.26,6.39302206,1.88,1.988186002,2.71,2.477402031
0.95,0.899213776,0.82,0.841904908,4.32,3.756519854,0.76,1.170705691,0.95,0.917999551,8.84,7.982806444,4.31,4.45154953,1.63,1.656844974,4.52,3.877921402,3.04,3.050393581,6.26,7.049420476,0.95,0.985492319,4.88,5.047282577,0.84,0.881283775,3.04,2.684712768,3.2,3.102114558,0.95,0.9616106,4.75,4.471479416,0.87,0.882561207,0.95,0.996109232,0.95,0.955308825,0.95,0.944027796,1.49,1.75351727,0.95,0.940678537,3.04,2.829298794,0.95,1.008414105,0.95,0.97751312,0.76,0.738186002,0.95,0.983732253,5.9,5.335179567,4.5,4.465547919,6.26,6.673203468,0.95,0.892812103,7.94,7.406042099,0.95,0.9554189,2.62,1.535373807,4.4,4.401875377,5.73,5.949862003,9.45,9.039593935,1.38,1.120227322,0.96,1.357140422,7.94,7.53490603,4.35,4.40204978,0.6,0.58948613,0.78,1.354624525,0.84,0.948526621,1.38,1.322597742,7.51,7.166506171,5,5.121614337,4.51,4.062650681,2.16,2.265907466
0.82,0.964212567,0.95,0.908693448,0.94,0.715319186,3.95,3.259434938,0.75,0.622641176,0.95,0.92459555,4.88,5.227780938,0.73,0.9525204,0.95,0.93535623,4.75,4.34606123,2.62,1.681019932,5.73,6.25919795,6.06,6.503002405,7.44,8.088968635,3.2,3.103318512,4.54,4.25541085,9.45,7.570345521,0.95,0.930181712,0.86,0.887992293,0.78,0.942812458,0.94,0.876621723,0.56,0.661138877,0.86,0.919216752,5.52,5.858218551,2.37,2.060128838,4.38,4.424252868,0.95,0.932559386,1.3,1.401564181,1.39,2.101477593,9.45,8.604153633,8.01,8.156847835,0.84,0.827073932,4.42,4.582777619,8.01,8.286732912,4.36,4.242250919,3.04,2.799804866,2.16,1.998887211,4.1,3.749259591,6.64,6.436968207,6.6,6.60570538,0.82,0.823147818,0.68,1.0067693,6.55,6.379481792,0.69,0.603889942,0.95,0.921524078,0.9,0.690843001,0.6,0.676577836,5.27,5.498731375,6.6,6.75508666,7.51,7.200091958,0.96,1.53741464
0.69,2.870595649,0.95,0.925085232,0.86,2.495711207,6.61,7.424852848,0.95,0.887081712,4.39,4.481249452,0.95,0.91385819,7.62,6.895875096,4.31,4.603255391,5,5.020459294,7.94,6.600789189,6.55,5.421196699,0.9,0.893525243,0.95,0.986986861,4.32,4.560698986,0.95,1.012599483,0.95,1.036393881,0.95,0.981705889,0.96,1.080259472,7.1,6.927131295,0.73,0.830896497,0.95,0.969430178,8.39,8.329354286,0.95,0.951669723,8.39,8.377599716,0.59,0.713781238,0.6,0.6082986,0.87,0.897613153,0.95,0.910376504,1.39,2.070400685,0.95,0.942149788,0.95,0.980717778,5.9,5.396824241,2.48,2.720939517,6.47,6.33327806,0.95,0.939103827,0.59,0.6229693,9.45,8.978688955,0.83,1.335979506,7.53,7.018464208,0.77,0.795114905,0.77,0.797170728,0.82,1.018569693,0.87,0.940245599,3.2,3.231532872,0.95,1.018480271,0.59,0.765486777,7.62,7.853828669,2.79,3.007145762,2.79,3.02476418,3.67,3.555481136
4.51,2.875646412,5.9,5.240270257,1.63,1.732181698,4.32,3.974320114,0.95,1.006794825,0.59,0.837492369,0.77,0.695771113,4.7,4.365828276,0.82,0.465316363,0.6,0.798185676,0.7,0.650756136,0.76,0.854162171,2.37,2.083349675,0.95,0.890540108,1.04,0.915915772,0.95,1.012919322,3.6,2.434833407,2.12,2.203910112,6.47,6.041360378,2.62,2.807600319,5.79,6.050275564,0.97,1.014415011,0.96,1.161146104,7.94,7.480680823,4.32,4.617334604,0.95,0.968610182,0.95,0.933390409,0.95,0.926629588,2.12,2.190487683,7.4,6.350726485,4.43,4.169868112,6.41,5.398501992,4.89,4.477736235,1.49,1.638435036,4.35,4.312019825,6.61,6.677015781,7.62,8.109177589,0.95,0.947360694,0.95,0.973227024,0.95,0.951484486,5.9,5.58994472,0.56,0.723294169,0.95,0.992009863,1.39,2.250698507,3.75,4.310845613,2.72,2.298064709,9.45,9.284118414,2.79,2.989526629,0.73,0.965890169,7.94,8.593853235,6.06,6.458981752
2.37,3.700945258,6.41,5.836159825,0.6,0.713890195,5.06,4.257823944,3.2,3.3930251,0.95,0.910583362,9.45,6.038387656,4.29,3.586058319,7.39,7.88881731,6.47,5.454848289,0.85,0.655542076,6.64,5.63661325,0.95,0.996716917,0.94,0.902739272,0.87,0.906400532,1.63,1.566558748,4.29,4.115893781,8.39,8.332811832,0.85,0.664050519,6.08,5.890243292,4.7,4.613091111,0.95,1.007522002,0.95,0.967546582,4.35,4.340856791,6.61,6.877945423,4.51,4.218826592,5.52,5.838772774,7.94,7.446802735,0.95,0.981893808,5.52,5.760649443,7.62,8.028547883,0.95,0.98169373,0.84,0.879598767,5.9,5.406079888,4.36,5.198762774,5.73,5.957400799,0.95,0.933137104,0.56,0.735194236,4.83,4.891238093,2.62,1.575013876,4.36,4.300708413,0.8,0.926695421,6.47,6.297409773,4.5,4.447413683,0.95,0.964374021,3.75,3.78555429,3.75,3.811879218,7.04,6.718499541,2.62,2.712557554,8.01,8.304249287,7.44,7.77793014
0.59,2.463472888,3.75,4.214221597,3.2,4.805381536,0.95,0.889676526,1.49,1.588964313,4.5,3.924954534,0.73,0.964653984,0.6,0.575758196,3.62,3.344895899,6.41,5.133154511,4.36,4.634904385,1.39,2.684512675,0.93,0.752792597,0.69,0.69338423,0.95,0.982448056,5.59,6.308163762,0.8,0.870291501,7.53,6.432691693,6.64,6.077305555,0.82,0.808961153,3.6,3.273214996,0.95,1.032402113,1.38,0.935067624,4.36,5.050276637,3.95,4.076737225,6.41,5.283272028,4.67,4.894102097,7.94,7.524984837,4.36,4.190608799,6.69,6.967803478,1.1,1.245334595,2.28,2.471492052,6.64,6.427823067,0.83,1.221670076,3.04,2.784812868,0.76,0.652251512,0.95,0.976024926,0.95,0.966014445,0.81,0.940016702,1.93,1.899045855,0.97,1.17894423,0.95,0.931421772,0.86,1.03257297,0.59,0.689541698,2.28,2.770295143,7.12,7.275395632,4.32,4.466150403,0.9,0.676514536,0.78,1.519896194,0.95,0.989450812,0.95,1.04021132
3.6,4.052654922,0.95,0.922520891,4.85,4.026926041,5.79,5.285961628,0.95,0.899462715,0.95,0.91019544,0.95,0.969840407,4.88,5.189236403,1.04,0.712624714,6.47,5.943619967,0.9,0.925605416,1.1,1.263912171,0.95,0.98440592,0.95,0.995535746,0.75,0.705187872,2.37,1.978991479,0.95,0.978231609,2.79,2.713943362,0.97,0.991918668,1.88,1.899806857,0.8,0.913147435,0.84,0.853232905,0.95,0.993607804,1.04,1.007568225,6.41,5.293257952,6.06,6.438923478,0.84,0.852186203,0.95,0.976197675,0.76,0.735583812,5.98,6.030181766,1.63,1.723808914,5.73,6.047527432,7.89,8.108477592,3.2,3.288753688,7.51,7.135425329,7.12,7.248562217,4.36,4.227382064,2.72,2.118018776,0.98,0.95262371,4.54,4.294283271,0.95,0.929165959,4.83,4.922130466,0.95,0.949628934,0.95,1.005436078,0.95,0.958239168,4.52,4.145240664,5.98,6.000415802,4.29,4.759150028,2.12,2.178563416,0.95,0.981007487,0.9,0.673844539
4.31,2.773109615,4.89,5.179576397,0.84,1.757126957,0.95,0.893316597,5.9,4.404026508,0.95,0.94479315,0.6,0.619964115,0.69,0.23109553,0.56,0.565363258,0.95,0.956394732,0.95,0.974513069,4.85,4.122863829,4.39,4.878242016,0.56,0.626510017,2.64,2.859286189,9.45,7.416290164,4.36,4.0954597,6.15,6.273670197,9.45,7.720963597,0.84,0.866285443,0.86,0.933160439,0.95,0.936595306,0.95,0.971903384,0.82,0.81599091,2.72,2.299605429,0.95,0.938675687,1.49,1.738126099,0.82,0.974685252,8.01,8.08978641,4.67,4.300674081,6.48,6.147913337,2.48,2.751057863,0.95,0.970405698,0.95,0.965344682,0.95,0.942614168,0.95,0.949382082,5.9,5.484113336,2.79,2.972168505,5.1,5.538594961,2.71,2.667819381,3.67,3.563501298,2.48,2.591725826,0.95,0.962035432,0.88,1.090473816,3.6,3.491193295,6.15,5.892837167,0.95,0.92589502,1.05,1.089261472,0.95,0.997106239,7.62,7.870451927,5.06,4.903866649
0.86,3.382170975,0.95,0.909511492,1.3,1.368684888,4.1,5.116520524,0.97,0.866019949,1.04,0.69660648,0.95,0.917291179,0.95,0.961663857,0.95,0.943592995,0.8,1.017697722,4.33,4.154593945,8.84,8.609371185,3.4,4.187635005,7.62,7.435031176,7.04,5.590301156,0.96,1.04509455,0.95,0.946962863,0.86,0.885679841,7.62,7.799538493,0.95,1.020699576,0.95,0.979394272,6.08,5.875703812,0.76,0.745994329,1.88,1.870715201,5.73,6.028562307,7.53,6.781833529,0.95,1.02512522,3.75,3.878373802,7.04,6.124280453,0.95,0.983768851,4.67,4.298705101,0.95,0.929055288,0.96,1.292736173,3.62,3.567767382,0.95,0.900846377,1.38,1.054134443,0.95,0.960695744,4.85,4.64879787,2.48,2.595069826,0.6,0.973616332,0.95,0.951089233,6.61,6.558818221,0.69,0.611178502,0.95,0.967149034,0.69,0.596669629,0.69,0.726725578,0.96,1.408119202,1.93,1.982327402,0.86,1.090698346,4.89,4.445856869,0.95,1.043488726
0.83,2.177842885,4.35,5.840054989,0.95,0.90579544,0.95,0.837056279,6.06,6.578193903,0.95,0.89779909,3.6,3.045716763,6.6,6.140441418,2.28,1.646297127,0.78,0.661869712,0.84,0.893511817,7.04,5.550703883,3.2,3.928821027,0.95,0.974634916,3.2,3.900851011,6.41,5.221196055,3.12,3.009730041,7.89,8.022416949,0.73,1.259818494,7.62,7.922683716,0.95,0.98328279,3.1,2.649244964,0.97,1.002996922,0.98,1.006883174,0.95,0.991661087,1.38,0.981893048,5.98,6.092823625,3.64,3.903654635,4.75,4.775719762,0.59,0.668627128,0.94,0.865912721,0.95,0.958920956,4.54,4.156072259,2.37,1.913233638,6.08,5.683548331,3.2,3.303724229,2.12,2.134431839,0.95,0.96208787,0.6,0.584075935,0.95,0.953548878,4.1,3.65122205,0.95,0.976495206,0.88,1.090523347,4.43,4.229453921,0.86,0.900541052,0.95,1.006129801,5.27,5.470274806,2.64,2.689775527,0.98,1.357430577,4.32,4.361975789,0.78,1.570799813
1.39,2.730850399,0.95,0.923109531,0.76,1.772591174,4.36,3.482267022,0.95,0.949624032,0.98,2.639221251,4.67,4.066927969,4.52,3.866305649,0.95,0.946389899,0.82,0.800569445,0.95,0.980785623,0.81,0.860322267,0.75,0.672251105,6.48,5.638684154,4.67,4.045468688,0.98,1.640055358,0.95,0.99188365,0.95,0.977830112,0.7,0.666000247,3.64,3.536986291,7.04,6.073484898,2.16,2.271468282,0.95,1.020177424,4.52,4.153948903,1.93,2.130079716,6.55,6.176572561,0.95,0.928314,6.15,5.853594184,7.62,7.998654127,0.6,0.988061383,4.01,4.19816649,6.08,5.676957965,0.59,0.645281807,5.79,5.995302439,2.62,2.599338353,0.95,0.926000312,3.2,3.295978427,0.95,0.934860319,3.1,2.705005884,0.73,1.2055251,3.95,4.065810442,7.53,7.015367508,3.37,3.194484115,3.64,3.738868415,4.32,4.462917805,0.81,0.933092371,0.95,0.961300924,0.95,0.997646332,0.93,0.995434836,7.4,6.460146904,3.95,4.338211834
4.42,2.938125491,0.9,0.547813527,0.88,1.395779744,6.06,6.678564548,1.93,2.073640972,1.39,3.659912229,3.4,3.471240938,6.47,5.33265698,7.04,5.710716724,0.95,0.955870911,6.6,6.073214173,6.47,6.330253959,6.08,5.750677943,0.95,1.06255804,6.41,5.235608578,4.43,4.208628654,4.39,4.814736128,4.36,4.108650267,0.93,0.7728993,6.48,6.112922072,7.1,6.913439393,6.61,6.961674094,3.95,3.99183327,0.95,0.951142848,3.2,3.619722903,7.04,6.209500313,1.05,0.945066184,0.81,0.839579046,7.53,6.836591005,0.95,0.983198568,0.95,0.977314636,0.97,1.018168017,2.37,1.915250063,2.12,2.142065525,7.1,7.076886773,2.72,2.128578365,6.69,7.079122543,0.95,0.967817545,0.95,0.95224914,7.04,6.369375825,0.86,1.282692045,0.95,0.991828188,4.43,4.225329518,2.79,2.950923562,4.42,4.582055807,4.36,4.354712009,7.44,7.7439574,4.02,3.857725441,4.51,4.118142247,0.95,0.953894362,0.95,0.993874818
0.84,1.330276623,4.4,3.31445241,0.86,1.731498569,5.9,4.886692047,6.28,5.696168303,2.62,2.545142889,4.38,4.157075107,0.9,0.883842036,0.84,0.947547272,3.2,3.937426448,3.1,2.516750842,0.69,0.61208301,1.3,1.313470513,4.42,4.309490919,6.6,6.269074559,3.6,2.989116609,7.94,6.956002951,7.1,7.022651792,3.12,3.016485751,7.44,7.986981392,0.95,0.95155099,6.64,6.402569294,4.7,4.619885445,5.1,6.016058326,1.3,1.36061725,0.64,0.689837478,0.88,1.065204844,6.47,6.248795748,0.95,0.979724094,3.37,3.336358607,0.95,0.925818607,0.95,0.964812249,5.27,5.33194077,4.5,4.454831004,4.5,4.432486057,0.68,0.943401292,1.39,2.069330066,4.89,4.449218035,0.95,0.93150039,3.75,4.31915921,0.83,1.371897951,4.5,4.396074176,7.89,7.96013546,0.82,1.020822302,5.52,5.631208777,6.61,6.540286541,3.2,3.235998631,0.82,0.864529014,0.64,0.71153798,7.44,7.754677057,2.37,2.230377704
4.54,4.701434851,0.75,0.996068209,4.67,3.894889534,4.33,4.325475335,0.95,0.951946422,6.55,4.626064181,0.95,0.934987456,4.32,4.373595834,0.86,1.20518887,0.95,0.958717719,1.5,1.897099167,2.81,4.225510359,0.95,1.038332701,6.41,5.299868822,0.81,0.876812398,5.27,5.35100615,1.42,1.44850561,3.12,3.014380753,1.05,0.991672069,0.95,1.012401447,0.95,1.001308322,8.01,8.061566591,2.48,3.021932065,5.9,5.217473745,0.82,0.820297673,0.95,1.000384912,2.62,1.43743971,0.95,0.913560957,8.39,8.474051714,1.88,1.786866486,0.56,0.748421133,0.95,0.966961831,3.64,3.7438519,3.75,3.797486901,4.01,4.231277704,0.95,0.95937939,0.95,0.975120023,3.6,2.908938885,0.95,0.950449109,4.88,4.755833149,0.95,0.937180385,1.38,1.161670312,7.94,7.558113098,0.95,0.966541111,4.75,4.750553131,0.95,0.967432216,7.94,7.603360295,2.28,2.897619426,8.84,9.061149359,2.37,2.216275126,3.62,3.767344952
5.06,5.566600919,0.95,0.970538363,1.42,1.113568172,1.38,1.994798094,3.95,3.446705163,0.9,0.918122783,5.9,4.451686859,0.93,0.821120605,2.71,2.33327207,7.39,7.790742159,7.04,5.592040658,4.7,4.588708878,0.95,0.906963781,3.37,3.36342895,6.48,5.615700603,1.42,1.427458674,7.62,6.466101408,0.95,0.976588503,0.95,0.975824341,3.75,3.920588553,2.62,2.770635545,6.26,6.767561436,0.82,0.813741803,0.95,0.994210839,4.89,4.639412999,0.83,1.095230266,7.1,7.005496144,4.02,4.019173384,0.86,1.070631653,4.83,5.041010499,0.95,0.988425568,0.95,0.973163858,6.06,6.313431382,0.95,0.949071437,0.95,0.944946244,7.94,7.405633569,0.95,0.960766092,4.42,4.567487955,0.85,0.834505558,0.86,0.863791734,1.38,1.140076935,4.32,4.462681174,4.67,4.69550693,7.94,7.527473092,5.98,5.979476094,4.54,4.321429729,6.08,5.947865009,4.67,4.677984118,5.59,6.287065506,0.98,1.377700031,7.12,7.19982934
3.95,3.11310941,0.87,0.678959504,0.85,0.838899508,0.95,1.030914038,0.88,0.991967306,4.7,4.348941922,0.95,0.887649834,4.31,4.53240478,4.7,4.372645617,7.51,6.257701516,0.95,0.965018153,7.51,6.398544431,0.77,0.68220824,0.95,0.986260355,1.39,2.338897467,2.62,2.82694149,4.43,4.221819401,0.96,1.038633838,2.62,1.53294152,0.95,1.043609768,5.73,6.151379585,1.1,1.260216683,1.93,2.13988924,0.95,0.953273788,7.94,7.4672364,0.95,0.989605471,3.75,4.520819783,2.71,2.632425606,2.81,3.120655894,3.95,4.128971159,0.81,0.853022754,4.36,5.177041411,0.76,0.682031423,2.62,1.520334184,0.85,0.848094001,4.52,4.070628524,0.76,0.641483933,0.88,1.1128342,3.2,3.301325977,0.95,0.971681044,7.12,7.283141732,0.95,0.952318415,6.28,6.936003804,0.95,0.950416774,0.95,1.012086704,3.37,3.268111765,7.62,7.878695011,3.75,4.277508795,1.93,1.999377161,0.9,0.673937358,0.6,1.198516846
7.04,5.828980088,7.94,6.092130065,0.95,0.905640155,5.73,5.728870034,7.51,5.891588569,0.95,0.930257514,1.05,1.144490436,4.5,3.966254592,2.37,3.12413317,2.64,3.175096214,4.42,4.140471816,0.95,0.967967644,0.95,0.989270329,4.4,3.864658952,0.95,0.98214753,4.85,4.275923669,4.31,4.655655146,0.95,1.01697205,4.35,4.379823923,4.33,3.972750008,0.67,0.789267808,4.51,4.255518317,7.53,6.700643301,0.88,1.03879185,0.59,0.736896098,2.81,3.249727786,3.67,3.692370892,4.01,4.139147401,7.94,7.518001795,4.52,4.104605973,5.9,5.348981619,7.04,6.16480577,7.53,6.903689504,7.12,7.215366244,1.1,1.274051845,4.36,5.212949753,2.64,2.428209007,0.84,0.894857034,3.12,2.955292344,0.95,0.99311763,0.64,0.622735642,0.95,0.942002043,5.59,6.447865248,3.2,3.252674162,0.73,0.893038869,0.82,0.837852806,1.1,1.317375898,0.95,0.982316598,0.95,0.991036266,5.52,5.750070333,0.73,1.142566293
