"Real NN 3 for Spin Coating,0; ,None - All data","Averages for Spin Coating,0; ,None","Real NN 3 for Spin Coating,1; ,None - All data","Averages for Spin Coating,1; ,None"
4.33,3.824745059,0.95,0.937237516
0.82,0.814567059,2.12,2.204953849
3.6,3.550086975,7.44,7.84073019
1.93,1.979371667,0.95,0.987066716
1.49,1.599449396,0.95,0.905622721
0.73,0.941148013,1.3,1.41183883
6.15,6.144327641,0.95,0.881411701
0.7,0.801343203,0.95,0.990633681
6.69,7.100268364,8.39,8.339457989
3.6,5.120408058,0.95,0.983480632
3.67,3.572822809,0.95,1.029740885
4.36,4.237321019,0.95,0.951587826
0.7,0.665547505,0.95,0.955786601
4.02,4.370921373,0.95,0.945580974
0.83,1.393718928,0.95,0.965274766
0.86,1.992242515,0.95,0.921818793
0.8,0.907859847,3.62,5.119406581
0.7,0.724677026,7.89,7.864887357
4.33,3.992340386,6.6,6.582840562
4.33,4.80126965,0.95,0.981371909
4.1,3.835659862,0.95,0.893798292
6.47,6.245620847,5.1,6.275936484
0.75,0.677891701,0.95,0.929255635
4.36,5.299017072,6.6,6.559517741
0.8,1.017697722,4.35,4.417233288
4.5,4.32522881,0.95,0.929981992
0.78,0.661869712,0.95,0.940333605
6.28,6.950633883,0.95,0.934224039
8.01,8.168342233,0.95,0.93985422
5.52,5.928581119,2.71,2.784715414
4.01,4.200009525,0.88,1.097100049
0.73,0.785257399,8.39,7.819646716
0.68,0.973616332,0.97,0.681486353
0.69,0.592085853,0.95,0.965797141
2.64,2.975414991,5.98,6.583451152
4.33,4.109207869,3.12,2.959691703
4.29,4.431712389,0.95,0.945332691
0.68,0.998402908,0.95,0.96889855
6.69,6.672738433,0.95,0.943735868
6.61,6.89154911,0.95,0.895410389
3.75,4.065792084,0.95,1.011935264
0.68,1.036794573,1.1,1.324052155
4.36,4.227382064,7.44,7.008119941
1.38,0.993937537,0.95,1.018841311
3.67,3.560616314,0.95,0.948523745
0.81,0.914884225,0.95,0.964730129
4.75,4.272488654,0.95,1.002142191
4.75,4.097092271,0.95,0.968619108
3.04,2.70526439,8.39,8.488876581
0.69,2.870595649,0.95,0.980723768
6.64,6.394230366,0.95,0.955970272
0.84,0.84559989,0.95,0.948873565
3.37,3.993111551,0.95,0.898466006
4.51,2.875646412,3.2,3.812228918
6.08,5.261958599,0.95,0.97067149
3.04,2.862707675,7.89,7.999390364
5.79,5.98565042,0.95,0.982470557
0.77,0.828977704,0.95,0.917667001
1.38,0.944660142,0.88,0.895170808
0.69,0.705386981,4.35,4.338471413
4.7,4.643143296,0.95,1.013175815
0.69,0.712354228,0.95,1.017471865
4.67,4.058042765,0.95,0.955892339
0.82,0.817488864,0.95,0.974271983
7.94,6.005843878,0.95,0.922816291
3.4,3.753751755,6.6,6.594650626
5.79,6.025273323,1.1,1.182185113
4.42,4.486660957,5,5.020448327
6.47,6.117833853,0.95,0.921308398
4.67,4.10571295,0.95,1.010848537
7.62,5.740139842,8.39,7.135923266
2.37,1.978763819,0.95,0.969296306
4.52,3.886886597,0.95,1.004355431
0.75,0.731149286,0.95,0.982310563
0.73,0.786174312,0.95,0.981576681
4.31,4.45154953,0.95,0.969802961
8.01,8.286732912,0.95,0.986648142
4.36,5.009348035,0.95,0.979621395
1.39,2.284322977,0.95,0.985570669
5.06,4.353674114,0.95,1.01400505
4.1,4.106172502,0.88,1.062805653
6.48,6.210474968,0.95,0.973292962
3.1,2.573652625,7.39,7.856921315
8.01,8.036246896,0.97,1.033476159
0.86,2.499420524,5,4.89738512
6.47,6.294240236,8.71,6.771641374
0.83,1.471860021,5.1,5.792016983
6.15,5.982752204,0.95,0.988261566
0.94,0.768961668,0.95,0.946466416
4.52,4.147624373,0.95,0.944659829
2.37,3.700945258,5.1,5.665992498
0.93,0.742840827,2.12,2.130218267
0.69,0.791488975,0.95,0.937696487
4.88,4.837438703,0.95,0.988158211
4.7,4.702544808,0.95,0.92548117
7.04,6.289743185,0.95,0.963052869
5.73,5.947867274,0.95,0.956832349
2.28,2.369294345,0.95,0.993265912
0.64,0.655583575,0.95,0.974066064
5.79,5.233624578,0.95,0.961481959
1.5,1.914592922,0.95,0.933585212
0.78,1.354624525,0.95,1.007904693
0.86,1.268419176,0.95,0.942731366
4.1,4.200079799,7.44,7.731423855
4.39,4.785524011,3.2,3.200722575
3.04,2.824759245,0.95,0.979736865
0.56,0.742041022,0.95,1.029528037
4.67,3.995163798,0.95,0.915698916
0.86,0.864286274,8.39,8.157238722
4.38,4.432072759,0.95,0.9921868
0.56,0.575758196,0.97,0.973146945
1.38,1.528645098,5.27,5.359588623
5.06,4.628840327,0.95,0.969850019
2.79,2.884386122,0.95,0.937953413
4.01,4.256132364,0.76,0.69014727
1.39,2.202612668,0.95,0.900233194
3.04,2.699185967,0.95,0.955320373
3.6,3.0443452,1.1,1.301848412
4.88,5.227780938,7.94,5.422637463
6.08,5.808406353,0.95,0.986141011
1.88,1.988186002,1.04,0.642404333
4.89,4.913505077,0.95,0.974393278
0.67,0.486994632,0.76,0.623891056
0.7,0.704818033,5.98,6.019393444
0.86,0.845348701,0.95,0.958225593
0.73,0.955555201,0.95,0.95480524
2.62,1.931909323,0.95,1.019025862
4.36,4.242250919,0.95,0.98940827
0.86,1.103377879,0.95,0.933916911
4.89,4.588260531,3.2,3.685967803
0.84,0.830412567,0.95,0.985019952
2.48,2.720939517,0.86,0.766717836
4.67,4.096976101,0.95,1.034046084
0.6,1.036794573,0.86,1.112845317
6.47,6.33327806,0.95,0.947388127
6.06,6.346709371,3.2,3.803410232
0.9,0.73094514,0.95,0.965450361
3.4,3.596284628,7.1,7.054290175
7.51,7.166506171,5.98,6.041374683
3.75,4.310845613,1.04,0.9295329
4.39,4.466150403,3.2,3.48243022
1.05,1.007408068,0.95,0.992936924
6.47,6.119379401,0.95,0.836881503
2.16,2.094674587,0.88,0.922735021
1.5,1.876378626,0.95,0.972970977
6.28,6.720674515,0.95,0.965908647
0.7,0.690916196,0.95,0.944947407
1.38,1.255047485,3.2,3.195784748
3.04,2.777731419,0.82,0.988995671
0.68,0.967494294,0.95,1.008089066
0.59,2.463472888,0.95,0.959297359
0.67,0.768153712,0.88,1.101390034
7.12,7.125561357,0.95,0.991256818
0.83,1.062666178,0.95,0.986866042
0.78,0.834834784,0.95,0.98370643
0.77,0.695771113,0.95,0.911657199
2.64,2.492534339,0.95,1.00815703
6.64,5.805879474,7.39,7.680725932
3.6,4.052654922,3.2,3.442287028
1.63,1.691720843,0.95,0.946977064
2.16,2.265907466,0.95,0.974982992
3.37,3.340165079,0.95,0.882398799
0.81,0.929832429,0.95,0.991212577
3.4,4.150729477,0.95,1.045675352
0.84,0.902242795,0.82,1.042355567
3.75,4.299925804,0.95,0.920739636
8.01,8.039695621,1.1,1.261215121
0.93,0.743836105,0.86,1.086750969
1.63,1.736211419,2.12,2.211695969
7.4,5.822725773,0.95,0.950123981
0.85,0.850990474,0.95,0.954050437
4.67,4.049954236,8.71,7.637271285
0.7,0.867912233,3.12,3.129954636
3.75,4.292859435,2.12,6.669344068
1.49,1.638435036,5.9,4.557701111
0.96,1.53741464,0.95,0.977131426
4.54,4.204376578,3.2,3.351850986
2.64,2.707608342,1.04,0.637455754
2.37,3.889897168,0.95,1.009835362
3.95,3.259434938,0.95,1.026937068
5.06,4.770970583,0.95,0.933506906
4.51,4.062650681,7.89,5.840100884
4.01,4.14982599,0.95,0.985060334
6.61,6.776803613,3.2,3.760191798
4.52,3.877921402,5,5.349635839
4.54,4.25209409,0.95,0.985947832
1.5,1.82806766,0.95,0.951807365
4.42,4.617334604,0.95,0.945065483
0.86,1.131396756,0.95,1.02433008
7.51,6.257701516,0.95,0.95992212
0.81,0.845242947,0.95,0.977416202
0.56,0.685498416,1.1,1.270028055
4.32,4.436915636,0.95,0.984373093
2.64,2.396114826,2.71,2.804921687
5.73,5.949862003,0.95,1.00867191
2.28,2.770295143,0.95,0.906706169
6.55,6.224173665,0.95,0.975056931
4.36,5.198762774,7.94,7.453352094
9.45,6.038387656,0.95,0.963886425
4.31,2.773109615,0.95,0.974134743
0.73,0.964653984,0.95,0.987658635
6.48,6.289717555,0.95,0.695901439
3.6,3.481970012,3.12,2.972523987
4.31,4.399101138,0.95,1.040926442
7.62,7.853828669,8.39,6.406561732
3.37,3.38785398,0.95,0.98002696
4.75,4.471479416,7.39,7.862769961
1.38,1.322597742,0.95,0.959046274
6.08,5.78228724,0.95,0.926352814
3.6,3.118116319,1.3,1.414977938
4.1,3.749259591,0.95,0.977845803
0.6,0.676577836,0.95,0.978379011
7.51,7.200091958,0.95,0.969999254
0.64,0.677470341,0.95,0.935063064
0.73,0.878766492,5,4.943590999
6.06,6.326989532,0.95,0.981199265
0.59,0.765486777,4.35,4.346224904
0.6,0.576670282,4.35,6.115143776
0.87,0.897613153,0.95,0.98984094
0.82,0.825941518,1.3,1.25839439
3.04,2.784812868,0.95,0.989032149
0.56,0.720154703,0.95,0.973579183
6.61,7.442716002,2.71,2.767689466
4.38,4.469203353,1.04,1.020049542
6.06,6.326766014,0.95,1.004842132
3.67,3.555481136,0.95,1.001716927
2.79,3.02476418,6.26,6.763866663
4.31,4.603255391,0.95,0.981645063
4.31,4.657514811,7.89,8.131350994
3.64,3.509371698,0.95,0.949734434
3.6,3.491193295,0.95,0.949788451
7.94,6.604921699,3.12,2.97939539
5.06,4.002952993,1.04,1.433959842
7.51,7.135425329,0.97,1.207754835
4.36,4.223479867,6.6,6.594812512
5.79,6.027840018,5,5.024497867
9.45,9.284118414,0.95,0.935898334
4.5,4.241422653,5.98,5.599460363
4.36,4.341926455,2.62,2.589588344
0.83,1.221670076,0.95,0.892218426
0.86,3.382170975,3.2,3.349538088
4.42,4.582777619,0.95,1.030990422
4.33,4.03824091,0.95,0.979096487
4.88,4.756181002,0.95,0.983090758
0.84,0.827073932,0.95,0.995484039
4.89,4.744213939,0.95,0.965939403
9.45,7.570345521,0.95,0.93287538
4.42,4.59264338,0.95,0.92990227
0.69,0.596669629,0.95,1.02147384
6.06,6.458981752,0.95,0.926961437
4.83,5.558917522,0.95,0.974704221
6.41,5.243394256,0.95,0.990923822
0.82,0.465316363,0.95,0.974447712
6.69,7.079122543,0.95,0.964281946
3.37,3.30278337,0.95,0.970524237
1.39,2.069330066,0.95,0.961920872
7.4,5.923959851,4.35,4.334804177
4.02,4.583302855,0.95,0.955754012
0.6,0.619964115,8.71,7.602361798
9.45,8.978688955,0.95,1.033661023
4.88,5.047282577,0.95,1.044020146
0.84,0.948526621,6.26,6.49077487
0.69,0.778213695,8.39,8.332812786
3.6,2.434833407,0.95,1.048430473
0.98,1.667673171,8.39,8.487147331
3.75,3.811879218,0.95,0.941961244
8.84,8.599597692,0.95,0.960464984
3.6,3.056893229,6.26,6.757677674
6.28,6.580849767,0.95,0.959897295
4.32,4.466150403,0.95,0.656678192
6.61,7.424852848,0.95,0.924538881
0.8,0.992426977,4.35,4.467589021
7.53,5.561430216,0.95,0.976477474
0.84,0.863667339,0.95,0.991464451
0.67,0.825790927,0.95,0.957522377
1.63,1.777386606,7.89,6.103878498
6.41,5.228011727,3.12,2.94487834
4.4,3.371065497,0.95,0.989119545
0.96,0.970511094,5,4.938410401
0.87,0.723890096,0.86,0.935296789
8.01,8.304249287,2.12,2.162245512
4.32,3.974320114,0.95,0.99697189
0.68,0.792517722,0.95,0.942474797
0.68,0.988061383,7.44,7.785309911
6.47,6.216919065,0.95,0.974440321
0.56,0.735194236,0.82,0.793154448
0.83,1.07556586,2.71,3.799814582
6.41,5.398501992,0.95,0.964321554
1.49,1.75351727,0.95,0.937913522
4.89,4.460352182,0.95,0.967559025
1.39,2.151082277,5.98,5.992728353
4.02,3.892855406,0.95,0.993499979
7.53,6.432691693,0.95,0.961012885
7.62,7.241185427,5.98,5.95453763
0.86,0.900541052,0.95,0.979471266
6.61,7.277702689,1.1,1.259733886
2.79,2.713943362,6.26,6.758854985
4.7,4.643337607,6.6,6.560932517
4.33,4.141853929,2.12,2.166859567
6.15,6.273670197,2.12,2.112619638
4.89,4.477736235,0.95,0.973051324
4.29,4.115893781,0.95,0.944119647
0.86,0.919216752,3.62,3.481085181
0.84,0.879598767,0.95,0.956544816
2.64,3.373978376,0.95,0.942353114
1.63,1.698846549,0.95,0.976375327
0.83,2.177842885,6.26,6.392602801
0.87,0.926119059,0.95,0.942723185
4.01,4.154088378,1.3,1.445454568
1.05,0.987135693,0.95,0.949974924
0.9,0.690843001,0.95,0.925093606
2.64,2.647798777,0.95,0.973409966
6.06,6.503002405,0.95,0.961078003
7.94,7.524984837,0.95,0.926240146
0.78,0.48131812,0.95,0.98992303
0.9,0.893525243,6.26,6.360051274
0.85,0.787201822,2.71,2.68759346
0.96,1.357140422,7.1,7.067408323
0.82,0.823147818,7.44,8.019706726
3.6,2.323317587,5,4.867144346
6.61,6.815169334,0.95,0.924512863
3.6,3.045716763,0.95,0.933852926
4.32,4.511840224,1.04,0.900002971
4.43,4.197614014,0.95,0.960240468
0.86,0.885679841,0.95,0.999457195
0.87,0.895749196,0.95,0.978541479
2.81,3.399837911,5,5.008077145
0.96,1.161146104,7.94,7.666064978
5.06,4.257823944,0.95,0.911454663
1.39,2.730850399,5.9,5.281690598
0.84,0.867192432,7.89,7.306866407
5.79,5.170784473,5.98,5.757868886
0.84,0.962763131,0.95,0.956309825
2.79,2.989526629,2.71,2.767243326
0.8,0.870291501,0.95,0.98632212
3.1,2.497440934,1.1,1.323745772
0.56,0.565363258,3.2,3.521449268
4.67,4.066927969,0.95,0.977088854
0.77,0.795114905,0.95,0.903834522
0.6,0.58948613,0.97,0.618493825
0.73,0.890264571,0.95,0.968691498
0.84,0.903245419,8.39,8.1699543
0.9,0.673844539,7.1,7.191449761
2.72,2.118018776,0.95,0.959622383
1.05,1.373248085,3.2,3.242993176
2.37,2.083349675,0.95,0.993266359
0.96,0.918122783,5,4.9059062
4.29,4.697160959,3.2,3.290043235
7.04,6.718499541,7.1,7.177390099
1.88,1.717921495,0.95,0.951982424
4.42,2.938125491,2.62,2.630869269
1.38,0.935067624,0.95,0.927718863
5.73,6.112954974,0.95,0.988055333
2.37,1.913233638,0.95,0.970166028
3.6,3.741856456,0.95,0.903261289
2.72,2.16603893,1.04,1.332827538
0.9,0.676514536,0.95,0.900463507
4.4,4.240720153,0.95,1.040731266
2.28,1.646297127,3.2,3.243139863
1.93,1.970801264,0.82,0.802627861
6.15,5.921688437,2.12,2.176205993
4.32,4.462917805,0.95,0.949511975
6.64,6.427823067,0.95,0.952798143
6.41,5.338776708,8.71,7.634811044
6.69,6.904157639,0.95,0.941115499
0.81,0.843359604,0.95,0.992843449
0.96,1.408119202,8.39,8.174228787
2.81,3.048750222,0.88,1.141970903
0.69,0.603889942,0.95,0.986979261
4.32,4.500747681,6.6,6.582517028
2.28,2.471492052,8.39,8.447860718
3.6,3.072733045,1.04,1.114198551
0.98,0.97871156,8.39,8.318922997
4.36,4.108650267,0.95,0.979307488
3.4,3.471240938,0.95,0.927073196
4.89,4.857578874,3.12,3.265868902
6.47,6.12811017,5.1,6.188452125
5.06,4.903866649,0.88,0.931008801
4.75,4.770942926,2.12,2.405564427
2.79,2.972168505,0.95,0.924494162
6.55,6.379481792,0.95,0.955289781
0.94,0.863495737,0.95,0.973290458
6.41,5.272957206,2.62,2.601423442
4.42,4.582055807,0.95,0.973293275
3.75,4.50737834,0.95,0.93990092
4.38,4.157075107,0.95,1.009089306
8.84,7.982806444,7.89,7.918639541
4.85,4.64879787,0.95,0.957654387
0.81,0.883713841,0.95,0.882747576
2.28,2.617817223,5.27,5.206065416
0.78,1.570799813,0.95,0.966331795
6.41,5.836159825,0.95,1.070700586
0.9,0.731911168,2.71,2.57351923
2.72,2.298064709,0.95,1.09340331
2.28,2.585383177,1.1,1.267590702
4.36,4.300708413,0.95,0.964407966
3.95,4.338211834,0.95,1.001723602
3.75,3.78555429,0.95,0.974413291
2.64,3.175096214,5.27,5.413766384
0.84,1.330276623,0.95,0.948687106
6.08,5.683548331,0.95,0.961288482
6.64,5.638684154,2.62,2.616256237
2.64,2.428209007,5.27,5.386880279
4.36,4.0954597,0.95,1.001830086
0.9,0.883326277,0.95,0.971221969
4.54,4.701434851,0.95,0.967541724
4.02,4.076433241,0.95,0.931095317
5.52,5.631208777,0.95,0.956773803
7.12,7.275395632,1.3,1.423841536
0.6,0.6082986,0.95,0.984767348
5.06,5.566600919,0.95,0.964884087
0.68,1.0067693,3.2,3.297849417
4.85,4.679812908,7.1,7.054896951
5.79,5.995302439,8.71,7.922055244
0.75,0.605479255,0.95,0.962346986
0.77,0.797170728,0.95,0.962985978
0.87,0.882561207,5.27,5.392104149
6.69,6.919710279,0.95,0.967864186
6.69,6.979760528,0.95,0.895482615
3.95,3.99183327,0.95,0.980631262
3.6,2.262510121,0.95,0.967378244
3.04,2.829298794,0.95,1.084722534
0.87,0.940245599,0.95,0.958490565
0.85,0.704818033,2.71,4.623139322
4.5,4.454831004,0.95,0.933510274
5.79,5.285961628,1.04,0.757618353
2.16,2.236318439,5,7.776142716
1.39,2.101477593,0.95,0.972430959
1.42,1.548947275,0.95,0.958968922
5.73,6.047527432,1.1,1.323029608
4.38,4.319708586,2.12,2.176997006
6.28,6.585724473,5.98,5.3833251
3.75,3.797486901,0.95,0.985233903
1.05,1.104572326,2.71,2.653247535
2.48,2.751057863,0.95,0.983923733
2.81,3.133343995,7.1,7.122140408
0.96,1.292736173,0.95,0.920344323
4.75,4.750553131,7.1,7.073956728
1.38,1.120227322,0.95,0.997414008
4.39,4.481249452,0.82,0.880019978
7.04,5.710716724,0.95,0.936679244
2.62,1.520334184,0.95,0.947308138
0.56,0.723294169,7.1,7.070840001
1.05,1.144490436,0.95,0.923211128
3.6,3.436293244,0.95,1.030646279
4.54,4.25541085,0.95,0.951880798
0.7,0.842061788,1.04,0.967719808
5.52,5.838772774,0.95,0.954799801
3.04,2.824881256,7.1,7.062868476
0.84,0.947547272,0.95,0.908818483
0.64,0.669154286,2.12,2.166021049
4.52,3.684639871,0.95,0.940364018
4.52,4.145240664,8.39,8.423098326
4.32,4.357521772,3.2,3.296258092
3.6,3.107820749,0.95,0.962926939
0.8,0.926695421,0.95,0.887578771
0.82,0.807824582,3.2,3.329757869
3.75,4.214221597,0.95,0.967195004
6.48,6.223291278,0.95,0.954664633
7.53,7.018464208,0.95,0.966413721
5.73,6.25919795,0.95,0.973022714
0.93,0.752792597,0.95,0.944926456
4.1,4.953232527,0.95,0.967974558
2.48,2.671417415,0.95,1.050934643
1.39,2.250698507,0.95,1.006292775
4.1,5.116520524,7.94,7.441872597
0.69,0.409763046,0.95,0.958094195
7.12,7.215366244,0.95,0.984063417
0.73,0.893038869,0.95,0.937385097
6.55,5.421196699,0.95,0.973300636
4.5,4.447413683,0.95,1.015968859
4.36,4.190608799,7.1,7.027790785
6.15,5.892837167,0.95,0.975626841
4.67,4.894102097,0.95,0.985442743
0.86,0.887992293,0.95,0.980322987
4.29,4.759150028,0.95,0.965835661
0.96,0.838233344,0.95,0.972480178
4.54,4.156072259,5.98,6.18176496
4.5,4.465547919,0.95,1.009472296
3.75,3.878373802,0.95,0.944517821
6.64,6.32669735,0.95,0.933404908
2.62,1.575013876,0.95,0.914851561
0.59,0.689541698,7.39,7.531847239
1.5,1.876650989,0.95,0.950624406
1.05,1.148024425,7.89,7.940292001
0.68,0.861005753,5.1,6.079845786
4.7,4.619885445,8.71,8.35399437
7.51,6.066828012,0.95,0.973430708
0.59,0.645281807,0.95,0.970707357
4.36,3.689724088,0.95,0.921825349
0.85,0.69400619,0.95,0.939083099
0.96,1.080259472,3.2,3.183560371
3.6,3.443591654,0.95,1.005743548
1.39,3.043605745,0.95,0.91700919
0.69,0.726725578,2.12,2.135162294
3.6,3.413829863,0.95,0.936407462
0.84,0.881283775,7.89,7.957836509
4.36,3.482267022,0.95,0.93256411
1.93,1.899045855,3.62,3.494489312
8.01,8.156847835,0.95,0.898790732
6.61,7.625918865,5,4.868352771
4.39,4.878242016,0.95,0.975830033
6.47,6.041360378,0.88,1.078099608
3.64,3.903654635,0.95,0.961893767
6.06,6.678564548,7.44,7.275077462
0.85,0.664050519,0.95,0.883459479
4.43,4.192965269,0.76,0.629881058
4.39,4.814736128,0.95,0.974093273
4.4,4.338671207,0.95,0.921373531
8.84,8.251460671,0.95,0.976151064
5.52,5.858218551,7.89,7.933117986
1.05,1.089261472,0.95,0.946369812
4.51,4.185146809,0.95,0.995021135
6.64,6.077305555,0.95,0.955389187
9.45,9.039593935,0.95,0.996576354
6.15,5.853594184,0.95,0.912268162
2.37,2.230377704,3.2,3.737969637
7.94,7.480680823,1.04,1.375112236
6.47,6.465458035,3.62,3.494979262
3.95,3.11310941,0.95,1.002445593
4.7,4.372645617,0.95,0.98301433
0.59,0.837492369,0.95,1.02699168
7.04,5.828980088,0.95,1.054917961
1.05,1.095660612,0.95,0.948759302
4.5,4.432486057,0.95,0.925502896
1.63,1.566558748,0.95,0.907846361
4.32,3.756519854,7.39,7.793423414
4.43,4.229453921,0.95,0.975489944
6.64,6.436968207,0.95,0.988991916
2.37,2.061370969,0.95,0.978918806
1.38,1.016914651,0.76,0.738333374
0.81,0.933092371,0.95,0.987908542
4.89,4.449218035,6.26,7.043394446
0.84,0.852186203,0.95,0.923865527
2.37,3.12413317,6.26,6.73241663
1.63,1.656844974,0.95,0.946221545
3.95,3.078591526,0.88,3.345071793
1.38,1.082388297,0.95,0.923697665
4.54,4.294283271,0.95,0.970672011
4.83,4.922130466,0.95,0.976285413
5.59,6.308163762,0.95,0.940364659
4.36,4.354712009,0.86,1.039577633
2.48,2.591725826,3.2,3.780123651
6.47,6.297409773,0.95,0.988344535
3.04,2.684712768,5,4.991246939
0.7,0.724220484,0.95,0.977962568
2.79,3.007145762,3.2,3.274074614
0.73,0.991704062,0.95,0.982184216
0.94,0.715319186,0.95,0.980172619
4.89,5.179576397,0.95,1.003798157
0.78,-0.837855779,0.95,0.957856089
4.36,5.050276637,0.95,0.948878512
6.61,6.558818221,0.76,0.810357451
0.81,0.839579046,3.12,2.969194472
2.37,2.060128838,0.76,0.74178493
0.6,1.053788245,0.95,0.97153452
0.86,2.495711207,0.95,0.939387605
0.73,0.9525204,2.62,2.660317123
3.75,4.409820318,0.95,1.012711778
6.47,6.248795748,0.95,0.996980667
4.32,4.560698986,0.95,0.954361007
1.49,1.738126099,0.95,0.952106133
4.43,4.169868112,0.95,0.982253745
0.96,1.038633838,0.95,0.944700912
1.93,1.982327402,2.71,2.299462974
2.64,2.689775527,0.95,0.973981038
2.62,1.681019932,0.95,1.025878161
0.86,0.951071739,0.95,0.947616741
4.33,4.325475335,0.95,0.976164415
7.12,7.19982934,0.95,0.884931922
7.62,6.895875096,0.95,0.955180794
0.56,0.661138877,0.95,0.970613524
4.01,4.231277704,7.94,7.072738528
1.38,1.994798094,0.95,0.898813412
0.78,0.942812458,0.86,1.374822378
2.37,1.978991479,0.95,0.950336188
7.94,7.603360295,0.95,0.97543259
0.83,1.335979506,8.39,8.292692423
6.47,6.202545643,0.95,0.964633241
1.63,1.732181698,8.39,7.086340189
2.37,1.915250063,0.95,0.983030468
6.08,5.947865009,2.62,2.692518055
4.7,4.365828276,3.2,3.060552657
6.64,5.63661325,5,5.383146405
0.94,0.902739272,2.12,2.179771245
7.62,8.028547883,0.86,0.906652212
4.02,3.857725441,3.2,3.97608608
0.73,0.965890169,0.95,0.954898819
4.29,3.586058319,0.95,0.946726009
1.05,0.926576257,2.12,4.567779303
9.45,7.416290164,2.71,2.646624804
0.67,0.633236751,0.95,0.962279677
0.6,0.973616332,3.2,3.367939889
0.82,0.81599091,0.95,1.033485681
6.08,5.890243292,0.95,0.999835506
0.69,0.69338423,0.95,0.93189922
0.6,1.198516846,0.95,0.899414957
0.6,0.713890195,0.95,0.986052558
6.61,6.540286541,5,4.841848016
1.88,1.870715201,5.98,5.247229815
3.4,3.364021719,5.98,6.232736826
9.45,7.720963597,0.82,1.025801003
7.62,7.878695011,0.95,0.931922048
5.06,4.622247219,0.95,0.94112727
3.64,3.738868415,3.62,3.378097236
7.53,7.015367508,0.95,0.998740003
2.79,2.950923562,0.95,0.922529742
0.73,1.2055251,0.95,0.97611919
0.82,0.864529014,0.95,0.961064309
7.94,6.560402632,0.95,0.966096118
0.6,0.575758196,0.95,0.921463281
3.4,4.187635005,4.35,4.336861253
8.01,8.08978641,0.95,0.993606344
3.6,2.908938885,0.95,0.869900987
0.94,0.876621723,0.95,0.940959439
4.5,3.924954534,0.95,0.931336105
3.67,3.563501298,0.95,1.014756411
0.96,1.04509455,8.71,7.941290736
2.48,3.021932065,0.86,0.983909905
0.7,0.650756136,0.95,0.948955715
4.5,4.396074176,0.95,0.935884774
0.73,1.242569506,8.71,6.975625277
4.38,4.424252868,7.39,7.214035034
0.82,0.825448707,0.76,0.831325129
0.82,0.813741803,5,4.932928443
0.73,0.830896497,0.95,0.921252549
4.32,4.617334604,6.6,6.244344592
0.82,0.808961153,0.95,0.921395019
0.73,1.142566293,0.95,0.962011561
7.04,6.369375825,0.95,1.006947279
0.59,0.713781238,0.95,1.00527893
1.39,2.684512675,5.9,5.673578978
7.53,6.978129625,2.62,2.832727194
6.41,5.221196055,0.95,0.922777161
0.7,0.648735575,8.71,7.588982463
1.63,1.723808914,0.95,1.024710536
7.62,7.799538493,0.95,0.935862094
7.62,7.870451927,0.95,0.85786055
0.98,1.640055358,0.95,0.933759749
6.48,6.147913337,0.95,1.066807657
4.85,4.122863829,0.95,0.946494058
6.61,6.877945423,0.95,0.962074861
8.84,8.609371185,0.95,0.919184938
4.88,5.189236403,0.95,0.98203297
6.08,5.676292777,0.95,1.028355345
1.38,1.161670312,8.71,7.863301277
0.85,0.655542076,0.88,1.103322893
0.84,0.980594605,7.44,7.419844866
0.87,0.906400532,2.71,2.700006783
4.32,4.462681174,8.71,7.165727258
4.02,4.019173384,0.95,0.956605479
3.95,4.076737225,7.44,7.744428515
6.41,5.293257952,0.82,0.77343145
0.85,0.848094001,3.62,3.520594895
5.79,6.050275564,5,4.951481581
7.04,5.550703883,0.95,0.95801267
2.28,2.897619426,2.71,2.597561836
1.42,1.44850561,0.95,0.945331112
0.78,1.519896194,3.2,3.577875316
0.98,1.006883174,0.88,1.088154182
4.42,4.567487955,0.95,0.966011763
4.52,4.153948903,0.95,0.993412986
4.36,4.634904385,0.95,1.047921985
4.7,4.613091111,0.95,0.966344446
9.45,8.604153633,0.95,0.924936205
4.89,4.445856869,4.35,4.33891809
1.88,1.899806857,3.62,3.734836578
7.04,6.124280453,6.6,6.616479039
7.62,6.466101408,0.95,0.958392695
4.32,4.361975789,5.98,5.928463101
0.84,0.866285443,0.95,0.957444236
6.08,5.662447453,3.62,3.573540151
3.64,3.7438519,0.95,0.983875349
4.36,4.923548818,7.44,8.068546414
0.69,0.611178502,1.1,1.266585231
2.72,2.299605429,5.27,5.199067831
0.94,0.737358794,0.95,0.964782402
6.06,6.313431382,3.2,3.417547286
1.39,2.070400685,0.95,0.94329454
4.51,4.218826592,1.04,0.610978
4.43,4.208628654,0.95,0.986011147
6.41,5.283272028,5.98,5.986102343
0.73,1.259818494,0.76,0.750203371
7.4,6.460146904,0.95,0.966723025
3.6,2.989116609,0.95,0.97225365
3.75,4.31915921,0.95,1.044360965
1.88,1.76535973,0.95,0.936012655
4.54,4.321429729,8.39,7.36279726
4.1,3.65122205,0.95,0.963609859
4.67,4.677984118,0.95,1.019707829
4.85,4.026926041,2.12,2.16489929
1.88,1.77951026,0.86,1.002816856
0.7,0.666000247,3.62,3.489985466
5.79,6.01973784,3.2,3.3090716
3.67,5.23203826,2.12,2.154392838
3.04,4.049707711,0.88,0.929988682
3.75,4.277508795,0.95,0.958820865
