"Real NN 3 for Spin Coating,0; ,None - All data","Averages for Spin Coating,0; ,None","Real NN 3 for Spin Coating,1; ,None - All data","Averages for Spin Coating,1; ,None"
4.1,5.123174667,0.95,0.946751714
5.73,6.044178963,0.95,1.011454657
4.83,4.949041128,0.95,0.996703491
9.45,7.660130024,0.95,0.950960472
2.79,2.948667347,0.76,0.840255871
0.73,0.843980953,0.95,1.022481933
6.41,5.81130445,3.62,3.504641533
4.31,4.539498448,0.86,0.949100092
5.06,4.175948381,2.12,2.202051818
6.69,6.951570868,0.95,0.949308187
7.53,6.978392363,1.3,1.260484844
4.38,4.420857191,0.95,0.981602117
0.96,1.356682003,0.95,1.016070947
0.75,0.615762889,0.95,1.009332523
0.73,0.78211543,5.1,5.760680437
6.28,7.155811906,0.95,0.992468089
4.33,4.159500003,0.95,0.944225073
2.37,2.00096488,0.95,1.014717132
0.78,0.278186694,7.1,6.940961361
7.4,5.722672462,1.04,1.362895399
6.06,6.791275263,8.39,8.34759903
6.28,7.123970628,2.62,2.654256225
8.01,8.286206961,0.95,0.951041475
2.79,2.872858286,0.95,0.946659282
6.61,7.390716672,0.95,0.893118903
4.42,3.386832058,2.12,2.224247575
4.36,4.875532985,7.89,6.556733489
4.39,4.461068034,0.95,0.95884937
4.42,4.565152287,0.95,0.931400388
4.83,5.365098,0.95,0.941592172
0.7,0.720425993,0.95,0.862013061
4.75,4.532310843,0.95,0.952257246
4.1,4.272632658,0.95,0.927853525
1.88,1.777386606,7.39,7.878404021
1.05,1.330789357,0.95,0.972895786
2.72,2.272215784,6.26,6.756031632
4.67,4.325375319,0.95,0.889144674
0.68,0.468910366,8.39,8.144705415
4.52,4.108650267,0.88,0.935914978
1.38,1.01037848,3.62,3.632281244
2.48,2.952668011,0.95,0.998340026
0.67,0.778588831,0.95,0.934134692
4.67,4.018587947,1.3,1.235644221
4.52,4.187451303,0.95,0.95120497
4.01,4.215766907,2.62,2.591021597
4.31,4.350984097,7.89,7.924794555
0.93,0.991968498,0.95,0.89508152
7.94,7.452561498,0.95,0.991523117
5.06,4.540413499,0.95,0.969740346
6.64,5.63694942,7.1,7.058474064
2.81,3.362735927,0.95,0.953700498
0.81,0.835261539,0.95,1.022980243
0.86,0.915302232,0.95,0.94684203
4.67,4.941980243,0.95,0.923062548
3.1,2.573689044,0.88,1.095251873
6.69,6.889788389,8.71,9.106335402
6.55,6.308660507,5,5.157578945
6.06,6.677761793,0.95,0.971218914
2.81,3.484835148,2.62,2.595935822
0.87,0.756110013,0.95,0.953995451
6.48,5.847063541,4.35,4.363759041
6.61,6.581699967,1.04,1.467289984
3.75,4.574102879,0.95,0.991246417
0.67,0.66437766,0.95,0.982352868
4.89,4.971549034,0.95,0.922639757
6.64,5.601047754,5.9,5.494758964
0.78,1.133450761,1.1,1.152903661
0.9,0.704177052,0.95,0.98691304
3.6,3.131229758,5.98,5.83192718
0.86,0.901979521,0.95,0.955621317
0.98,2.363101423,5.1,5.711006403
5.06,4.701147318,0.88,1.137611821
7.51,7.170881629,6.6,6.80614996
4.39,4.640130758,0.95,1.048796698
4.38,4.486901879,0.95,0.914614797
4.83,5.794459581,2.12,2.214735866
0.86,0.884139672,0.95,0.909840688
4.39,4.506562471,0.95,0.969519183
6.47,5.987867594,0.95,0.930145189
3.6,3.389883876,0.95,0.999053434
2.62,1.637231559,0.95,0.966386691
6.08,5.797355056,7.39,7.739180803
0.73,1.29215306,0.95,0.986425921
0.86,1.242772102,3.62,3.461722136
1.5,1.873912334,5,5.190083981
7.53,5.84033215,0.95,0.945871368
0.64,0.626984023,0.95,0.970836505
6.08,5.702032447,0.95,1.031799003
4.5,4.567572951,0.95,0.833638847
4.75,5.523892283,1.1,1.262465179
4.38,4.085782051,7.39,7.856821537
2.79,3.000361025,0.95,0.935813561
4.1,3.997205496,0.95,1.02142553
3.37,3.298500478,0.95,0.965398476
4.89,4.713611484,1.3,1.363020569
4.7,4.833353162,0.95,1.056790158
0.7,0.80458954,8.71,8.523984194
1.39,2.041313142,5.9,5.095026851
0.69,0.794436067,0.95,0.955452815
4.36,3.810930073,3.2,3.281971574
9.45,7.241893291,1.3,1.429333776
3.37,3.985146821,0.76,0.621535808
0.73,1.200755775,0.95,0.988123044
4.02,4.013325274,0.95,0.959592119
4.5,4.571190715,7.39,6.280428529
6.55,6.389949799,0.95,0.99185662
3.04,2.944123745,6.26,6.39732945
0.6,0.904330596,3.12,3.370759726
0.78,0.701062754,0.95,0.961433887
4.83,5.858771682,0.95,1.020593941
5.79,6.017935038,0.95,0.931600869
1.63,1.914617062,5.98,5.948436499
0.56,0.619964115,0.97,0.9735284
0.73,1.530517399,0.95,0.94506
3.75,5.043146372,1.3,1.387937963
2.81,3.056150675,0.95,0.895950601
0.98,2.527424932,0.95,0.932722196
1.63,2.094099939,6.6,6.629992008
0.68,0.957720637,0.95,0.912139967
2.64,2.554381192,0.95,0.988861591
4.52,4.122390389,8.39,7.171710968
1.5,1.663094431,0.95,1.04003562
4.32,4.573910356,5.9,5.323206782
1.49,1.52581808,0.95,0.951954275
4.02,4.055366337,2.71,2.804637611
2.64,2.605222225,0.86,1.014178276
0.7,0.834938109,1.1,1.314069062
0.6,0.601392485,0.95,1.02697666
9.45,7.995744109,5.9,5.820346355
4.31,4.489118457,0.95,0.974638656
0.93,0.765767649,0.82,0.886319056
0.7,0.85873355,1.1,1.059936211
6.64,6.464019418,0.95,0.92669642
4.85,4.258631349,3.2,3.376904845
0.59,0.897246063,0.95,0.975117698
4.43,4.163683593,0.95,0.977292255
0.59,0.882387966,5.9,5.805783629
3.04,2.803714037,6.6,6.643120289
0.69,0.602801651,3.12,4.9215132
4.29,4.650339365,0.95,0.960775986
4.01,5.006900251,7.94,7.399885297
6.47,5.642768264,5.9,5.793628454
0.75,0.667684272,0.95,0.972894609
3.4,3.719392121,3.12,2.942047715
0.8,0.874138311,1.1,1.272053272
0.64,0.69351542,0.95,1.036964864
3.6,2.82714349,7.39,7.597825408
7.12,7.053925037,3.62,3.526367962
9.45,8.36168766,0.86,0.95570378
9.45,9.344621181,0.95,0.879161999
3.04,2.767353356,0.95,1.053754047
4.31,4.404689193,1.04,1.174618512
6.69,7.105150461,0.95,0.922001824
4.43,4.18790555,6.6,6.733319521
3.6,2.353484154,0.97,1.070351884
0.75,0.639084935,0.95,0.973487377
6.61,6.543535948,7.89,6.941866159
4.89,4.777105927,1.1,1.259145707
3.6,3.51167357,0.95,1.017960727
4.39,4.751083374,1.04,1.269885629
2.28,1.766994506,1.04,1.030941367
7.4,6.338976026,0.95,0.944823533
6.15,5.887640953,0.95,0.976045579
0.73,1.210594773,0.95,0.944414645
0.98,1.405895054,3.2,3.942913413
6.64,5.820042491,5,4.96777904
0.78,0.786182791,0.95,0.940767691
0.87,0.908994377,7.94,6.047408581
0.8,1.036109596,7.39,5.851121306
0.94,0.890627563,2.62,3.219543219
6.48,5.951374531,1.04,1.392706931
0.64,0.842685662,5.9,5.685733914
1.49,1.567736596,4.35,6.689964414
6.69,7.04290092,5.27,5.324231386
0.75,0.589796856,5.9,4.850233316
3.6,2.583082497,6.26,7.366432309
0.98,1.345839739,0.95,1.044459477
3.6,3.465403616,0.97,0.93604134
6.47,6.418230772,0.97,0.988552615
4.75,4.73772645,0.95,0.969482258
3.1,2.564239681,5.1,6.137122989
4.31,4.423151612,0.95,0.987747043
0.84,0.867150858,8.71,7.653543711
5.59,6.239891529,7.89,6.605906367
0.96,1.42474097,0.95,1.022546515
3.6,3.087505221,0.95,0.978108242
0.73,1.005184099,4.35,4.567177773
4.29,3.912491262,0.95,0.977093756
0.6,0.944326788,0.95,0.967232332
4.36,5.375439882,0.95,0.988869354
4.54,4.33136487,0.95,0.94941403
0.67,0.718623042,0.95,0.975059554
3.37,4.046940625,5.1,5.654898643
6.08,5.6561203,4.35,4.470748663
4.7,4.765855074,0.86,0.927942008
0.96,1.223585188,0.95,0.972580805
4.42,4.557470679,2.71,2.688111186
6.28,6.888998151,5.1,5.919317603
4.32,4.329104781,0.95,0.973845378
2.72,2.383479238,3.2,3.535868704
4.39,4.815997243,1.3,1.38616544
3.75,3.741728485,0.95,0.97604008
4.5,4.494933367,0.95,0.947265029
0.98,0.953401789,3.12,3.232581675
7.12,7.02557075,0.95,0.960819855
7.62,7.321864128,8.71,7.68539989
1.63,1.721313953,0.88,1.12216942
4.52,4.06127727,2.71,2.775924921
4.75,4.773005366,4.35,4.275592446
0.7,0.594856165,0.95,0.990670085
1.5,2.043763876,0.76,0.792530492
0.94,0.875443622,2.12,2.153373599
6.47,6.204141021,0.95,0.959508806
0.98,0.952720329,0.95,0.954784766
9.45,5.972934961,0.95,1.04384698
1.38,0.972360834,0.95,0.928831741
2.28,2.332949102,0.95,0.952706441
2.72,2.282940567,0.95,0.974995479
7.4,6.535795093,5,4.981879234
0.86,1.225036353,0.95,1.03902325
4.02,3.968989074,7.39,7.678877234
0.56,0.42688828,8.39,8.272940636
4.52,3.886359811,3.12,3.085538864
6.41,5.467501521,6.6,6.612167954
3.67,4.616108894,0.95,0.964912102
2.79,2.974386394,7.94,7.425901055
1.49,1.762765735,0.95,0.987286404
4.38,4.189879239,0.95,1.034847721
2.37,1.970273525,0.95,0.933170602
4.01,4.159712791,6.26,6.763287663
8.84,8.445789576,2.71,2.505242825
6.61,6.753255367,0.86,1.067726791
4.43,4.197257757,1.1,1.300619304
7.04,5.631846428,0.95,0.948036
1.49,1.638789952,0.95,0.946217492
6.08,5.73002243,3.62,3.579313219
2.72,2.279709101,6.26,7.011531353
5.52,5.665480971,0.95,0.979944631
4.51,4.221096873,0.95,0.896705553
0.82,0.71449586,8.39,8.240697145
4.38,3.775514364,0.97,0.929945573
6.41,5.297491431,6.26,6.853020668
7.51,6.625851631,0.95,0.98565425
0.6,0.585923053,8.71,8.941306353
5.06,4.861271739,0.95,0.997213304
7.51,6.774131179,0.95,0.966847986
4.33,4.063253939,7.89,8.216867447
6.28,7.020962,0.95,1.035487175
3.95,4.106032014,0.95,1.039964586
4.01,4.196648359,5.98,6.133852243
0.59,0.650847837,0.95,0.975089431
6.08,5.645311356,0.95,0.934446737
3.67,3.689980686,0.95,0.955329284
8.01,8.118281007,0.95,0.980489284
2.62,1.928498656,2.71,2.664096057
4.43,4.06636101,7.94,7.468141913
3.04,2.650150716,0.95,0.943651468
4.01,4.926347017,8.71,8.049574137
3.37,4.155529678,2.12,2.136103749
2.37,1.918202698,0.95,0.981174022
3.4,3.643076181,0.95,1.053768516
7.62,7.380919456,0.95,1.023246437
6.69,6.672431469,0.95,0.967665821
7.12,7.133853555,7.39,7.831929326
1.42,1.515763432,0.95,0.972811475
2.28,2.226344466,0.95,0.911236674
1.93,2.423168898,7.39,7.52306664
0.6,0.5387289,0.95,0.903096616
1.88,1.703007072,5.1,5.591706157
2.81,3.01690501,0.95,0.991023719
2.72,2.225547135,8.39,8.270328522
0.93,1.451903552,0.95,0.998010471
0.84,0.932088658,0.95,0.962059319
4.85,4.982207417,0.95,0.900917053
4.88,4.873930216,0.86,0.914083913
0.87,0.736229181,0.95,0.952888086
3.1,2.587445855,0.95,1.035119906
0.84,0.811033651,0.95,1.025304854
0.73,0.876482099,0.95,1.005393356
0.75,0.668617547,4.35,4.635940552
0.69,0.714653805,4.35,4.358934283
0.98,1.877315164,0.95,0.948232606
0.64,0.752671219,0.95,0.991036564
0.68,1.021690682,0.95,0.987402052
2.48,3.585380793,7.1,7.080951095
4.01,6.034110904,0.95,0.942408547
2.72,2.377156436,0.95,0.978368938
4.01,4.14311409,0.97,0.992785886
0.6,0.532912515,0.95,1.018889457
0.84,0.925144255,0.95,0.963258177
0.8,0.90148814,2.71,2.340967238
4.39,4.573910356,7.94,7.990145564
0.59,0.815008193,5.9,5.359395981
7.51,7.109514117,6.26,6.669870973
6.64,6.424063444,0.95,1.018419772
6.08,5.978518009,5.9,5.315064549
4.54,4.276069283,7.89,7.95357585
0.96,1.317514062,0.95,0.9661441
7.4,5.266489029,0.95,0.984534159
4.67,4.562787056,0.95,0.977843687
7.53,6.886762977,0.95,0.979928598
4.32,4.284994483,0.95,0.967941359
4.67,4.532347441,0.95,0.995330662
6.55,6.332297206,1.3,1.399545759
4.31,4.443045974,0.95,1.119824409
0.81,0.879462421,0.95,0.9499951
4.38,4.409184575,0.95,0.985398144
4.88,4.848623514,2.62,2.615727067
4.02,3.919069469,3.2,3.079314411
5.79,5.312239051,0.95,0.96536383
0.86,1.168870926,0.95,0.977970511
3.95,4.119167149,0.95,0.974079892
4.7,4.631863832,5.9,5.727526307
5.52,4.764574468,7.89,8.120689869
0.7,0.850990474,4.35,4.502489805
1.5,1.847929299,0.95,0.966751948
4.88,4.799099684,0.97,0.983986869
5.06,4.750552416,0.95,0.959827185
4.85,4.346268296,7.89,8.171217322
4.36,3.277596414,6.26,6.405946851
4.02,3.868409753,0.95,0.907731876
4.29,4.402951241,1.04,1.440200433
3.64,3.532523274,7.1,6.899667621
6.06,6.390789628,0.95,0.946892843
0.68,0.828610122,6.26,6.381516814
7.04,6.198201537,7.39,7.698505402
4.39,4.458195686,0.95,1.025096953
2.16,2.219921887,0.95,0.948916033
3.67,3.577051342,0.95,0.951795071
4.52,4.042335987,0.95,0.983238518
8.01,8.100538135,0.95,0.96277456
4.67,4.275477886,0.95,1.006802306
0.9,0.772297144,1.1,1.359328672
0.86,0.878549322,0.95,0.946134463
4.89,4.562964797,0.95,0.971575439
4.51,4.190664649,7.1,7.117591381
6.47,6.232454777,0.95,0.968810722
0.84,0.998963252,7.1,6.455731153
0.8,0.712819651,0.88,0.988942087
1.05,1.119948745,7.39,7.740301847
2.79,2.951397836,1.3,1.313805401
2.64,2.699509323,0.95,0.91262804
4.39,4.833245397,0.95,0.989894584
2.37,1.935952216,3.2,5.264517903
4.75,4.538226426,0.95,0.963385254
4.33,3.86724329,0.95,0.956053555
4.54,4.063706994,0.95,0.951673776
5.59,6.650086403,3.2,3.78372407
4.52,2.966796517,7.1,6.806694269
3.6,2.870872557,0.95,0.945764318
6.64,5.369825721,3.62,3.503105581
7.4,4.729327321,8.71,8.690668344
6.41,5.338723779,0.88,1.106611207
3.64,3.730062902,0.95,0.972682342
4.31,4.42953968,0.95,0.887301371
4.42,4.60634768,0.88,0.950489625
6.47,6.516820908,0.95,0.99353984
3.37,3.463927865,8.71,7.961280227
2.16,1.976427078,0.95,0.954188287
6.41,5.026186943,0.95,0.9556005
7.62,6.30293715,0.95,0.980275512
4.42,4.560031295,7.1,7.114966154
3.04,2.707598448,8.71,7.953625798
5.52,5.64724791,8.71,7.444790244
8.84,8.826802731,0.95,0.954509243
1.49,1.745924681,0.95,0.939849973
0.94,0.8992071,0.95,0.924934134
0.84,0.863086373,0.95,0.898294792
4.43,4.068721712,8.39,7.350584388
3.75,3.867278039,0.95,0.962192103
0.6,0.958938286,0.95,0.97586678
0.96,0.862762153,5.98,6.022063494
6.06,6.695549011,0.95,0.939299986
0.6,1.18091318,0.82,0.79584828
0.86,0.85852012,5.1,5.564016223
6.41,5.650844693,0.88,0.958409011
1.63,2.035726696,7.44,8.056610703
0.6,0.885208055,8.71,8.145136118
0.85,0.839231312,0.95,1.013817906
4.36,4.288857579,0.95,0.974818155
4.02,4.034299612,7.89,8.127397299
4.7,4.695855975,7.94,5.691321969
0.93,0.883093253,0.82,0.921528786
3.4,3.454972208,0.95,0.959108502
0.84,0.881366342,7.44,8.097776771
0.84,0.83194983,0.95,1.008579925
2.48,2.629095554,6.6,5.910043716
4.83,5.307547688,0.95,0.991109803
0.77,0.711680979,0.76,0.798685208
4.32,4.47365725,5.27,5.316457987
0.8,0.994205534,0.95,1.050986931
0.98,0.952901363,7.44,7.888448119
3.6,3.541912138,0.95,0.981856063
0.81,0.84135507,3.2,3.465319991
2.62,1.440502375,0.95,0.915638134
0.84,0.941799968,0.95,0.949937209
0.93,0.894711867,5.27,5.423164368
4.4,4.318777442,0.95,1.014416948
2.37,2.20217374,0.95,0.97260496
4.01,4.673257589,6.6,6.776853323
7.53,5.928019762,0.95,0.936204702
6.47,6.431050539,0.95,1.021046817
3.75,4.313408136,6.6,6.445165038
8.84,8.618257523,3.2,3.715747416
1.05,0.923241228,0.95,0.970418349
0.6,0.828610122,2.12,2.118438482
2.62,1.447152406,0.95,1.014636666
4.67,4.293296933,6.6,6.569463372
4.01,4.153910041,0.95,0.975680456
0.82,0.831897646,6.26,7.71316731
6.06,6.335502744,0.95,0.947304279
4.54,4.238693416,5.9,6.383799195
0.6,0.530645207,5,5.093619466
7.12,7.257801533,2.12,2.077154994
6.48,5.153731465,0.95,1.001683637
1.5,1.783288658,7.94,7.439954519
4.54,4.17378974,1.3,1.389869183
0.78,0.614320792,3.12,3.628189802
3.1,2.561804295,7.1,5.474234343
7.94,6.925768018,7.44,7.974531651
6.28,6.855242014,0.95,0.965578988
4.31,4.583097458,1.04,0.9985006
0.98,0.950804055,5.27,5.36587882
3.67,4.700558901,0.86,1.23367542
7.4,6.550439835,0.95,0.977170706
6.47,5.960497856,0.95,0.977439776
7.62,5.713550925,7.39,7.578197718
3.64,3.561411858,2.71,2.51751864
3.67,4.859392643,0.95,0.924772963
4.85,4.448113322,0.88,1.15649958
5.06,4.810343385,0.95,0.94735457
2.81,3.31560719,0.95,0.946230248
6.61,6.914058805,0.95,0.99937354
0.94,0.789349839,3.12,4.0440799
5.73,6.038907647,5.9,4.362118185
7.4,4.744955778,0.95,0.965031803
2.79,2.944729745,0.95,0.990226418
0.77,0.695883259,0.95,1.0041302
6.28,6.858717322,0.95,1.001186848
0.6,0.601958342,2.71,2.764731467
7.04,5.481368065,0.95,0.973358244
0.93,0.761696547,0.95,0.979969934
6.55,6.161687374,0.86,0.803196259
3.6,3.315952957,0.95,1.003554955
0.85,1.00614734,3.62,3.361541629
4.1,3.775743425,7.44,7.93238759
4.83,5.430305123,1.1,1.287595391
4.7,4.514567375,1.04,0.976866342
0.69,0.763047799,0.95,0.933895439
0.78,0.947214603,3.2,3.277298272
1.93,1.980643451,0.95,0.980882049
0.64,0.697939225,2.62,2.826850116
2.28,2.020730555,0.95,0.894314393
1.42,1.318357021,0.95,0.972499013
2.48,2.572559476,4.35,4.300848246
2.28,1.601575136,0.82,1.016317546
4.51,4.164833665,7.44,7.919738173
4.1,3.779943705,5.9,4.955626249
8.84,9.097082615,0.95,0.998391569
4.4,4.477535129,8.71,7.955827594
1.49,1.639954388,0.95,0.980469525
1.5,1.759991437,0.95,1.054318428
0.68,1.026125491,0.95,0.919743136
2.64,2.779991269,0.95,0.990977228
0.96,1.181966752,0.95,1.00703238
2.79,2.676680624,0.95,0.935904399
0.6,0.598958895,5.98,5.942335129
8.01,7.720033646,0.95,0.937567309
5.79,5.416550875,0.95,0.998454794
4.43,4.210628033,5,5.020459294
2.16,2.087994695,3.62,3.530205071
3.75,3.835665822,3.2,3.270218551
2.28,2.308203518,0.95,0.970175758
4.32,4.203179777,0.76,0.671264708
0.8,0.936160699,2.62,2.725507319
0.7,0.688347496,0.95,0.898349643
9.45,9.126191854,0.95,0.971218914
0.56,0.633966774,3.12,3.002252579
4.67,4.984451294,0.95,1.004154146
1.05,1.111008197,3.62,3.666818261
4.1,3.755583048,0.95,0.966017097
2.28,2.159409344,2.71,2.586571336
2.62,1.795532882,0.95,0.974203378
4.43,4.32773006,0.88,1.116782874
7.51,7.13834703,7.1,7.129830003
0.56,0.750084981,0.95,0.936843351
4.39,4.747455835,0.95,1.026716515
6.64,6.412181258,0.95,1.014993384
3.67,3.587580919,0.95,0.948681965
3.67,3.858642697,0.95,1.09893629
5.52,5.722301602,0.88,5.076966166
0.98,1.766994506,0.95,0.973331764
0.8,0.963758141,0.95,0.933137104
0.96,1.035304904,0.95,0.963030741
4.83,5.096621752,0.95,0.934165359
4.75,4.196627736,5,5.138162255
0.84,0.908834279,0.95,0.982966796
1.49,1.764745206,7.94,7.406042099
6.41,5.515951395,0.86,0.912532493
1.93,2.131607175,2.12,2.176834106
2.79,2.770011485,7.44,7.726723313
0.86,0.870834172,5.1,5.582139254
6.64,5.728488207,2.71,2.61041379
0.73,0.793555856,0.95,0.995740741
4.36,3.918139577,0.95,0.897150323
0.69,0.258442149,0.95,0.901739016
1.42,1.617917001,5.9,5.142647862
1.39,2.277859688,6.26,6.444569707
1.93,2.134639084,7.89,7.432258606
4.42,4.527129292,0.97,1.002399325
0.86,1.209912032,2.62,2.676656723
0.86,0.862885028,3.2,3.233233869
5.59,6.578213811,0.95,0.978021905
4.38,4.481142044,0.95,0.900456145
4.75,4.368050516,0.95,0.976024926
0.96,1.453961551,0.95,0.989971608
3.6,2.901541829,7.1,6.307409763
4.1,3.934597135,3.2,3.948422849
3.75,4.384329855,1.04,0.884955764
4.54,4.468292952,0.95,0.974620178
2.72,2.397749424,7.94,7.511699319
5.52,5.701015353,2.71,2.522935987
4.51,4.210360169,0.95,0.895433858
1.05,1.02958706,0.95,0.995353326
2.16,2.288260579,0.95,0.98822245
7.94,7.438612461,0.86,1.041863456
1.63,1.683219671,0.95,0.957532868
3.75,3.887913883,0.95,0.995563045
4.38,4.240938127,0.95,0.906672925
1.42,1.554218739,0.95,0.956394732
0.7,0.875245363,4.35,4.451732159
0.69,0.716699615,5.27,5.30019486
0.86,1.235990644,7.39,7.528905153
1.38,1.019178122,0.95,1.000331983
0.69,0.614570335,2.62,2.699645996
8.84,7.914950132,0.95,0.905920759
3.95,4.133853674,1.1,1.289012074
5.06,4.293773413,0.95,0.980338156
2.72,2.147524983,0.95,0.952356592
4.42,4.216266632,8.39,8.35921073
0.83,1.208883047,0.95,0.974923596
0.59,0.670245782,5.1,5.524157763
6.47,6.24286592,0.86,3.086334884
1.42,1.633183181,0.95,0.965217084
6.15,5.891901016,0.95,0.944071233
5.73,5.617933512,0.86,1.037430346
4.85,4.301343501,5.98,6.055545807
1.42,1.369529575,1.1,2.207155257
0.81,0.907887965,0.95,0.938023403
6.08,5.82787025,0.95,0.954326972
0.81,0.729719013,0.95,0.94290036
0.9,0.785299033,0.95,0.957458958
0.59,0.628427982,0.76,0.738186002
2.37,2.262510121,0.95,0.980112493
7.4,6.48172915,5.98,6.041886687
4.32,3.82616955,0.95,0.983425066
7.12,6.779312849,0.95,0.988154978
4.88,4.746979833,0.95,0.974079311
6.41,5.517042994,0.95,0.932944447
0.9,0.921818271,0.95,0.899213776
4.51,4.208628654,7.89,7.962675333
5.73,6.037445784,0.82,0.964212567
4.4,4.324748039,0.95,1.030232638
5.73,5.961782694,5.27,4.616875291
0.93,0.899879172,2.71,2.784364402
2.28,2.575377166,6.6,6.214785576
3.6,3.442640662,5.27,5.413361907
4.54,4.29668206,0.95,0.941154569
4.36,4.831268668,0.95,0.950141504
3.1,2.661996365,0.95,0.899869964
4.89,4.508033514,5.9,5.484113336
0.9,0.711993724,0.95,0.945045814
4.36,5.451863408,0.82,0.800569445
4.75,4.8187356,5.9,5.184463143
1.63,1.805978477,7.44,7.319631457
7.51,7.015318632,0.95,0.981718272
0.87,0.94864212,0.95,0.959277511
0.82,0.826274857,6.6,5.915916204
0.86,0.977156237,0.95,1.006919831
3.04,2.955189109,0.95,0.966212526
4.36,4.346124649,0.76,0.809114575
4.36,5.22656858,2.71,2.752102852
0.98,1.341945469,6.6,6.09921515
6.08,5.792009711,5.9,4.724413633
0.84,0.858077452,0.95,0.959121212
7.62,7.599161625,3.2,3.209493637
3.04,2.845258594,7.1,6.864134192
1.5,1.65587461,7.1,7.069772482
4.36,4.22603178,0.95,1.046140328
1.5,1.697184563,0.95,1.047378451
0.84,1.777639747,0.95,0.989710867
6.28,5.808019519,7.39,7.820090413
4.29,4.338341892,0.95,0.911430031
5.79,5.75797832,0.97,0.976672843
1.88,1.71688509,0.95,0.94038716
0.75,0.643163279,0.88,1.103698567
0.64,0.639879338,0.95,0.972767949
5.73,5.759605765,0.95,1.003889009
1.93,1.982803404,0.95,0.957505897
0.69,0.847440735,0.95,1.047564119
3.64,3.755947411,5.9,5.448300838
3.04,2.75534308,0.95,0.964402825
4.83,5.868885159,0.95,0.960695744
6.47,5.943672419,0.95,0.916495219
4.43,4.192272305,0.95,0.986296251
4.7,4.628970265,4.35,4.479163826
1.42,1.336628944,0.95,0.921524078
1.05,1.476040035,3.12,2.968475938
3.04,3.049985111,8.71,7.981025457
0.68,0.907906517,0.95,0.969380945
3.64,3.796903133,0.95,0.991551921
0.84,0.940338612,0.95,0.936021805
4.1,4.01162833,0.95,0.9554189
4.67,3.68544358,3.2,3.214660108
3.75,4.215333045,0.95,0.985627145
0.69,0.898443028,3.2,3.254374862
0.77,0.804638892,2.71,2.631487131
0.59,0.815190315,0.95,0.955870911
4.83,4.96600914,1.3,1.401564181
0.94,0.872045711,7.1,7.068532467
4.88,4.861133337,0.95,0.925631583
3.1,2.978382468,0.95,0.946727246
4.85,4.641533375,3.2,3.231532872
0.73,1.299689293,0.95,0.979967922
0.77,0.763843983,7.44,7.545506001
2.48,2.600272775,4.35,4.312019825
0.6,0.407473765,0.95,0.977505282
1.93,1.965972811,0.95,0.896361709
7.53,6.937543154,0.95,0.974911109
4.85,4.500559211,7.94,6.782284856
7.04,6.531817913,0.95,0.91385819
2.64,3.246044636,0.95,0.980802581
4.51,4.267768621,0.82,0.906843707
0.83,1.553148001,0.95,0.977086231
2.37,2.087962419,8.39,8.219139814
6.47,5.988395572,0.95,0.99050048
0.94,0.899691373,3.2,3.937426448
4.89,4.453735828,0.95,0.960359544
2.48,3.885644615,2.71,2.477402031
4.67,4.250334978,0.95,0.951322779
7.12,6.107618213,0.97,1.179515719
0.81,0.731257766,0.95,0.972153366
2.16,2.18892473,7.44,7.972195029
0.69,0.714038044,0.95,0.958717719
0.73,1.284900486,0.95,1.029502228
0.7,0.793522358,0.95,0.980279818
0.6,1.021690682,6.6,6.598267317
7.04,6.59750843,0.95,0.9616106
3.64,3.699424922,0.95,0.948678792
6.64,6.437975287,5.27,5.498731375
7.53,5.654254556,0.76,1.170705691
1.38,0.990943134,2.12,2.134431839
3.37,3.857926846,0.76,0.626353741
0.93,0.873426318,1.1,1.297633648
7.51,7.118201971,5.27,4.442885876
6.64,6.460077286,3.12,3.012956381
0.81,0.936373755,0.95,0.951185569
3.75,4.312876523,0.95,0.933677211
3.37,3.222068131,0.95,0.923819974
0.98,0.948453948,0.95,0.932354212
8.01,8.155826449,7.39,7.790742159
7.12,7.296611428,0.95,0.974469721
2.81,3.04135257,7.94,7.424690127
6.06,6.317129493,0.95,0.955412805
2.28,1.675971061,4.35,4.497573495
4.33,4.23107779,0.88,1.090877458
6.48,5.196249008,6.26,6.673203468
2.72,2.392914236,0.88,0.871024147
2.28,1.941432804,0.95,0.965637133
0.9,0.949070975,0.95,0.948052868
2.62,1.486341804,0.95,0.952349111
0.96,1.399847329,0.95,0.93535623
4.75,4.874287724,0.95,0.964374021
4.67,4.246492982,6.6,5.808112144
2.16,2.142965883,0.95,0.9403418
4.36,5.186228156,0.95,0.961427957
0.56,0.930874214,0.95,0.892812103
5.06,4.727913141,2.71,2.8363536
4.75,4.873722434,0.95,0.953762338
0.77,0.832913905,2.71,2.392812252
0.84,0.868538514,4.35,4.353602886
7.62,6.83065021,0.95,0.965736434
0.67,0.6403341,3.2,3.295978427
0.7,0.932441846,0.95,0.963385239
6.69,7.019827127,5.1,5.584352255
0.73,1.283307523,0.95,0.958239168
0.81,0.941643387,3.62,3.624054551
6.61,6.613659501,0.95,0.987590939
4.51,4.215914428,0.95,0.969840407
7.62,6.342325687,0.95,0.925851211
4.88,4.845419407,0.95,0.95583564
0.82,0.818916753,0.95,0.942252204
6.08,5.699918628,7.94,8.593853235
0.9,0.756978095,0.95,0.930181712
1.5,1.272043675,5.9,5.406079888
4.01,4.201464951,0.95,0.981705889
