"Real NN 3 for B,0; ,None - All data","Averages for B,0; ,None","Real NN 3 for B,1; ,None - All data","Averages for B,1; ,None"
0.95,0.973227024,,
4.32,4.361975789,,
0.95,0.966650799,,
0.84,0.866285443,,
0.95,0.94159548,,
3.64,3.7438519,,
4.36,4.923548818,,
0.69,0.611178502,,
0.95,0.928314,,
2.72,2.299605429,,
0.94,0.737358794,,
6.06,6.313431382,,
1.39,2.070400685,,
4.51,4.218826592,,
4.43,4.208628654,,
6.41,5.283272028,,
0.73,1.259818494,,
7.4,6.460146904,,
3.6,2.989116609,,
3.75,4.31915921,,
2.12,2.178563416,,
1.88,1.76535973,,
3.2,4.19532305,,
4.1,3.65122205,,
0.76,0.682031423,,
0.82,1.020822302,,
4.35,5.840054989,,
4.85,4.026926041,,
1.88,1.77951026,,
0.7,0.666000247,,
5.79,6.01973784,,
3.67,5.23203826,,
3.04,4.049707711,,
0.95,0.982448056,,
1.04,1.40342921,,
3.75,4.277508795,,
0.95,0.969167233,,
0.86,0.89283751,,
2.71,2.632425606,,
0.81,0.860322267,,
0.93,0.7728993,,
5.27,5.35100615,,
0.56,0.82050392,,
0.95,0.951142848,,
0.95,0.953894362,,
6.55,4.938434839,,
0.56,0.626510017,,
1.42,1.427458674,,
0.95,0.922479719,,
0.95,0.997106239,,
5.73,6.028562307,,
3.12,3.016485751,,
7.62,7.435031176,,
0.88,1.090523347,,
0.81,0.758891568,,
1.05,0.991672069,,
0.84,1.757126957,,
0.88,1.1128342,,
7.53,6.903689504,,
0.95,0.974634916,,
6.48,5.638684154,,
0.95,0.966541111,,
1.93,2.13988924,,
6.06,6.438923478,,
0.75,0.705187872,,
0.95,0.942456096,,
1.05,0.945066184,,
6.48,5.840199351,,
3.37,3.194484115,,
0.95,0.94479315,,
5.1,6.016058326,,
7.53,6.700643301,,
4.02,4.389613152,,
0.88,1.065204844,,
4.39,4.512376785,,
5.73,5.728870034,,
3.04,2.799804866,,
1.04,0.69660648,,
0.95,0.991661087,,
4.43,4.225329518,,
0.95,0.994177058,,
0.95,0.939103827,,
0.95,0.923109531,,
0.82,1.026321009,,
0.77,0.86923635,,
0.69,0.23109553,,
0.86,1.090698346,,
0.95,0.982316598,,
5.9,5.217473745,,
0.95,0.952318415,,
0.75,0.672251105,,
7.89,7.96013546,,
0.95,1.020699576,,
0.95,0.961663857,,
3.4,3.675632834,,
1.93,2.130079716,,
6.47,6.330253959,,
4.88,4.755833149,,
0.95,1.06255804,,
1.3,1.368684888,,
7.94,7.558113098,,
3.6,3.273214996,,
0.95,0.950416774,,
0.97,1.018168017,,
0.94,0.865912721,,
0.95,0.942002043,,
4.01,4.139147401,,
0.69,0.61208301,,
4.43,4.221819401,,
4.75,4.775719762,,
0.95,0.904706895,,
3.2,3.619722903,,
0.95,0.964812249,,
0.95,0.999699876,,
3.37,3.268111765,,
0.82,0.837852806,,
0.95,0.975824341,,
1.3,1.313470513,,
5.98,6.007041693,,
7.62,7.998654127,,
4.51,4.203420997,,
4.42,4.309490919,,
0.95,0.90579544,,
0.95,1.007522002,,
0.76,1.772591174,,
0.64,0.544659868,,
0.95,0.966961831,,
4.31,4.655655146,,
2.81,4.225510359,,
1.3,1.36061725,,
4.4,3.31445241,,
0.93,0.995434836,,
0.95,1.032402113,,
7.62,7.981433034,,
2.62,2.82694149,,
0.75,0.996068209,,
4.7,4.903877497,,
0.95,1.038332701,,
6.41,5.299868822,,
0.88,1.395779744,,
7.44,7.754677057,,
4.88,5.255259395,,
4.83,4.891238093,,
1.63,1.783946335,,
4.51,4.118142247,,
0.82,0.820297673,,
0.95,0.917999551,,
4.85,4.275923669,,
0.64,0.71153798,,
4.51,3.985232472,,
5.73,5.957400799,,
0.84,0.853232905,,
0.95,0.840713173,,
0.8,0.913147435,,
1.5,1.816505671,,
1.42,1.597973555,,
0.86,0.863791734,,
3.95,4.065810442,,
0.95,0.975256622,,
2.37,2.216275126,,
7.62,7.922683716,,
0.95,0.935403869,,
4.89,4.639412999,,
0.95,0.977351904,,
0.95,0.938675687,,
2.64,2.859286189,,
0.85,0.826314837,,
0.95,0.960102826,,
7.53,6.836591005,,
0.76,0.806587785,,
0.64,0.552056462,,
7.39,7.480747223,,
5.59,6.447865248,,
0.94,0.899671942,,
7.1,7.005496144,,
0.95,0.963954315,,
0.85,0.846478984,,
2.16,1.998775184,,
6.47,6.534947038,,
6.47,6.374213934,,
0.81,0.940016702,,
0.97,1.155824214,,
0.95,0.979724094,,
0.95,0.916574642,,
7.4,6.350726485,,
0.95,0.923651308,,
5.59,6.287065506,,
0.73,1.300527692,,
0.95,0.971681044,,
8.39,8.474051714,,
7.04,5.590301156,,
0.95,1.022717655,,
0.95,0.89779909,,
1.93,1.999377161,,
0.95,0.99311763,,
3.37,3.36342895,,
3.64,3.536986291,,
7.53,6.781833529,,
4.7,4.588708878,,
3.75,4.520819783,,
0.95,0.991036266,,
0.95,0.958451405,,
5.1,5.538594961,,
3.04,2.696771443,,
4.83,4.885834575,,
1.38,0.981893048,,
0.86,1.731498569,,
0.87,0.840140462,,
4.31,4.653902173,,
0.84,0.894857034,,
6.48,6.112922072,,
3.67,3.692370892,,
0.95,0.973163858,,
6.15,8.399332643,,
0.95,1.002837867,,
1.3,1.423612505,,
7.4,6.471641183,,
0.95,0.799516946,,
0.76,0.652251512,,
4.36,5.177041411,,
6.55,6.176572561,,
0.75,0.622641176,,
5.1,6.251020789,,
0.95,0.970538363,,
1.38,1.212324515,,
7.94,7.83157146,,
0.73,1.280818969,,
0.83,1.371897951,,
3.6,3.444546521,,
5.79,6.010842681,,
6.41,5.79518199,,
3.2,3.900851011,,
0.95,0.906963781,,
4.36,4.243402004,,
7.94,7.4672364,,
4.01,4.19816649,,
0.7,0.726966023,,
0.95,0.977314636,,
0.95,0.887081712,,
0.95,0.948901743,,
1.63,1.747752994,,
4.89,4.494754076,,
1.39,3.659912229,,
0.95,0.951452613,,
0.95,0.920229271,,
7.12,7.248562217,,
0.59,0.736896098,,
0.68,1.124354333,,
4.52,3.866305649,,
5.1,5.543912649,,
7.04,6.16480577,,
4.35,4.955562949,,
5.52,5.760649443,,
0.95,0.98506248,,
4.52,4.11171174,,
2.71,2.61334753,,
0.95,0.979024634,,
1.63,1.686571389,,
0.95,0.974513069,,
6.69,6.967803478,,
2.81,3.120655894,,
7.44,7.986981392,,
0.95,0.937180385,,
2.12,2.168928385,,
7.04,6.209500313,,
0.95,0.949382082,,
4.42,4.589148998,,
2.62,2.545142889,,
0.95,1.002286121,,
0.64,0.689837478,,
2.81,3.083223403,,
0.95,0.933719486,,
0.95,0.936595306,,
0.95,0.989811316,,
0.95,0.965542272,,
0.95,0.972212821,,
1.93,1.929907382,,
0.95,0.891642839,,
0.87,0.678959504,,
4.5,4.456056833,,
0.95,1.006794825,,
6.47,5.33265698,,
0.95,1.000384912,,
3.95,4.109013855,,
4.39,2.892826974,,
2.62,2.597553015,,
7.12,7.234107018,,
6.41,5.626074433,,
0.95,0.967967644,,
2.16,2.271468282,,
0.77,0.68220824,,
4.75,4.854572415,,
4.35,4.379823923,,
4.38,4.44411552,,
0.78,1.223065004,,
5.98,6.030181766,,
5.27,5.251386762,,
3.67,3.818871915,,
4.33,4.154593945,,
0.95,0.989270329,,
0.84,0.893511817,,
4.7,4.54008317,,
1.42,1.113568172,,
0.95,0.994210839,,
0.75,0.596813962,,
0.95,0.925818607,,
5.52,5.750070333,,
7.39,7.780685186,,
0.6,0.79514873,,
0.83,1.095230266,,
0.95,0.96761553,,
0.95,0.988271981,,
6.41,5.235608578,,
0.95,0.983768851,,
4.01,4.218155742,,
9.45,9.14276886,,
1.63,1.764573276,,
0.84,0.864679083,,
3.6,3.456926346,,
0.95,0.980785623,,
1.38,1.140076935,,
0.69,0.68409726,,
4.83,4.929540157,,
0.95,0.989605471,,
4.32,4.373595834,,
0.56,0.680810586,,
0.85,0.838899508,,
4.33,4.158651471,,
0.95,1.012401447,,
2.81,3.249727786,,
0.7,0.595515415,,
0.95,0.981934726,,
1.1,1.274865568,,
6.55,4.642837524,,
5.06,4.14892149,,
0.86,0.837328121,,
6.55,6.032425523,,
6.15,5.961048841,,
2.16,2.261744499,,
0.75,0.71230191,,
0.87,0.905050471,,
6.55,4.626064181,,
0.95,0.961574644,,
0.56,0.748421133,,
0.8,1.092645347,,
0.95,0.953273788,,
7.94,7.402963996,,
3.67,3.565128326,,
3.6,3.44960469,,
8.71,7.627708673,,
0.95,0.98567909,,
1.49,1.588964313,,
0.95,0.995377705,,
0.6,0.584075935,,
0.95,0.905640155,,
0.95,0.988425568,,
0.95,1.002723515,,
6.64,6.402569294,,
0.93,0.821120605,,
2.81,3.051266015,,
7.12,7.302037477,,
0.95,0.950539306,,
6.26,6.418629408,,
0.88,1.03879185,,
0.81,0.876812398,,
7.94,6.092130065,,
3.75,3.920588553,,
0.95,0.967980474,,
0.95,1.043609768,,
0.86,0.896014258,,
4.33,3.972750008,,
4.39,4.460646629,,
4.33,4.146386385,,
0.84,0.877070576,,
1.38,1.054134443,,
3.12,3.215071321,,
0.95,0.95224914,,
0.95,0.899462715,,
5.79,5.996777773,,
0.95,0.93150039,,
3.62,3.503450096,,
3.4,3.34220171,,
7.12,7.283141732,,
5.73,5.691826701,,
6.47,6.27791357,,
6.55,5.658119321,,
0.95,0.986260355,,
7.39,7.816804409,,
4.83,5.466758847,,
0.95,0.946604326,,
0.77,0.808585882,,
0.81,0.938014761,,
0.7,0.747844309,,
8.71,8.857759476,,
0.95,0.940799773,,
4.5,3.227708638,,
0.64,0.622735642,,
6.48,6.28108263,,
0.82,0.406137571,,
4.36,4.722835541,,
0.69,0.645754829,,
0.8,0.972120717,,
0.95,0.959988102,,
3.62,3.617379189,,
0.6,0.606304497,,
3.75,4.522643566,,
3.64,3.8319875,,
9.45,8.561793566,,
4.31,4.53240478,,
0.95,0.926000312,,
0.75,0.604588062,,
6.26,6.767561436,,
0.95,0.910328537,,
6.55,6.363948822,,
6.69,6.910067677,,
0.73,1.201440603,,
4.51,3.731455505,,
0.95,1.007895812,,
4.5,3.966254592,,
5.73,6.11841166,,
0.85,0.870696023,,
5.52,5.602998972,,
0.95,0.648448262,,
7.62,8.080517173,,
0.75,0.608561277,,
3.04,2.755831122,,
0.95,0.946630791,,
6.69,6.385021329,,
0.95,0.939072132,,
3.12,3.9999246,,
4.1,4.227099955,,
6.47,6.325931787,,
0.95,1.003096163,,
3.2,3.295593798,,
2.72,2.128578365,,
6.47,6.506538391,,
4.83,5.886414409,,
0.95,0.933053344,,
4.38,4.216750622,,
0.95,0.976797,,
1.5,1.650807053,,
0.95,0.950449109,,
2.64,2.483661234,,
5.59,6.465667009,,
0.95,0.98766689,,
1.05,0.934619665,,
4.83,5.631241322,,
3.75,4.987657905,,
1.88,1.759353578,,
4.01,4.198476136,,
0.68,0.943401292,,
0.82,0.703913257,,
4.42,4.05392468,,
7.94,6.879973769,,
4.1,3.92306,,
0.95,0.996429175,,
5.79,5.939894557,,
0.73,1.417120129,,
7.94,5.763711929,,
0.81,0.853022754,,
1.39,2.309481084,,
0.6,0.644512214,,
4.39,4.372967839,,
0.95,0.978341967,,
0.56,0.454602502,,
6.06,6.273941517,,
3.75,3.867288709,,
0.81,0.874209136,,
0.75,0.593416616,,
6.48,6.165638328,,
7.4,5.405203938,,
0.6,0.557866894,,
5.9,5.348981619,,
2.37,2.083418041,,
7.94,7.197463632,,
0.95,0.95937939,,
1.1,1.2807464,,
1.1,1.280920655,,
0.95,0.959239274,,
4.32,4.407514691,,
0.95,1.035255656,,
3.2,4.533788919,,
0.95,0.975098655,,
0.95,0.980268717,,
4.4,3.864658952,,
0.84,0.987110972,,
0.7,0.791613296,,
0.95,0.759202346,,
4.42,4.174797654,,
0.56,0.127765752,,
0.75,0.625874802,,
7.44,8.032197356,,
5.9,4.404026508,,
0.59,0.693339735,,
0.93,0.9855555,,
0.81,0.907116622,,
0.95,0.968555033,,
1.1,1.260216683,,
4.7,4.348941922,,
1.42,1.278027579,,
6.41,5.287258863,,
0.95,0.98201032,,
0.75,0.75889504,,
1.63,1.796068668,,
0.95,0.966765746,,
0.76,0.633282274,,
0.87,0.906630486,,
0.69,0.733918488,,
4.02,4.124507308,,
0.95,0.904853672,,
8.71,6.673483849,,
4.4,4.355046153,,
0.86,0.933160439,,
0.73,1.280867308,,
0.95,0.957456678,,
0.95,0.943174258,,
4.52,4.137384892,,
3.75,3.711475194,,
5.1,6.042202353,,
0.95,0.911137566,,
0.59,0.783295557,,
0.95,0.917252392,,
4.43,4.22052145,,
0.84,0.824493378,,
1.39,2.194801301,,
0.87,0.925215274,,
0.78,1.405693695,,
7.53,5.607018828,,
1.5,1.897099167,,
0.97,0.866019949,,
0.95,0.974912643,,
0.95,0.929328546,,
0.95,0.930257514,,
1.42,1.112138703,,
0.95,1.006947592,,
3.6,3.005158424,,
3.64,3.699398816,,
0.59,0.668627128,,
0.83,1.083283663,,
0.95,0.979394272,,
1.42,1.678725868,,
6.48,6.235177398,,
0.95,0.98328279,,
0.95,1.066675007,,
0.93,0.798808038,,
6.15,5.884667039,,
0.82,1.078877449,,
0.95,1.130116791,,
0.95,0.903455898,,
5.52,5.638177872,,
0.73,1.203335553,,
0.95,0.966909885,,
4.52,4.021746337,,
4.01,4.229924083,,
5.98,5.970077634,,
4.83,5.147922277,,
5.59,6.525340796,,
0.6,0.988061383,,
6.48,5.615700603,,
0.95,0.972719476,,
0.94,0.869610444,,
4.83,5.638165355,,
0.95,0.954064682,,
0.95,0.87275362,,
0.95,0.94344227,,
4.33,4.0473544,,
6.06,6.578193903,,
2.64,2.963753939,,
1.42,1.645025253,,
0.88,1.140469283,,
7.53,6.822135806,,
0.95,0.89193128,,
1.39,2.338897467,,
4.36,4.217475951,,
3.75,4.443944752,,
0.73,1.250981092,,
0.95,0.9724489,,
0.95,0.949536964,,
0.77,0.852263436,,
0.95,0.922322094,,
0.68,1.079322845,,
6.55,5.697392464,,
7.39,7.829081535,,
7.62,6.338749766,,
9.45,8.951043129,,
7.62,6.350018263,,
3.6,2.981913865,,
0.95,0.949624032,,
0.95,0.983198568,,
7.89,7.943021894,,
7.04,6.073484898,,
3.37,3.336358607,,
7.1,7.022272587,,
0.95,0.924178869,,
7.62,6.216919065,,
4.52,4.070628524,,
7.1,6.913439393,,
0.95,0.95929499,,
3.62,3.619160652,,
2.81,3.28647548,,
0.95,0.936082885,,
0.64,0.69966349,,
0.84,0.823302373,,
0.84,0.886221483,,
4.33,4.362446189,,
1.04,0.911169961,,
4.02,4.515417814,,
6.47,6.53986156,,
0.95,1.044695258,,
0.93,0.794370815,,
0.95,0.959757254,,
0.8,0.873930812,,
3.4,3.645597935,,
4.51,4.209358096,,
0.95,0.977225304,,
0.95,0.98214753,,
1.42,1.226920724,,
4.83,4.930879354,,
0.88,1.121959031,,
7.44,7.732416391,,
0.73,1.316360295,,
0.95,0.983106703,,
4.36,4.791135907,,
2.72,2.347265124,,
1.93,2.073640972,,
4.5,4.505087256,,
3.64,3.707244754,,
5.73,5.953668833,,
7.04,5.592040658,,
6.26,6.45565629,,
0.95,1.07826905,,
0.95,0.950374588,,
6.48,6.161985517,,
0.77,0.698098212,,
4.5,4.501603603,,
6.26,6.420273781,,
7.89,7.979763269,,
0.95,0.95155099,,
0.95,1.001308322,,
1.42,1.835544407,,
6.26,6.529796243,,
4.4,4.485666037,,
0.95,0.959511966,,
7.4,6.309115648,,
0.95,0.964039505,,
4.02,4.4929322,,
4.5,4.506562471,,
1.88,1.837432325,,
3.12,2.979300559,,
3.75,3.857468486,,
6.41,5.242398739,,
0.95,0.971750975,,
0.95,0.965018153,,
5.27,5.386203647,,
0.59,0.803435639,,
0.95,0.981336638,,
4.01,4.243315995,,
0.95,0.979247257,,
4.36,5.212949753,,
0.95,0.941502437,,
2.62,2.770635545,,
0.95,0.994982183,,
4.5,4.548858762,,
3.64,3.726564109,,
0.95,1.021327376,,
1.39,2.379016429,,
3.95,4.046316206,,
0.95,0.986172035,,
4.42,4.140471816,,
4.51,4.255518317,,
4.51,4.186242282,,
4.4,3.356946766,,
1.88,1.786866486,,
0.95,0.934732124,,
7.1,7.049281955,,
2.16,1.988226026,,
0.93,0.750833303,,
0.95,0.960604846,,
0.95,0.974420831,,
0.95,0.951414913,,
4.31,4.585854769,,
0.77,0.642796986,,
0.95,1.079297364,,
4.43,4.163299978,,
4.83,5.041010499,,
7.44,7.942892313,,
6.41,5.325929403,,
0.95,0.977416024,,
0.85,0.834505558,,
0.95,0.950377569,,
1.49,1.636452496,,
0.95,0.897826701,,
9.45,9.330338001,,
0.87,0.914956883,,
0.95,0.951010346,,
7.94,8.367948294,,
1.05,0.995233774,,
0.76,0.621573418,,
4.31,4.350965858,,
4.42,4.461258531,,
3.37,3.577621639,,
5.1,5.581942558,,
1.42,1.622020632,,
0.95,0.935131654,,
0.8,0.914055184,,
5.52,5.696474671,,
0.67,0.764543846,,
3.67,3.767769575,,
1.42,1.565755904,,
6.26,6.697748661,,
0.6,0.861005753,,
7.39,6.806737781,,
0.84,0.879194543,,
0.95,1.042496949,,
0.95,0.951946422,,
0.87,0.743066534,,
0.6,0.532720104,,
0.95,1.285720706,,
4.4,4.389020801,,
3.6,2.939157069,,
0.7,0.591385186,,
4.36,3.969182491,,
4.51,4.187467694,,
0.86,0.867572457,,
0.86,0.84849529,,
0.73,0.961220741,,
0.7,0.691286542,,
0.95,0.996728241,,
0.95,0.943150625,,
3.67,3.564785957,,
7.12,6.916543961,,
1.93,2.045564502,,
0.84,0.873206645,,
4.38,4.420055151,,
0.95,0.973386735,,
7.4,4.939579248,,
4.83,5.193529606,,
5.73,6.151379585,,
3.95,3.446705163,,
3.6,3.473102033,,
3.95,4.128971159,,
0.95,0.967487007,,
2.72,2.132994682,,
0.6,0.79872942,,
0.64,0.660696477,,
0.81,0.938036054,,
5.1,5.523769498,,
0.95,1.027253792,,
3.75,3.924636006,,
0.67,0.789267808,,
7.1,5.638986111,,
0.95,0.996373221,,
0.59,0.737900347,,
0.95,1.011000291,,
0.95,0.909643814,,
0.95,0.945250452,,
3.95,3.520532429,,
3.75,3.853292465,,
1.3,1.328065157,,
3.64,3.505603611,,
7.4,6.423530698,,
0.6,0.566164732,,
3.67,4.749204636,,
0.86,0.848742098,,
1.49,1.639790148,,
0.83,1.099060163,,
7.44,7.737690568,,
1.5,1.752390593,,
0.95,0.984806165,,
0.95,0.940969393,,
1.5,1.839286476,,
5.59,6.092718482,,
0.95,0.977545097,,
6.47,6.238072038,,
7.94,7.327547312,,
0.88,1.131213784,,
1.63,1.758703262,,
0.73,1.339489669,,
3.75,4.16387701,,
0.95,0.89817667,,
5.52,5.68664813,,
0.95,0.940147683,,
4.52,4.104605973,,
0.95,0.956801578,,
0.94,0.90024516,,
4.35,4.327986717,,
5.98,5.965163112,,
0.95,0.974257842,,
1.3,1.423396319,,
0.95,0.978029832,,
3.62,4.58148253,,
0.7,0.821897089,,
3.04,2.788815916,,
0.76,0.644041691,,
4.89,4.48561573,,
3.04,3.020059109,,
6.15,5.871130943,,
7.53,6.751407266,,
0.95,0.986266494,,
3.04,2.701315463,,
7.89,8.10621345,,
1.38,0.95986639,,
1.88,1.733028293,,
0.95,0.963553086,,
3.12,2.955292344,,
0.95,0.988174364,,
0.88,0.991967306,,
0.97,1.181000456,,
1.63,1.752480626,,
0.95,0.971096143,,
3.4,3.603756309,,
0.67,0.781563789,,
0.95,1.025821507,,
0.95,0.957231686,,
1.5,1.710434884,,
2.79,2.479310513,,
1.04,1.202928394,,
0.95,0.946386307,,
0.95,1.001138404,,
0.95,0.984464258,,
7.94,6.821576357,,
7.94,8.147621989,,
0.88,1.09099403,,
0.95,1.000920415,,
3.2,3.404272318,,
0.69,0.819569796,,
0.82,0.834261626,,
0.73,1.244906843,,
6.47,6.06972456,,
3.37,3.279836774,,
0.95,0.964986846,,
0.77,0.87959002,,
5.9,5.260210633,,
4.75,4.77965641,,
6.15,5.906359553,,
2.62,2.640597761,,
5.59,6.571455956,,
5.98,5.970355749,,
6.06,6.350310326,,
5.9,5.066659451,,
4.88,5.345886946,,
0.95,0.922203436,,
1.88,1.858521789,,
2.16,2.25636667,,
3.12,3.902300537,,
6.48,6.199464679,,
4.35,4.349837363,,
0.82,1.021063238,,
1.63,1.905554414,,
1.42,1.591163158,,
7.1,7.155982971,,
5.98,5.879692197,,
0.95,1.047175467,,
7.12,6.979875088,,
1.93,2.163801819,,
4.32,4.461068034,,
0.95,0.948451936,,
5.9,5.412487984,,
7.44,7.733341813,,
0.76,1.03835988,,
0.68,0.932727709,,
0.7,0.648221962,,
3.75,5.346212268,,
1.05,1.054601476,,
5.59,6.596898794,,
7.44,8.075653791,,
4.75,4.502979159,,
5.59,6.587556124,,
4.43,4.298232436,,
8.71,7.972519279,,
4.32,4.470137715,,
1.38,2.58866173,,
4.35,4.571031809,,
1.38,0.998012885,,
4.43,4.227993488,,
5.27,5.348926187,,
6.47,6.08378613,,
6.64,6.445014238,,
4.31,4.399568677,,
0.95,0.973283902,,
3.75,4.303260326,,
7.44,8.03957212,,
3.4,3.446969569,,
0.95,1.02138418,,
7.62,6.40592432,,
4.5,4.41261363,,
0.95,0.973764151,,
0.95,0.931041777,,
0.95,0.870867118,,
0.95,1.009734064,,
0.95,0.894249797,,
1.88,1.810912341,,
6.15,6.052487612,,
3.6,3.222211003,,
0.86,1.028106958,,
0.95,0.961316913,,
5.06,4.118253946,,
5.27,5.339790821,,
5.59,6.593586087,,
4.85,4.24730593,,
0.95,0.959857404,,
7.4,6.529368281,,
2.81,3.1633057,,
3.67,3.713543177,,
5.9,4.597406387,,
0.95,0.905593276,,
2.62,2.636890948,,
0.69,0.197381027,,
3.75,4.020022929,,
0.95,0.949641705,,
0.84,0.815216273,,
0.95,0.980725855,,
0.7,0.6513265,,
0.81,0.918169707,,
0.97,0.964902759,,
6.48,6.276416659,,
1.42,1.404459387,,
2.81,4.030688703,,
1.63,1.871052116,,
1.3,1.414055437,,
3.95,4.254994214,,
0.7,0.839162752,,
4.43,4.184418082,,
0.95,0.979365021,,
0.95,1.01165849,,
0.85,0.831259429,,
0.59,0.653315946,,
0.83,1.932201892,,
0.95,1.032852367,,
1.63,1.530025631,,
7.94,7.488492608,,
0.94,0.870156199,,
1.04,0.957730532,,
0.95,0.944537073,,
0.95,0.970167279,,
7.12,7.266126633,,
4.1,3.782767475,,
3.37,3.279663205,,
0.95,0.935117543,,
1.63,1.80609104,,
0.95,0.984217212,,
4.85,4.623480678,,
4.52,4.09936446,,
4.43,3.386832058,,
0.8,0.866651222,,
0.73,1.230788529,,
0.95,0.972230002,,
4.02,3.846933544,,
0.95,1.002438486,,
1.42,1.753267616,,
0.95,0.950642079,,
0.82,0.814949036,,
0.95,1.005769074,,
4.43,4.254856706,,
0.64,0.701848052,,
6.26,6.650119066,,
0.85,0.451808184,,
0.82,1.02307494,,
2.37,2.108412236,,
8.71,9.024041414,,
4.7,4.479215026,,
7.94,7.704123855,,
0.95,0.9492888,,
0.95,0.91733101,,
3.12,3.01217258,,
3.12,3.98836416,,
0.8,0.932508469,,
4.42,4.561463237,,
0.68,0.79872942,,
5.73,6.134422779,,
0.95,1.030603021,,
0.83,1.126299068,,
2.81,3.062207282,,
0.95,0.998715624,,
0.95,0.939536706,,
3.95,3.962174952,,
4.31,4.452380776,,
4.39,4.447075486,,
0.7,0.602764428,,
4.33,4.03306818,,
0.95,0.937237516,,
0.84,0.853927493,,
4.51,4.030983388,,
2.12,2.204953849,,
3.75,4.255091786,,
7.44,7.84073019,,
6.55,6.380769014,,
0.64,0.685715288,,
0.95,0.987066716,,
0.94,0.908624679,,
1.88,1.856444687,,
1.05,0.977696717,,
2.72,2.46279639,,
0.95,0.905622721,,
2.81,4.483870983,,
2.79,2.577113926,,
1.3,1.41183883,,
0.95,0.881411701,,
0.95,0.990633681,,
1.5,1.682564706,,
8.39,8.339457989,,
3.4,3.407178938,,
1.88,1.83406499,,
0.95,0.983480632,,
0.95,1.029740885,,
3.04,3.435730457,,
0.87,0.893912062,,
5.73,6.073077798,,
0.85,0.861062184,,
0.59,0.798644617,,
3.4,3.580159783,,
2.81,3.099725127,,
0.67,0.706833914,,
0.84,0.849173635,,
0.95,0.951587826,,
0.95,0.955786601,,
0.95,0.945580974,,
4.4,3.377014637,,
0.95,0.965274766,,
3.04,2.868712842,,
0.95,0.921818793,,
6.41,5.340149403,,
3.62,5.119406581,,
7.89,7.864887357,,
0.82,0.380335651,,
1.05,0.92914775,,
0.95,0.981371909,,
2.79,2.942816198,,
0.95,0.893798292,,
0.78,1.543036088,,
5.1,6.275936484,,
0.95,0.929255635,,
0.6,0.932727709,,
0.67,0.751376405,,
0.77,0.804059416,,
4.35,4.417233288,,
4.42,4.577890277,,
0.95,0.929981992,,
0.95,0.940333605,,
4.39,4.500747681,,
6.47,5.81529963,,
4.85,4.432180464,,
0.95,0.934224039,,
0.95,0.93985422,,
3.6,3.016731143,,
6.15,6.50336051,,
4.33,4.173030853,,
2.71,2.784715414,,
4.52,4.127049446,,
0.88,1.097100049,,
4.39,4.466175795,,
8.39,7.819646716,,
4.7,4.513101578,,
1.42,1.574411333,,
3.67,4.781920433,,
0.97,0.681486353,,
0.95,0.965797141,,
6.15,6.302659988,,
5.98,6.583451152,,
3.12,2.959691703,,
0.95,0.945332691,,
0.95,0.96889855,,
2.81,4.413515687,,
4.01,4.209761739,,
0.95,0.943735868,,
5.59,6.393839955,,
0.6,0.97134985,,
0.85,0.844862714,,
4.33,4.043637514,,
7.4,6.008952141,,
1.39,2.415893704,,
0.95,0.895410389,,
4.02,4.246768475,,
4.31,4.429340005,,
4.4,4.447543263,,
0.95,1.011935264,,
1.1,1.324052155,,
7.44,7.008119941,,
0.95,1.018841311,,
4.75,4.102229118,,
0.73,1.69398883,,
6.69,6.486147523,,
0.95,0.948523745,,
0.95,0.964730129,,
1.49,1.492660493,,
4.7,4.681300163,,
0.95,1.002142191,,
0.95,0.968619108,,
8.39,8.488876581,,
0.93,0.74319917,,
0.95,0.980723768,,
0.69,0.737059548,,
0.59,0.676864788,,
0.95,0.955970272,,
0.95,0.948873565,,
2.81,3.746825039,,
1.38,0.992047653,,
5.79,6.003374934,,
0.73,0.780084074,,
0.95,0.898466006,,
3.2,3.812228918,,
0.95,0.97067149,,
5.06,4.512780666,,
7.89,7.999390364,,
4.39,3.784459293,,
1.63,1.706600159,,
3.04,2.873781204,,
9.45,8.459645748,,
4.85,4.44513166,,
0.95,0.982470557,,
0.95,0.917667001,,
6.06,6.307269216,,
0.88,0.895170808,,
3.75,4.683336139,,
3.37,3.337694049,,
4.83,5.363319874,,
1.63,1.521208614,,
4.35,4.338471413,,
7.4,6.500941038,,
4.36,4.189763069,,
0.95,1.013175815,,
1.5,1.152585566,,
5.79,5.971406698,,
0.95,1.017471865,,
6.48,6.045493007,,
0.95,0.955892339,,
0.95,0.974271983,,
0.95,0.922816291,,
4.01,4.110683024,,
5.73,5.76383853,,
1.1,1.182185113,,
6.41,5.872958422,,
0.95,0.921308398,,
6.15,5.91341877,,
0.95,1.010848537,,
8.39,7.135923266,,
0.73,1.290400684,,
0.95,0.969296306,,
0.95,1.004355431,,
0.95,0.982310563,,
0.95,0.981576681,,
0.94,0.878988549,,
0.93,0.917636916,,
0.95,0.969802961,,
0.8,0.941477194,,
7.04,6.522413969,,
0.95,0.986648142,,
4.38,4.47763288,,
0.69,0.62068215,,
7.04,6.778255224,,
3.37,3.165477037,,
0.95,0.979621395,,
0.95,0.985570669,,
0.69,0.676812768,,
0.81,0.926603347,,
0.69,0.707209066,,
0.95,1.01400505,,
5.73,5.926099777,,
6.47,6.251109958,,
0.88,1.062805653,,
3.4,3.428837419,,
