"Real NN 3 for B,0; ,None - All data","Averages for B,0; ,None","Real NN 3 for B,1; ,None - All data","Averages for B,1; ,None"
5.27,5.441818714,,
5.73,6.038907647,,
0.95,0.967549309,,
0.95,0.957574144,,
0.95,0.96805945,,
7.4,4.744955778,,
2.79,2.944729745,,
0.77,0.695883259,,
7.44,7.820977926,,
0.95,0.969287544,,
0.95,0.956160545,,
0.95,0.970320553,,
0.6,0.601958342,,
0.95,0.978899762,,
7.04,5.481368065,,
0.93,0.761696547,,
0.95,0.94167994,,
6.55,6.161687374,,
4.35,4.32813704,,
8.39,8.220907927,,
3.6,3.315952957,,
0.85,1.00614734,,
7.39,7.691478968,,
4.1,3.775743425,,
4.83,5.430305123,,
4.7,4.514567375,,
7.39,7.490754962,,
0.95,0.96954447,,
0.95,0.945136994,,
0.95,0.954484791,,
0.69,0.763047799,,
0.78,0.947214603,,
5.1,5.516295195,,
1.93,1.980643451,,
0.64,0.697939225,,
1.42,1.318357021,,
0.95,1.030991599,,
0.95,0.939289436,,
4.51,4.164833665,,
4.1,3.779943705,,
4.4,4.477535129,,
1.49,1.639954388,,
1.5,1.759991437,,
0.68,1.026125491,,
2.64,2.779991269,,
0.95,0.975806355,,
2.79,2.676680624,,
0.6,0.598958895,,
7.1,6.921073914,,
0.95,0.918206587,,
5.79,5.416550875,,
4.43,4.210628033,,
0.95,0.95450981,,
2.16,2.087994695,,
0.95,0.953631863,,
3.75,3.835665822,,
7.39,7.789945006,,
4.32,4.203179777,,
0.8,0.936160699,,
0.95,0.992973104,,
0.7,0.688347496,,
0.95,0.93594645,,
0.95,0.974106804,,
0.95,0.956708178,,
9.45,9.126191854,,
0.56,0.633966774,,
0.95,1.001452491,,
1.05,1.111008197,,
4.1,3.755583048,,
4.43,4.32773006,,
0.95,0.989152089,,
0.56,0.750084981,,
7.89,8.080443382,,
0.95,0.977401614,,
0.95,1.003681943,,
4.39,4.747455835,,
6.64,6.412181258,,
3.67,3.587580919,,
3.67,3.858642697,,
5.52,5.722301602,,
0.95,0.895268545,,
0.8,0.963758141,,
4.83,5.096621752,,
4.75,4.196627736,,
0.84,0.908834279,,
1.49,1.764745206,,
0.95,0.982200563,,
6.41,5.515951395,,
1.93,2.131607175,,
2.79,2.770011485,,
0.86,1.087656066,,
0.86,0.870834172,,
5.9,5.739681244,,
7.44,7.85322082,,
0.95,0.999793947,,
6.64,5.728488207,,
0.73,0.793555856,,
0.88,0.890877143,,
0.95,0.946751714,,
4.36,3.918139577,,
0.95,1.011454657,,
0.95,0.996703491,,
0.95,0.950960472,,
0.69,0.258442149,,
1.42,1.617917001,,
0.76,0.840255871,,
0.95,1.022481933,,
3.62,3.504641533,,
0.86,0.949100092,,
1.39,2.277859688,,
2.12,2.202051818,,
1.93,2.134639084,,
4.42,4.527129292,,
0.95,0.949308187,,
0.86,0.862885028,,
5.59,6.578213811,,
4.38,4.481142044,,
1.3,1.260484844,,
0.95,0.981602117,,
4.75,4.368050516,,
3.6,2.901541829,,
4.1,3.934597135,,
3.75,4.384329855,,
2.72,2.397749424,,
5.52,5.701015353,,
4.51,4.210360169,,
0.95,1.016070947,,
1.05,1.02958706,,
0.95,1.009332523,,
5.1,5.760680437,,
2.16,2.288260579,,
1.63,1.683219671,,
0.95,0.992468089,,
0.95,0.944225073,,
3.75,3.887913883,,
4.38,4.240938127,,
1.42,1.554218739,,
0.7,0.875245363,,
0.95,1.014717132,,
0.69,0.716699615,,
1.38,1.019178122,,
0.69,0.614570335,,
7.1,6.940961361,,
3.95,4.133853674,,
5.06,4.293773413,,
2.72,2.147524983,,
4.42,4.216266632,,
0.83,1.208883047,,
0.59,0.670245782,,
6.47,6.24286592,,
1.42,1.633183181,,
6.15,5.891901016,,
5.73,5.617933512,,
4.85,4.301343501,,
1.42,1.369529575,,
0.81,0.907887965,,
0.81,0.729719013,,
1.04,1.362895399,,
8.39,8.34759903,,
0.59,0.628427982,,
2.37,2.262510121,,
2.62,2.654256225,,
0.95,0.951041475,,
7.4,6.48172915,,
4.32,3.82616955,,
7.12,6.779312849,,
4.88,4.746979833,,
0.95,0.946659282,,
0.95,0.893118903,,
6.41,5.517042994,,
2.12,2.224247575,,
7.89,6.556733489,,
4.51,4.208628654,,
0.95,0.95884937,,
0.95,0.931400388,,
0.95,0.941592172,,
5.73,6.037445784,,
4.4,4.324748039,,
5.73,5.961782694,,
0.95,0.862013061,,
0.93,0.899879172,,
0.95,0.952257246,,
3.6,3.442640662,,
4.36,4.831268668,,
0.95,0.927853525,,
4.89,4.508033514,,
7.39,7.878404021,,
4.36,5.451863408,,
0.95,0.972895786,,
6.26,6.756031632,,
4.75,4.8187356,,
1.63,1.805978477,,
0.95,0.889144674,,
0.87,0.94864212,,
8.39,8.144705415,,
0.82,0.826274857,,
3.04,2.955189109,,
4.36,4.346124649,,
4.36,5.22656858,,
0.88,0.935914978,,
3.62,3.632281244,,
0.84,0.858077452,,
7.62,7.599161625,,
3.04,2.845258594,,
1.5,1.65587461,,
0.95,0.998340026,,
0.95,0.934134692,,
4.36,4.22603178,,
1.5,1.697184563,,
1.3,1.235644221,,
0.95,0.95120497,,
0.84,1.777639747,,
2.62,2.591021597,,
5.79,5.75797832,,
1.88,1.71688509,,
0.75,0.643163279,,
0.64,0.639879338,,
5.73,5.759605765,,
7.89,7.924794555,,
0.95,0.89508152,,
0.95,0.991523117,,
0.95,0.969740346,,
7.1,7.058474064,,
1.93,1.982803404,,
0.69,0.847440735,,
0.95,0.953700498,,
0.95,1.022980243,,
3.64,3.755947411,,
3.04,2.75534308,,
4.83,5.868885159,,
0.95,0.94684203,,
0.95,0.923062548,,
0.88,1.095251873,,
6.47,5.943672419,,
8.71,9.106335402,,
4.43,4.192272305,,
4.7,4.628970265,,
1.42,1.336628944,,
0.95,0.971218914,,
2.62,2.595935822,,
1.05,1.476040035,,
0.95,0.953995451,,
3.04,3.049985111,,
0.68,0.907906517,,
3.64,3.796903133,,
4.35,4.363759041,,
1.04,1.467289984,,
0.84,0.940338612,,
0.95,0.991246417,,
0.95,0.982352868,,
4.1,4.01162833,,
3.75,4.215333045,,
0.69,0.898443028,,
0.95,0.922639757,,
5.9,5.494758964,,
0.77,0.804638892,,
0.59,0.815190315,,
1.1,1.152903661,,
0.95,0.98691304,,
5.98,5.83192718,,
0.95,0.955621317,,
4.83,4.96600914,,
0.94,0.872045711,,
4.88,4.861133337,,
5.1,5.711006403,,
0.88,1.137611821,,
4.85,4.641533375,,
0.95,1.048796698,,
0.95,0.914614797,,
0.73,1.299689293,,
0.77,0.763843983,,
0.6,0.407473765,,
2.12,2.214735866,,
1.93,1.965972811,,
0.95,0.909840688,,
7.53,6.937543154,,
4.85,4.500559211,,
7.04,6.531817913,,
2.64,3.246044636,,
4.51,4.267768621,,
0.95,0.969519183,,
0.83,1.553148001,,
0.95,0.930145189,,
0.95,0.999053434,,
2.37,2.087962419,,
6.47,5.988395572,,
0.94,0.899691373,,
0.95,0.966386691,,
7.39,7.739180803,,
4.89,4.453735828,,
0.95,0.986425921,,
7.12,6.107618213,,
3.62,3.461722136,,
0.81,0.731257766,,
0.95,0.945871368,,
2.16,2.18892473,,
0.95,0.970836505,,
0.69,0.714038044,,
0.73,1.284900486,,
0.95,1.031799003,,
0.95,0.833638847,,
0.7,0.793522358,,
0.6,1.021690682,,
1.1,1.262465179,,
7.39,7.856821537,,
7.04,6.59750843,,
3.64,3.699424922,,
6.64,6.437975287,,
7.53,5.654254556,,
1.38,0.990943134,,
3.37,3.857926846,,
0.95,0.935813561,,
0.95,1.02142553,,
0.93,0.873426318,,
0.95,0.965398476,,
1.3,1.363020569,,
0.95,1.056790158,,
6.64,6.460077286,,
8.71,8.523984194,,
5.9,5.095026851,,
0.81,0.936373755,,
0.95,0.955452815,,
3.75,4.312876523,,
3.37,3.222068131,,
1.3,1.429333776,,
7.12,7.296611428,,
2.81,3.04135257,,
6.06,6.317129493,,
4.33,4.23107779,,
6.48,5.196249008,,
2.72,2.392914236,,
0.76,0.621535808,,
0.95,0.988123044,,
0.95,0.959592119,,
4.75,4.874287724,,
7.39,6.280428529,,
2.16,2.142965883,,
0.95,0.99185662,,
4.36,5.186228156,,
0.56,0.930874214,,
5.06,4.727913141,,
4.75,4.873722434,,
0.77,0.832913905,,
0.84,0.868538514,,
7.62,6.83065021,,
0.67,0.6403341,,
0.7,0.932441846,,
6.69,7.019827127,,
0.73,1.283307523,,
6.26,6.39732945,,
3.12,3.370759726,,
0.81,0.941643387,,
4.51,4.215914428,,
0.95,0.961433887,,
7.62,6.342325687,,
0.95,1.020593941,,
0.95,0.931600869,,
4.88,4.845419407,,
0.82,0.818916753,,
5.98,5.948436499,,
1.5,1.272043675,,
0.97,0.9735284,,
4.01,4.201464951,,
4.32,4.477020502,,
3.75,3.706362724,,
5.79,6.012472749,,
0.77,0.64115905,,
0.95,0.94506,,
1.3,1.387937963,,
7.04,5.456501007,,
2.81,3.032957494,,
4.39,4.436095238,,
0.95,0.895950601,,
6.69,5.995060086,,
0.95,0.932722196,,
0.95,0.912139967,,
0.95,0.988861591,,
3.75,3.763995349,,
0.67,0.675310105,,
3.4,3.513550818,,
8.39,7.171710968,,
1.38,1.277191415,,
0.73,0.774396256,,
0.95,1.04003562,,
6.15,6.497042537,,
0.73,1.262075484,,
0.75,0.712683216,,
0.93,0.754542142,,
0.56,0.755472496,,
0.83,1.579986215,,
0.83,1.085131839,,
5.9,5.323206782,,
0.95,0.951954275,,
4.42,4.600533485,,
2.71,2.804637611,,
1.05,0.93805483,,
0.86,1.014178276,,
4.88,4.758989334,,
1.1,1.314069062,,
0.95,1.02697666,,
6.47,6.350310326,,
4.36,5.314596295,,
7.62,8.013601661,,
4.32,4.663701177,,
5.9,5.820346355,,
0.95,0.974638656,,
0.82,0.886319056,,
1.1,1.059936211,,
0.67,0.771966666,,
4.7,4.83884275,,
4.89,4.474458575,,
5.79,5.170492887,,
2.16,1.766701818,,
7.53,7.017956972,,
0.81,0.937553674,,
2.37,2.514994025,,
0.95,0.92669642,,
0.84,0.839316636,,
3.2,3.376904845,,
6.47,6.402847767,,
7.12,7.098236561,,
0.95,0.975117698,,
2.16,2.076025873,,
0.95,0.977292255,,
6.15,6.366414309,,
5.9,5.805783629,,
0.69,0.629501939,,
3.12,4.9215132,,
0.95,0.960775986,,
3.37,3.41995579,,
4.4,4.41564095,,
7.94,7.399885297,,
4.7,4.432708859,,
5.9,5.793628454,,
4.88,4.778658509,,
6.06,6.387687325,,
0.95,0.972894609,,
7.12,7.034999847,,
4.38,4.36657846,,
3.12,2.942047715,,
6.55,5.126722813,,
1.1,1.272053272,,
6.15,6.57485044,,
0.95,1.036964864,,
4.83,4.90689683,,
9.45,8.642843962,,
0.86,0.885572985,,
4.43,4.176944494,,
4.33,4.162622213,,
7.62,6.098065019,,
7.39,7.597825408,,
3.6,3.647851288,,
0.7,0.837120473,,
3.62,3.526367962,,
0.7,0.603578869,,
0.86,0.95570378,,
0.95,0.879161999,,
0.95,1.053754047,,
4.1,4.00503397,,
6.48,6.160896301,,
1.04,1.174618512,,
4.1,4.754030466,,
0.95,0.922001824,,
0.67,0.486409448,,
6.48,6.169957876,,
6.06,6.33183229,,
2.81,3.449391007,,
0.77,0.829100072,,
4.38,4.383518338,,
0.97,1.070351884,,
0.69,0.660045534,,
0.95,0.973487377,,
4.83,4.914602876,,
4.5,4.416800261,,
4.51,4.166106939,,
7.89,6.941866159,,
1.1,1.259145707,,
0.95,1.017960727,,
0.75,0.721325874,,
1.04,1.269885629,,
1.04,1.030941367,,
0.95,0.944823533,,
0.83,1.314587221,,
0.95,0.976045579,,
0.95,0.944414645,,
0.87,0.914855391,,
6.55,6.325868964,,
3.2,3.942913413,,
4.36,5.504920959,,
0.95,0.940767691,,
7.94,6.047408581,,
5.59,6.277994752,,
2.72,2.294050694,,
7.39,5.851121306,,
2.62,3.219543219,,
3.37,3.342126369,,
1.04,1.392706931,,
2.72,2.751901686,,
9.45,9.190696239,,
6.48,6.173128247,,
5.9,5.685733914,,
0.86,0.915279299,,
4.35,6.689964414,,
5.27,5.324231386,,
1.93,1.955296367,,
6.47,6.287773371,,
5.9,4.850233316,,
6.26,7.366432309,,
4.7,4.288227081,,
7.62,8.000449419,,
2.79,3.018964589,,
0.95,1.044459477,,
0.64,0.670574091,,
0.97,0.93604134,,
5.79,5.853090048,,
0.7,0.611320853,,
0.97,0.988552615,,
0.95,0.969482258,,
5.73,5.927982688,,
5.1,6.137122989,,
6.48,6.165574908,,
3.6,2.686063647,,
0.95,0.987747043,,
3.67,3.557730734,,
8.71,7.653543711,,
7.89,6.605906367,,
0.87,0.911507279,,
0.95,1.022546515,,
7.12,6.865977764,,
0.7,0.856690317,,
0.68,1.048406169,,
5.73,5.934158564,,
0.64,0.675086856,,
0.95,0.978108242,,
4.35,4.567177773,,
5.79,5.506524205,,
2.72,2.526442945,,
3.67,3.579553902,,
4.5,3.338669002,,
1.88,1.755723476,,
4.85,4.423838496,,
2.79,2.55687201,,
4.02,4.240059495,,
1.88,1.892384112,,
4.01,4.120536923,,
0.95,0.977093756,,
0.7,0.691219024,,
0.73,0.971697256,,
0.95,0.967232332,,
0.95,0.988869354,,
0.56,0.723031253,,
0.84,0.901045799,,
0.95,0.94941403,,
4.51,4.196603775,,
0.95,0.975059554,,
9.45,8.162412882,,
0.7,0.723159671,,
5.1,5.654898643,,
0.84,0.957777426,,
3.6,3.442299306,,
0.93,0.817518264,,
0.7,0.589715578,,
7.62,6.11412704,,
4.01,4.412640929,,
4.35,4.470748663,,
0.81,0.901162565,,
7.62,7.089198351,,
0.84,1.248823345,,
5.06,4.129466712,,
0.86,0.927942008,,
0.95,0.972580805,,
4.36,5.421441436,,
6.69,6.9921242,,
0.86,0.897873938,,
2.71,2.688111186,,
0.87,0.909045175,,
5.73,5.980643392,,
1.42,1.516018689,,
4.38,4.488303661,,
5.1,5.919317603,,
0.95,0.973845378,,
3.2,3.535868704,,
1.3,1.38616544,,
3.6,2.835739493,,
0.95,0.97604008,,
0.95,0.947265029,,
4.88,4.771413684,,
0.64,0.640012249,,
4.88,5.322733283,,
7.62,6.17558217,,
5.06,4.033261776,,
3.12,3.232581675,,
0.95,0.960819855,,
8.71,7.68539989,,
0.88,1.12216942,,
9.45,6.875859141,,
4.36,3.777348042,,
2.71,2.775924921,,
4.35,4.275592446,,
4.38,4.489462376,,
3.67,5.163264036,,
4.32,2.87111026,,
0.69,0.805148825,,
4.02,4.230224431,,
4.83,4.900218964,,
5.52,5.756244779,,
5.73,5.832094431,,
0.95,0.990670085,,
2.72,2.690840662,,
4.52,4.102418244,,
4.31,4.063266158,,
0.76,0.792530492,,
4.1,4.179131985,,
2.12,2.153373599,,
0.95,0.959508806,,
0.73,0.821768433,,
0.95,0.954784766,,
3.75,3.772922516,,
0.95,1.04384698,,
0.95,0.928831741,,
2.64,2.392753065,,
7.53,6.916334033,,
0.7,0.706611574,,
4.38,4.495608926,,
4.89,4.741003871,,
0.95,0.952706441,,
0.95,0.974995479,,
4.1,4.501258612,,
6.47,6.245081067,,
2.72,2.24890238,,
0.78,1.187590435,,
0.95,1.03902325,,
7.39,7.678877234,,
3.67,3.592749774,,
8.39,8.272940636,,
7.62,8.023441195,,
6.47,6.212944508,,
3.12,3.085538864,,
7.62,6.167974949,,
0.7,0.713895261,,
4.88,4.779531479,,
0.95,0.964912102,,
7.94,7.425901055,,
0.68,1.198516846,,
0.95,0.987286404,,
3.75,3.723154485,,
0.95,1.034847721,,
0.95,0.933170602,,
2.72,2.119612306,,
0.83,1.626287133,,
0.67,0.752778962,,
6.47,6.48445797,,
6.26,6.763287663,,
6.47,6.227177024,,
7.62,6.96075511,,
2.71,2.505242825,,
6.41,5.442732096,,
0.86,1.067726791,,
1.1,1.300619304,,
0.95,0.948036,,
3.75,4.309478641,,
1.5,1.880297601,,
0.95,0.946217492,,
4.85,4.376102567,,
4.01,4.142371774,,
4.36,4.216790855,,
0.78,0.532675467,,
3.62,3.579313219,,
5.52,5.488281965,,
6.26,7.011531353,,
0.67,0.591779605,,
0.95,0.979944631,,
4.83,4.927799106,,
2.81,3.125099182,,
5.06,4.481118917,,
3.75,4.269417048,,
0.95,0.896705553,,
8.39,8.240697145,,
0.97,0.929945573,,
6.26,6.853020668,,
0.95,0.98565425,,
8.71,8.941306353,,
0.94,0.879499197,,
4.33,4.165196002,,
0.69,0.755635619,,
0.95,0.997213304,,
0.6,0.690420151,,
0.95,0.966847986,,
2.81,3.620824575,,
0.8,0.993997857,,
7.89,8.216867447,,
0.95,1.035487175,,
7.12,7.110972762,,
5.79,6.035320282,,
5.06,4.647190094,,
0.95,1.039964586,,
2.16,2.202699125,,
3.6,3.36475867,,
1.39,3.351291358,,
3.64,3.819334745,,
5.98,6.133852243,,
0.95,0.975089431,,
0.95,0.934446737,,
0.95,0.955329284,,
6.48,5.664328098,,
0.59,0.626642153,,
0.95,0.980489284,,
4.33,4.044685841,,
2.71,2.664096057,,
7.94,7.468141913,,
0.7,0.908556804,,
4.38,4.446146011,,
5.52,5.528629184,,
1.38,0.976669282,,
0.67,0.734999821,,
0.95,0.943651468,,
3.6,2.655314326,,
8.71,8.049574137,,
1.88,1.870509982,,
2.12,2.136103749,,
0.69,0.700420246,,
7.04,5.521550417,,
5.73,5.949781895,,
0.95,0.981174022,,
0.95,1.053768516,,
0.95,1.023246437,,
4.42,4.559146047,,
0.95,0.967665821,,
0.73,1.280415714,,
7.39,7.831929326,,
0.95,0.972811475,,
0.95,0.911236674,,
0.73,1.283819765,,
0.75,-0.090354055,,
0.6,0.617539175,,
7.39,7.52306664,,
7.4,6.533534765,,
5.06,4.848100901,,
1.42,1.445718765,,
0.95,0.903096616,,
5.1,5.591706157,,
1.63,1.684834868,,
0.95,0.991023719,,
8.39,8.270328522,,
0.95,0.998010471,,
4.4,4.206865549,,
0.84,0.906986058,,
0.95,0.962059319,,
0.95,0.900917053,,
0.86,0.914083913,,
0.95,0.952888086,,
1.39,3.523566842,,
0.95,1.035119906,,
0.95,1.025304854,,
0.95,1.005393356,,
0.59,0.623243317,,
0.84,0.889213219,,
3.6,2.979657412,,
7.53,6.675165534,,
1.39,3.05163914,,
4.35,4.635940552,,
4.35,4.358934283,,
2.16,2.274807215,,
1.5,1.650997579,,
2.16,2.192148745,,
0.95,0.948232606,,
0.95,0.991036564,,
0.69,0.778027445,,
7.12,7.289790273,,
0.86,0.885052368,,
0.95,0.987402052,,
7.62,6.133795738,,
4.52,4.01397872,,
6.47,6.389616489,,
7.1,7.080951095,,
0.95,0.942408547,,
0.95,0.978368938,,
0.97,0.992785886,,
0.6,0.586368568,,
0.77,0.840130717,,
4.88,4.872985601,,
0.95,1.018889457,,
0.95,0.963258177,,
0.75,0.68513757,,
0.73,0.776414603,,
4.31,4.609341025,,
0.68,0.885208055,,
4.83,5.102313638,,
2.71,2.340967238,,
4.36,5.329438806,,
1.39,2.006333023,,
7.94,7.990145564,,
2.72,2.175721824,,
7.62,8.043495536,,
5.9,5.359395981,,
6.26,6.669870973,,
4.31,3.800999403,,
0.95,1.018419772,,
5.9,5.315064549,,
7.89,7.95357585,,
0.95,0.9661441,,
0.95,0.984534159,,
0.95,0.977843687,,
0.95,0.979928598,,
0.95,0.967941359,,
7.62,6.095858574,,
7.04,6.154869437,,
5.59,5.74485898,,
0.95,0.995330662,,
1.3,1.399545759,,
7.62,7.985183597,,
3.4,3.874287009,,
1.05,0.95905368,,
7.4,6.324002266,,
6.15,6.185928345,,
0.95,1.119824409,,
0.81,0.936352059,,
0.95,0.9499951,,
0.73,1.457342893,,
0.95,0.985398144,,
2.62,2.615727067,,
1.63,1.682773381,,
0.78,0.073263817,,
0.7,0.648921065,,
0.7,0.61232578,,
0.77,0.826464996,,
2.81,3.102081239,,
7.53,6.590317607,,
7.62,7.934063315,,
0.87,0.937838227,,
4.02,4.24789542,,
4.52,4.159773469,,
0.73,1.312810868,,
0.95,0.96536383,,
0.95,0.977970511,,
4.42,4.54442656,,
0.95,0.974079892,,
6.64,6.329992652,,
0.87,0.838229954,,
2.72,2.288495779,,
5.06,4.588260531,,
3.75,3.833438098,,
6.48,6.142074823,,
0.59,1.008615717,,
0.93,0.750065476,,
1.63,1.818109602,,
0.73,1.336675167,,
5.9,5.727526307,,
7.89,8.120689869,,
4.35,4.502489805,,
1.39,2.018028587,,
0.83,1.054747775,,
0.95,0.966751948,,
0.97,0.983986869,,
0.95,0.959827185,,
2.16,2.162926972,,
6.55,6.087096334,,
7.89,8.171217322,,
3.95,4.141517341,,
6.26,6.405946851,,
0.95,0.907731876,,
6.69,6.190812588,,
4.02,4.314637423,,
5.73,6.356454492,,
1.04,1.440200433,,
7.1,6.899667621,,
0.59,0.877799451,,
0.95,0.946892843,,
3.95,4.046913385,,
7.62,7.702610612,,
6.26,6.381516814,,
7.39,7.698505402,,
0.95,1.025096953,,
0.95,0.948916033,,
0.95,0.951795071,,
0.64,0.69757238,,
7.04,6.45672369,,
0.95,0.983238518,,
4.85,4.561024904,,
0.95,0.96277456,,
4.5,4.41433847,,
5.06,4.674380898,,
7.4,4.956014156,,
0.95,1.006802306,,
1.1,1.359328672,,
0.69,0.686210111,,
4.89,4.433591306,,
6.06,6.314835191,,
3.4,3.342281997,,
0.78,0.944114447,,
7.53,7.001130104,,
0.95,0.946134463,,
0.95,0.971575439,,
4.5,4.526965857,,
0.82,0.791294515,,
7.1,7.117591381,,
0.83,1.255859017,,
5.59,5.928591728,,
0.95,0.968810722,,
5.73,5.754174948,,
4.88,4.784035921,,
0.6,0.561954185,,
3.67,3.601098955,,
6.06,6.446127892,,
4.33,5.420365095,,
7.1,6.455731153,,
0.88,0.988942087,,
3.37,3.846986115,,
7.39,7.740301847,,
1.3,1.313805401,,
0.95,0.91262804,,
0.95,0.989894584,,
7.04,6.137788415,,
3.2,5.264517903,,
5.52,5.788146853,,
0.95,0.963385254,,
0.95,0.956053555,,
0.95,0.951673776,,
6.47,6.103598356,,
4.43,4.258244932,,
6.47,5.784073353,,
3.2,3.78372407,,
2.72,2.118460447,,
1.39,2.53810972,,
0.87,0.904785872,,
3.67,4.655180931,,
7.1,6.806694269,,
0.95,0.945764318,,
3.62,3.503105581,,
8.71,8.690668344,,
0.78,0.743141085,,
4.02,4.009139121,,
0.88,1.106611207,,
0.95,0.972682342,,
1.42,1.608593553,,
7.62,6.406068921,,
0.95,0.887301371,,
0.88,0.950489625,,
0.95,0.99353984,,
8.71,7.961280227,,
0.95,0.954188287,,
0.73,1.219007879,,
0.95,0.9556005,,
0.95,0.980275512,,
3.75,4.313997447,,
7.1,7.114966154,,
8.71,7.953625798,,
8.71,7.444790244,,
1.88,1.74644655,,
0.75,0.666583806,,
5.59,6.659570932,,
4.02,3.890626609,,
0.95,0.954509243,,
0.95,0.939849973,,
0.95,0.924934134,,
0.59,0.806867152,,
0.95,0.898294792,,
8.39,7.350584388,,
0.95,0.962192103,,
1.42,1.61401096,,
7.62,6.729601145,,
0.68,1.026512519,,
4.01,4.138139009,,
4.33,4.406785488,,
0.95,0.97586678,,
3.75,3.902760804,,
0.64,0.701934725,,
5.98,6.022063494,,
4.75,4.647845507,,
4.5,4.233837724,,
0.67,0.790372103,,
7.53,6.12811029,,
6.47,6.255529284,,
0.95,0.939299986,,
0.82,0.79584828,,
0.69,0.788609967,,
5.1,5.564016223,,
0.94,0.853674024,,
7.04,6.199584246,,
0.88,0.958409011,,
7.04,5.678063035,,
4.43,3.960683644,,
7.44,8.056610703,,
8.71,8.145136118,,
0.6,0.800022274,,
0.95,1.013817906,,
1.5,1.997891366,,
0.95,0.974818155,,
7.89,8.127397299,,
6.47,6.117123365,,
7.04,6.197174549,,
7.94,5.691321969,,
0.82,0.921528786,,
1.42,1.610857368,,
4.01,4.746390343,,
0.95,0.959108502,,
0.7,0.698476084,,
7.44,8.097776771,,
0.95,1.008579925,,
5.59,6.690126061,,
0.95,0.991109803,,
5.79,5.923959851,,
0.76,0.798685208,,
3.4,3.883048117,,
4.89,4.510910034,,
5.27,5.316457987,,
7.04,6.381628871,,
0.95,1.050986931,,
7.44,7.888448119,,
0.95,0.981856063,,
0.95,0.915638134,,
0.95,0.949937209,,
4.36,4.206458032,,
3.04,2.696400046,,
4.36,4.190980792,,
5.27,5.423164368,,
3.37,3.259796798,,
0.95,1.014416948,,
0.95,0.97260496,,
1.38,0.967509046,,
0.95,0.936204702,,
0.73,1.237843186,,
4.43,4.19116044,,
0.95,1.021046817,,
0.73,0.983551592,,
3.2,3.715747416,,
0.95,0.970418349,,
2.12,2.118438482,,
0.95,1.014636666,,
7.62,6.158285141,,
0.95,0.975680456,,
6.26,7.71316731,,
0.95,0.947304279,,
1.05,1.02330777,,
1.88,1.96248737,,
0.84,1.058935165,,
4.52,4.071854353,,
0.8,0.897830054,,
3.95,4.314140797,,
5.9,6.383799195,,
2.12,2.077154994,,
0.82,0.82265377,,
1.38,0.982828468,,
0.67,0.634261072,,
7.4,6.510083199,,
0.95,1.001683637,,
7.94,7.439954519,,
1.3,1.389869183,,
3.12,3.628189802,,
7.1,5.474234343,,
6.41,5.876808763,,
7.44,7.974531651,,
4.42,4.506129503,,
0.95,0.965578988,,
4.5,4.437075615,,
0.6,0.810279146,,
2.79,3.021287739,,
1.05,0.920815408,,
3.6,3.360551417,,
7.4,6.336568475,,
1.04,0.9985006,,
4.43,4.106719732,,
0.77,0.713820584,,
4.88,5.393734813,,
0.85,0.636763245,,
5.27,5.36587882,,
1.38,1.39171271,,
2.64,2.671941757,,
6.15,5.885601759,,
0.67,0.706710324,,
5.59,6.430969357,,
7.04,6.119438291,,
3.6,3.000585496,,
0.86,1.23367542,,
0.84,0.845858067,,
6.64,6.398612738,,
0.95,0.977170706,,
0.75,0.789036393,,
0.83,1.406090006,,
0.95,0.977439776,,
3.64,3.908164561,,
4.52,4.159042776,,
7.04,5.974649668,,
5.59,5.577081323,,
7.39,7.578197718,,
0.69,0.649391741,,
2.71,2.51751864,,
0.95,0.924772963,,
4.4,4.327042341,,
0.88,1.15649958,,
4.42,4.633245707,,
0.7,0.790464565,,
0.77,0.595729381,,
0.95,0.94735457,,
0.95,0.946230248,,
9.45,9.261788607,,
3.75,4.313419282,,
0.69,0.795319125,,
0.95,0.99937354,,
6.06,6.381940365,,
4.88,5.453631163,,
0.84,1.087636083,,
3.12,4.0440799,,
5.9,4.362118185,,
1.88,1.811315715,,
1.38,1.005084604,,
0.95,0.965031803,,
4.83,4.891663074,,
7.04,5.57412684,,
0.95,0.990226418,,
1.49,1.747623235,,
0.8,1.115440756,,
4.43,4.055913925,,
0.95,1.0041302,,
2.79,2.319444358,,
4.88,4.770415783,,
0.95,1.001186848,,
2.71,2.764731467,,
2.79,2.584211648,,
7.4,5.585557342,,
2.72,2.503990769,,
0.95,0.973358244,,
0.95,0.979969934,,
0.86,0.803196259,,
3.4,3.676742733,,
2.37,1.954446912,,
6.47,6.464845896,,
0.73,1.997334957,,
0.95,1.003554955,,
1.39,2.172009856,,
4.01,5.119693637,,
3.62,3.361541629,,
0.86,0.860595375,,
4.1,3.872045994,,
7.62,7.506277204,,
0.67,0.658997744,,
6.47,6.283685923,,
6.15,6.221414447,,
1.93,1.945406437,,
4.36,3.766303658,,
7.44,7.93238759,,
1.1,1.287595391,,
3.04,3.050393581,,
0.75,0.598684192,,
1.04,0.976866342,,
4.1,4.005240202,,
0.95,0.933895439,,
0.84,1.028300986,,
1.39,2.849199772,,
0.64,0.704969257,,
4.42,4.501578331,,
0.95,0.980882049,,
4.42,4.553391457,,
2.62,2.826850116,,
0.86,0.888942719,,
0.6,0.582839467,,
4.7,4.287861526,,
0.95,0.894314393,,
7.53,6.887404323,,
4.83,4.876003504,,
3.75,4.452236593,,
