"Real NN 3 for C,0; ,None - All data","Averages for C,0; ,None","Real NN 3 for C,1; ,None - All data","Averages for C,1; ,None"
4.36,4.895462513,3.2,3.48243022
4.29,4.617380381,0.95,0.992936924
8.84,8.538971186,0.95,0.836881503
6.15,6.270195961,0.88,0.922735021
0.86,0.878996223,0.95,0.972970977
0.6,0.964977667,0.95,0.965908647
6.61,6.801309705,0.95,0.944947407
0.69,0.680399388,0.82,0.988995671
0.69,0.777449772,0.95,1.008089066
6.47,5.454848289,0.95,0.959297359
5,5.138162255,0.88,1.101390034
3.6,3.03171438,0.95,0.991256818
6.47,6.04185307,0.95,0.986866042
0.67,0.732630372,0.95,0.98370643
0.9,0.734517992,0.95,0.911657199
1.38,0.975211129,0.95,1.00815703
4.5,4.424220681,7.39,7.680725932
0.64,0.659213312,3.2,3.442287028
4.02,4.022845447,0.95,0.946977064
1.5,1.517444238,0.95,0.974982992
9.45,6.603042245,0.95,0.882398799
6.41,5.133154511,0.95,0.991212577
9.45,8.069825172,0.95,1.045675352
2.48,2.924932003,0.82,1.042355567
6.28,6.982050538,0.95,0.920739636
4.29,4.679928064,1.1,1.261215121
6.55,5.574965358,0.86,1.086750969
0.7,0.715034515,2.12,2.211695969
4.52,4.070068419,0.95,0.950123981
5.06,4.318905473,0.95,0.954050437
4.88,4.749154449,8.71,7.637271285
9.45,8.718675852,3.12,3.129954636
6.64,6.397017002,2.12,6.669344068
0.73,1.273488224,5.9,4.557701111
3.2,3.233233869,0.95,0.977131426
4.1,4.726383209,3.2,3.351850986
2.37,1.921798319,1.04,0.637455754
3.04,2.980535567,0.95,1.009835362
1.88,1.766320795,0.95,1.026937068
4.42,4.621138573,0.95,0.933506906
0.81,0.872517496,7.89,5.840100884
4.52,3.362885058,0.95,0.985060334
4.89,4.499100089,3.2,3.760191798
3.64,3.598386526,0.95,0.985947832
0.94,0.735359207,0.95,0.951807365
0.6,0.977721944,0.95,0.945065483
5.52,5.739406347,0.95,1.02433008
9.45,9.333911896,0.95,0.95992212
1.42,1.465661496,0.95,0.977416202
8.01,8.260415554,1.1,1.270028055
1.49,1.610513806,0.95,0.984373093
6.47,5.943619967,2.71,2.804921687
4.38,4.129354954,0.95,1.00867191
4.42,4.588334441,0.95,0.906706169
4.36,3.716381967,0.95,0.975056931
3.1,2.446245641,7.94,7.453352094
4.39,4.586726785,0.95,0.963886425
7.62,6.769063711,0.95,0.974134743
7.62,8.07307744,0.95,0.987658635
9.45,7.886096597,0.95,0.695901439
4.39,4.635272622,3.12,2.972523987
7.12,6.858435273,0.95,1.040926442
7.62,7.52036202,8.39,6.406561732
2.62,1.446545035,0.95,0.98002696
4.33,3.824745059,7.39,7.862769961
0.82,0.814567059,0.95,0.959046274
3.6,3.550086975,0.95,0.926352814
1.93,1.979371667,0.95,0.977845803
1.49,1.599449396,0.95,0.978379011
0.73,0.941148013,0.95,0.969999254
6.15,6.144327641,0.95,0.935063064
0.7,0.801343203,0.95,0.981199265
6.69,7.100268364,4.35,4.346224904
3.6,5.120408058,4.35,6.115143776
3.67,3.572822809,0.95,0.98984094
4.36,4.237321019,0.95,0.989032149
0.7,0.665547505,0.95,0.973579183
4.02,4.370921373,2.71,2.767689466
0.83,1.393718928,1.04,1.020049542
0.86,1.992242515,0.95,1.004842132
0.8,0.907859847,0.95,1.001716927
0.7,0.724677026,6.26,6.763866663
4.33,3.992340386,0.95,0.981645063
4.33,4.80126965,7.89,8.131350994
4.1,3.835659862,0.95,0.949734434
6.47,6.245620847,0.95,0.949788451
0.75,0.677891701,3.12,2.97939539
4.36,5.299017072,1.04,1.433959842
0.8,1.017697722,0.97,1.207754835
4.5,4.32522881,0.95,0.935898334
0.78,0.661869712,5.98,5.599460363
6.28,6.950633883,2.62,2.589588344
8.01,8.168342233,0.95,0.892218426
5.52,5.928581119,3.2,3.349538088
4.01,4.200009525,0.95,1.030990422
0.73,0.785257399,0.95,0.979096487
0.68,0.973616332,0.95,0.983090758
0.69,0.592085853,0.95,0.995484039
2.64,2.975414991,0.95,0.965939403
4.33,4.109207869,0.95,0.93287538
4.29,4.431712389,0.95,0.92990227
0.68,0.998402908,0.95,1.02147384
6.69,6.672738433,0.95,0.926961437
6.61,6.89154911,0.95,0.974704221
3.75,4.065792084,0.95,0.990923822
0.68,1.036794573,0.95,0.974447712
4.36,4.227382064,0.95,0.964281946
1.38,0.993937537,0.95,0.970524237
3.67,3.560616314,0.95,0.961920872
0.81,0.914884225,4.35,4.334804177
4.75,4.272488654,0.95,0.955754012
4.75,4.097092271,8.71,7.602361798
3.04,2.70526439,0.95,1.033661023
0.69,2.870595649,0.95,1.044020146
6.64,6.394230366,6.26,6.49077487
0.84,0.84559989,8.39,8.332812786
6.6,6.214785576,0.95,1.048430473
3.37,3.993111551,8.39,8.487147331
4.51,2.875646412,0.95,0.941961244
6.08,5.261958599,0.95,0.960464984
3.04,2.862707675,6.26,6.757677674
5.79,5.98565042,0.95,0.959897295
0.77,0.828977704,0.95,0.656678192
1.38,0.944660142,0.95,0.924538881
0.69,0.705386981,4.35,4.467589021
4.7,4.643143296,0.95,0.976477474
0.69,0.712354228,0.95,0.991464451
4.67,4.058042765,0.95,0.957522377
0.82,0.817488864,7.89,6.103878498
7.94,6.005843878,3.12,2.94487834
3.4,3.753751755,0.95,0.989119545
6.6,5.915916204,0.86,0.935296789
5.79,6.025273323,2.12,2.162245512
4.42,4.486660957,0.95,0.99697189
6.47,6.117833853,0.95,0.942474797
6.6,6.09921515,7.44,7.785309911
4.67,4.10571295,0.95,0.974440321
7.62,5.740139842,0.82,0.793154448
2.37,1.978763819,2.71,3.799814582
3.2,3.209493637,0.95,0.964321554
4.52,3.886886597,0.95,0.937913522
0.75,0.731149286,0.95,0.967559025
0.73,0.786174312,5.98,5.992728353
4.31,4.45154953,0.95,0.993499979
8.01,8.286732912,0.95,0.961012885
4.36,5.009348035,5.98,5.95453763
1.39,2.284322977,0.95,0.979471266
5.06,4.353674114,1.1,1.259733886
4.1,4.106172502,6.26,6.758854985
6.48,6.210474968,2.12,2.166859567
3.1,2.573652625,2.12,2.112619638
8.01,8.036246896,0.95,0.973051324
0.86,2.499420524,0.95,0.944119647
6.47,6.294240236,3.62,3.481085181
0.83,1.471860021,0.95,0.956544816
6.15,5.982752204,0.95,0.942353114
0.94,0.768961668,0.95,0.976375327
4.52,4.147624373,6.26,6.392602801
2.37,3.700945258,0.95,0.942723185
0.93,0.742840827,0.95,0.949974924
0.69,0.791488975,0.95,0.925093606
4.88,4.837438703,0.95,0.973409966
4.7,4.702544808,0.95,0.961078003
7.04,6.289743185,0.95,0.926240146
5.73,5.947867274,0.95,0.98992303
2.28,2.369294345,6.26,6.360051274
0.64,0.655583575,2.71,2.68759346
5.79,5.233624578,7.1,7.067408323
1.5,1.914592922,7.44,8.019706726
0.78,1.354624525,0.95,0.924512863
0.86,1.268419176,0.95,0.933852926
4.1,4.200079799,1.04,0.900002971
4.39,4.785524011,0.95,0.960240468
3.04,2.824759245,0.95,0.999457195
0.56,0.742041022,0.95,0.978541479
4.67,3.995163798,7.94,7.666064978
0.86,0.864286274,0.95,0.911454663
4.38,4.432072759,5.9,5.281690598
0.56,0.575758196,7.89,7.306866407
1.38,1.528645098,5.98,5.757868886
5.06,4.628840327,0.95,0.956309825
2.79,2.884386122,2.71,2.767243326
4.01,4.256132364,0.95,0.98632212
1.39,2.202612668,1.1,1.323745772
3.04,2.699185967,0.95,0.977088854
3.6,3.0443452,0.95,0.903834522
4.88,5.227780938,0.97,0.618493825
6.08,5.808406353,0.95,0.968691498
1.88,1.988186002,8.39,8.1699543
4.89,4.913505077,7.1,7.191449761
0.67,0.486994632,0.95,0.959622383
0.7,0.704818033,0.95,0.993266359
3.2,3.214660108,3.2,3.290043235
0.86,0.845348701,7.1,7.177390099
0.73,0.955555201,0.95,0.951982424
2.62,1.931909323,2.62,2.630869269
3.2,3.254374862,0.95,0.927718863
4.36,4.242250919,0.95,0.988055333
0.86,1.103377879,0.95,0.970166028
4.89,4.588260531,0.95,0.903261289
0.84,0.830412567,1.04,1.332827538
2.48,2.720939517,0.95,0.900463507
4.67,4.096976101,0.95,1.040731266
0.6,1.036794573,0.82,0.802627861
6.47,6.33327806,2.12,2.176205993
6.06,6.346709371,0.95,0.949511975
0.9,0.73094514,0.95,0.952798143
1.3,1.401564181,8.71,7.634811044
3.4,3.596284628,0.95,0.941115499
3.2,3.231532872,0.95,0.992843449
7.51,7.166506171,8.39,8.174228787
3.75,4.310845613,0.88,1.141970903
4.39,4.466150403,0.95,0.986979261
1.05,1.007408068,8.39,8.447860718
6.47,6.119379401,1.04,1.114198551
2.16,2.094674587,8.39,8.318922997
1.5,1.876378626,0.95,0.979307488
6.28,6.720674515,0.95,0.927073196
0.7,0.690916196,3.12,3.265868902
1.38,1.255047485,5.1,6.188452125
3.04,2.777731419,0.88,0.931008801
0.68,0.967494294,2.12,2.405564427
0.59,2.463472888,0.95,0.924494162
0.67,0.768153712,0.95,0.955289781
7.12,7.125561357,0.95,0.973290458
0.83,1.062666178,2.62,2.601423442
0.78,0.834834784,0.95,0.973293275
6.6,6.598267317,0.95,0.93990092
0.77,0.695771113,0.95,1.009089306
2.64,2.492534339,7.89,7.918639541
6.64,5.805879474,0.95,0.957654387
3.6,4.052654922,0.95,0.882747576
1.63,1.691720843,5.27,5.206065416
2.16,2.265907466,0.95,0.966331795
3.37,3.340165079,0.95,1.070700586
0.81,0.929832429,2.71,2.57351923
3.4,4.150729477,0.95,1.09340331
0.84,0.902242795,1.1,1.267590702
3.75,4.299925804,0.95,0.964407966
8.01,8.039695621,0.95,1.001723602
0.93,0.743836105,0.95,0.974413291
1.63,1.736211419,5.27,5.413766384
7.4,5.822725773,0.95,0.948687106
0.85,0.850990474,0.95,0.961288482
4.67,4.049954236,2.62,2.616256237
0.7,0.867912233,5.27,5.386880279
3.75,4.292859435,0.95,1.001830086
1.49,1.638435036,0.95,0.971221969
0.96,1.53741464,0.95,0.967541724
4.54,4.204376578,0.95,0.931095317
2.64,2.707608342,0.95,0.956773803
2.37,3.889897168,0.95,0.984767348
3.95,3.259434938,0.95,0.964884087
5.06,4.770970583,7.1,7.054896951
4.51,4.062650681,8.71,7.922055244
4.01,4.14982599,0.95,0.962346986
6.61,6.776803613,0.95,0.962985978
4.52,3.877921402,5.27,5.392104149
4.54,4.25209409,0.95,0.967864186
1.5,1.82806766,0.95,0.895482615
4.42,4.617334604,0.95,0.980631262
0.86,1.131396756,0.95,0.967378244
7.51,6.257701516,0.95,1.084722534
0.81,0.845242947,0.95,0.958490565
0.56,0.685498416,2.71,4.623139322
4.32,4.436915636,0.95,0.933510274
6.6,5.808112144,1.04,0.757618353
2.64,2.396114826,0.95,0.972430959
5.73,5.949862003,0.95,0.958968922
2.28,2.770295143,1.1,1.323029608
6.55,6.224173665,2.12,2.176997006
4.36,5.198762774,5.98,5.3833251
9.45,6.038387656,0.95,0.985233903
4.31,2.773109615,2.71,2.653247535
0.73,0.964653984,0.95,0.983923733
6.48,6.289717555,7.1,7.122140408
3.6,3.481970012,0.95,0.920344323
4.31,4.399101138,7.1,7.073956728
7.62,7.853828669,0.95,0.997414008
3.37,3.38785398,0.82,0.880019978
4.75,4.471479416,0.95,0.936679244
1.38,1.322597742,0.95,0.947308138
6.08,5.78228724,7.1,7.070840001
3.6,3.118116319,0.95,0.923211128
4.1,3.749259591,0.95,1.030646279
0.6,0.676577836,0.95,0.951880798
7.51,7.200091958,1.04,0.967719808
0.64,0.677470341,0.95,0.954799801
0.73,0.878766492,7.1,7.062868476
6.06,6.326989532,0.95,0.908818483
0.59,0.765486777,2.12,2.166021049
0.6,0.576670282,0.95,0.940364018
0.87,0.897613153,8.39,8.423098326
0.82,0.825941518,0.95,0.962926939
3.04,2.784812868,0.95,0.887578771
3.2,3.295978427,3.2,3.329757869
0.56,0.720154703,0.95,0.967195004
6.61,7.442716002,0.95,0.954664633
4.38,4.469203353,0.95,0.966413721
6.06,6.326766014,0.95,0.973022714
3.67,3.555481136,0.95,0.944926456
2.79,3.02476418,0.95,0.967974558
4.31,4.603255391,0.95,1.050934643
4.31,4.657514811,0.95,1.006292775
3.64,3.509371698,7.94,7.441872597
3.6,3.491193295,0.95,0.958094195
7.94,6.604921699,0.95,0.984063417
5.06,4.002952993,0.95,0.937385097
7.51,7.135425329,0.95,0.973300636
4.36,4.223479867,0.95,1.015968859
5.79,6.027840018,7.1,7.027790785
9.45,9.284118414,0.95,0.975626841
4.5,4.241422653,0.95,0.985442743
4.36,4.341926455,0.95,0.980322987
0.83,1.221670076,0.95,0.965835661
0.86,3.382170975,0.95,0.972480178
4.42,4.582777619,5.98,6.18176496
4.33,4.03824091,0.95,1.009472296
4.88,4.756181002,0.95,0.944517821
0.84,0.827073932,0.95,0.933404908
4.89,4.744213939,0.95,0.914851561
9.45,7.570345521,7.39,7.531847239
4.42,4.59264338,0.95,0.950624406
0.69,0.596669629,7.89,7.940292001
6.06,6.458981752,5.1,6.079845786
4.83,5.558917522,8.71,8.35399437
6.41,5.243394256,0.95,0.973430708
0.82,0.465316363,0.95,0.970707357
6.69,7.079122543,0.95,0.921825349
3.37,3.30278337,0.95,0.939083099
1.39,2.069330066,0.95,1.005743548
7.4,5.923959851,0.95,0.91700919
4.02,4.583302855,2.12,2.135162294
0.6,0.619964115,0.95,0.936407462
9.45,8.978688955,7.89,7.957836509
4.88,5.047282577,0.95,0.93256411
0.84,0.948526621,3.62,3.494489312
0.69,0.778213695,0.95,0.898790732
3.6,2.434833407,0.95,0.975830033
0.98,1.667673171,0.88,1.078099608
3.75,3.811879218,0.95,0.961893767
8.84,8.599597692,7.44,7.275077462
3.6,3.056893229,0.95,0.883459479
6.28,6.580849767,0.76,0.629881058
4.32,4.466150403,0.95,0.974093273
3.2,3.288753688,0.95,0.921373531
6.61,7.424852848,0.95,0.976151064
0.8,0.992426977,7.89,7.933117986
7.53,5.561430216,0.95,0.946369812
0.84,0.863667339,0.95,0.995021135
0.67,0.825790927,0.95,0.955389187
1.63,1.777386606,0.95,0.996576354
6.41,5.228011727,0.95,0.912268162
4.4,3.371065497,3.2,3.737969637
0.96,0.970511094,1.04,1.375112236
0.87,0.723890096,3.62,3.494979262
8.01,8.304249287,0.95,1.002445593
4.32,3.974320114,0.95,0.98301433
0.68,0.792517722,0.95,1.02699168
0.68,0.988061383,0.95,1.054917961
6.47,6.216919065,0.95,0.948759302
0.56,0.735194236,0.95,0.925502896
0.83,1.07556586,0.95,0.907846361
6.41,5.398501992,7.39,7.793423414
1.49,1.75351727,0.95,0.975489944
4.89,4.460352182,0.95,0.988991916
1.39,2.151082277,0.95,0.978918806
4.02,3.892855406,0.76,0.738333374
7.53,6.432691693,0.95,0.987908542
7.62,7.241185427,6.26,7.043394446
0.86,0.900541052,0.95,0.923865527
6.61,7.277702689,6.26,6.73241663
2.79,2.713943362,0.95,0.946221545
4.7,4.643337607,0.88,3.345071793
4.33,4.141853929,0.95,0.923697665
6.15,6.273670197,0.95,0.970672011
4.89,4.477736235,0.95,0.976285413
4.29,4.115893781,0.95,0.940364659
0.86,0.919216752,0.86,1.039577633
0.84,0.879598767,3.2,3.780123651
2.64,3.373978376,0.95,0.988344535
1.63,1.698846549,0.95,0.977962568
0.83,2.177842885,3.2,3.274074614
0.87,0.926119059,0.95,0.982184216
4.01,4.154088378,0.95,0.980172619
1.05,0.987135693,0.95,1.003798157
0.9,0.690843001,0.95,0.957856089
2.64,2.647798777,0.95,0.948878512
6.06,6.503002405,0.76,0.810357451
7.94,7.524984837,3.12,2.969194472
0.78,0.48131812,0.76,0.74178493
0.9,0.893525243,0.95,0.97153452
0.85,0.787201822,0.95,0.939387605
0.96,1.357140422,2.62,2.660317123
0.82,0.823147818,0.95,1.012711778
3.6,2.323317587,0.95,0.996980667
6.61,6.815169334,0.95,0.954361007
3.6,3.045716763,0.95,0.952106133
4.32,4.511840224,0.95,0.982253745
4.43,4.197614014,0.95,0.944700912
0.86,0.885679841,2.71,2.299462974
0.87,0.895749196,0.95,0.973981038
2.81,3.399837911,0.95,1.025878161
0.96,1.161146104,0.95,0.947616741
5.06,4.257823944,0.95,0.976164415
1.39,2.730850399,0.95,0.884931922
0.84,0.867192432,0.95,0.955180794
5.79,5.170784473,0.95,0.970613524
0.84,0.962763131,7.94,7.072738528
2.79,2.989526629,0.95,0.898813412
3.2,3.192767382,0.86,1.374822378
0.8,0.870291501,0.95,0.950336188
3.1,2.497440934,0.95,0.97543259
0.56,0.565363258,8.39,8.292692423
4.67,4.066927969,0.95,0.964633241
0.77,0.795114905,8.39,7.086340189
0.6,0.58948613,0.95,0.983030468
0.73,0.890264571,2.62,2.692518055
0.84,0.903245419,2.12,2.179771245
0.9,0.673844539,0.86,0.906652212
2.72,2.118018776,3.2,3.97608608
1.05,1.373248085,0.95,0.954898819
2.37,2.083349675,0.95,0.946726009
0.96,0.918122783,2.12,4.567779303
4.29,4.697160959,2.71,2.646624804
7.04,6.718499541,0.95,0.962279677
1.88,1.717921495,3.2,3.367939889
4.42,2.938125491,0.95,1.033485681
1.38,0.935067624,0.95,0.999835506
5.73,6.112954974,0.95,0.93189922
2.37,1.913233638,0.95,0.899414957
3.6,3.741856456,0.95,0.986052558
2.72,2.16603893,5.98,5.247229815
0.9,0.676514536,5.98,6.232736826
4.4,4.240720153,0.82,1.025801003
2.28,1.646297127,0.95,0.931922048
1.93,1.970801264,0.95,0.94112727
6.15,5.921688437,3.62,3.378097236
4.32,4.462917805,0.95,0.998740003
6.64,6.427823067,0.95,0.922529742
6.41,5.338776708,0.95,0.97611919
6.69,6.904157639,0.95,0.961064309
0.81,0.843359604,0.95,0.966096118
0.96,1.408119202,0.95,0.921463281
2.81,3.048750222,4.35,4.336861253
0.69,0.603889942,0.95,0.993606344
4.32,4.500747681,0.95,0.869900987
2.28,2.471492052,0.95,0.940959439
3.6,3.072733045,0.95,0.931336105
0.98,0.97871156,0.95,1.014756411
4.36,4.108650267,8.71,7.941290736
3.4,3.471240938,0.86,0.983909905
4.89,4.857578874,0.95,0.948955715
6.47,6.12811017,0.95,0.935884774
5.06,4.903866649,8.71,6.975625277
4.75,4.770942926,7.39,7.214035034
2.79,2.972168505,0.76,0.831325129
6.55,6.379481792,0.95,0.921252549
0.94,0.863495737,0.95,0.921395019
6.41,5.272957206,0.95,0.962011561
4.42,4.582055807,0.95,1.006947279
3.75,4.50737834,0.95,1.00527893
4.38,4.157075107,5.9,5.673578978
8.84,7.982806444,2.62,2.832727194
4.85,4.64879787,0.95,0.922777161
0.81,0.883713841,8.71,7.588982463
2.28,2.617817223,0.95,1.024710536
0.78,1.570799813,0.95,0.935862094
6.41,5.836159825,0.95,0.85786055
0.9,0.731911168,0.95,0.933759749
2.72,2.298064709,0.95,1.066807657
2.28,2.585383177,0.95,0.946494058
4.36,4.300708413,0.95,0.962074861
3.95,4.338211834,0.95,0.919184938
3.75,3.78555429,0.95,0.98203297
2.64,3.175096214,0.95,1.028355345
0.84,1.330276623,8.71,7.863301277
6.08,5.683548331,0.88,1.103322893
6.64,5.638684154,7.44,7.419844866
2.64,2.428209007,2.71,2.700006783
4.36,4.0954597,8.71,7.165727258
1.3,1.402671784,0.95,0.956605479
3.2,3.102114558,7.44,7.744428515
0.9,0.883326277,0.82,0.77343145
4.54,4.701434851,3.62,3.520594895
4.02,4.076433241,0.95,0.95801267
5.52,5.631208777,2.71,2.597561836
7.12,7.275395632,0.95,0.945331112
0.6,0.6082986,3.2,3.577875316
5.06,5.566600919,0.88,1.088154182
0.68,1.0067693,0.95,0.966011763
4.85,4.679812908,0.95,0.993412986
5.79,5.995302439,0.95,1.047921985
0.75,0.605479255,0.95,0.966344446
0.77,0.797170728,0.95,0.924936205
0.87,0.882561207,4.35,4.33891809
6.69,6.919710279,3.62,3.734836578
6.69,6.979760528,0.95,0.958392695
3.95,3.99183327,5.98,5.928463101
3.6,2.262510121,0.95,0.957444236
3.04,2.829298794,3.62,3.573540151
0.87,0.940245599,0.95,0.983875349
0.85,0.704818033,7.44,8.068546414
4.5,4.454831004,1.1,1.266585231
3.2,3.293580234,5.27,5.199067831
5.79,5.285961628,0.95,0.964782402
2.16,2.236318439,3.2,3.417547286
1.39,2.101477593,0.95,0.94329454
1.42,1.548947275,1.04,0.610978
5.73,6.047527432,0.95,0.986011147
4.38,4.319708586,5.98,5.986102343
6.28,6.585724473,0.76,0.750203371
3.75,3.797486901,0.95,0.966723025
1.05,1.104572326,0.95,0.97225365
2.48,2.751057863,0.95,1.044360965
5,5.870154142,0.95,0.936012655
2.81,3.133343995,8.39,7.36279726
0.96,1.292736173,0.95,0.963609859
4.75,4.750553131,0.95,1.019707829
1.38,1.120227322,2.12,2.16489929
4.39,4.481249452,0.86,1.002816856
7.04,5.710716724,3.62,3.489985466
2.62,1.520334184,2.12,2.154392838
0.56,0.723294169,0.88,0.929988682
1.05,1.144490436,0.95,0.958820865
3.6,3.436293244,0.95,0.935538486
4.54,4.25541085,0.95,0.969776616
0.7,0.842061788,0.95,0.954861447
5.52,5.838772774,0.95,0.942588583
3.04,2.824881256,0.95,0.983690247
0.84,0.947547272,0.95,0.970314041
0.64,0.669154286,0.95,0.989367083
4.52,3.684639871,0.95,1.091656208
4.52,4.145240664,0.95,1.047622025
4.32,4.357521772,1.1,1.303370744
3.6,3.107820749,7.44,7.801225662
6.6,6.60570538,7.44,6.690753937
0.8,0.926695421,0.95,0.910934776
0.82,0.807824582,6.26,6.772309899
3.75,4.214221597,7.89,8.10974443
6.48,6.223291278,7.89,8.080073595
7.53,7.018464208,0.95,0.963712618
5.73,6.25919795,0.95,0.976091683
0.93,0.752792597,0.95,0.89814578
4.1,4.953232527,2.71,2.607296586
2.48,2.671417415,0.95,0.941581145
1.39,2.250698507,0.95,0.95144105
4.1,5.116520524,0.95,0.984979689
0.69,0.409763046,0.95,0.943227142
7.12,7.215366244,3.2,3.450286388
0.73,0.893038869,7.94,6.767757297
6.55,5.421196699,0.95,1.041396156
4.5,4.447413683,0.95,0.999774903
4.36,4.190608799,0.95,0.959470987
6.15,5.892837167,0.76,0.673285384
4.67,4.894102097,0.95,0.968707874
0.86,0.887992293,8.39,8.516338825
4.29,4.759150028,0.82,1.022581547
0.96,0.838233344,0.82,1.011812329
4.54,4.156072259,0.95,1.009096041
4.5,4.465547919,3.12,2.955689132
3.75,3.878373802,0.95,0.994806543
6.64,6.32669735,0.95,0.981191561
2.62,1.575013876,2.12,2.214114845
0.59,0.689541698,0.95,0.937575564
1.5,1.876650989,0.95,0.955119759
5,4.920487761,0.88,1.133482307
1.05,1.148024425,0.95,0.955799833
0.68,0.861005753,5.9,4.965363026
4.7,4.619885445,0.95,0.934677571
7.51,6.066828012,0.95,1.005740121
0.59,0.645281807,0.95,0.940427139
4.36,3.689724088,0.95,1.03156203
0.85,0.69400619,0.95,1.009653196
0.96,1.080259472,3.62,3.506926835
3.6,3.443591654,0.86,1.207854569
1.39,3.043605745,0.95,0.956945941
0.69,0.726725578,0.95,0.969007865
3.6,3.413829863,5.1,6.045671701
0.84,0.881283775,0.95,0.928506583
4.36,3.482267022,0.95,0.969708577
1.93,1.899045855,5.1,5.573287725
8.01,8.156847835,0.95,0.994181916
6.61,7.625918865,0.95,0.923217058
4.39,4.878242016,0.95,0.959589347
6.47,6.041360378,0.95,0.964441195
3.64,3.903654635,0.82,0.821247935
6.06,6.678564548,8.71,7.277958274
0.85,0.664050519,0.95,0.95004867
4.43,4.192965269,8.71,7.938807249
4.39,4.814736128,0.95,0.977234289
4.4,4.338671207,0.95,0.978669226
8.84,8.251460671,2.62,2.840575635
5.52,5.858218551,2.12,2.218976259
1.05,1.089261472,5.9,5.536295056
4.51,4.185146809,0.95,0.939230815
6.64,6.077305555,0.95,1.026056752
9.45,9.039593935,0.95,1.013390139
6.15,5.853594184,0.95,0.914135143
2.37,2.230377704,0.95,0.937965751
7.94,7.480680823,0.95,0.934037164
6.47,6.465458035,2.71,2.673755169
3.95,3.11310941,0.95,0.947306439
4.7,4.372645617,0.95,0.931939542
0.59,0.837492369,0.95,0.975335568
7.04,5.828980088,0.95,1.086401701
1.05,1.095660612,0.95,0.974574327
4.5,4.432486057,0.95,0.968711928
1.63,1.566558748,8.71,7.635342836
4.32,3.756519854,8.39,8.176695585
4.43,4.229453921,5.9,5.781473517
6.64,6.436968207,5.27,5.341967463
2.37,2.061370969,6.26,6.959310889
1.38,1.016914651,7.94,7.496556163
0.81,0.933092371,0.95,0.999376118
4.89,4.449218035,0.95,0.931872159
0.84,0.852186203,0.95,0.984202862
3.2,3.235998631,7.94,6.785424232
2.37,3.12413317,2.12,2.14710471
1.63,1.656844974,0.95,1.014630452
3.95,3.078591526,0.95,1.022094518
1.38,1.082388297,0.86,0.967072159
4.54,4.294283271,0.95,0.996900439
4.83,4.922130466,0.82,0.957978934
5.59,6.308163762,0.95,0.965065405
4.36,4.354712009,5.98,6.027980566
2.48,2.591725826,7.89,8.060815454
6.47,6.297409773,0.95,0.928258196
3.04,2.684712768,0.95,0.987141222
5,5.121614337,0.97,1.181153476
0.7,0.724220484,8.39,8.150972486
3.2,3.103318512,0.95,0.950146079
6.6,6.75508666,0.95,0.978933409
2.79,3.007145762,0.95,0.978892773
0.73,0.991704062,0.95,0.996672988
0.94,0.715319186,0.95,0.9917593
4.89,5.179576397,0.95,1.002491593
0.78,-0.837855779,0.95,0.942016661
4.36,5.050276637,0.95,1.039333895
6.61,6.558818221,0.95,0.987489522
0.81,0.839579046,0.95,1.043774545
2.37,2.060128838,7.1,7.051491857
0.6,1.053788245,0.95,0.993293807
0.86,2.495711207,0.95,0.975661859
0.73,0.9525204,0.97,0.659205228
3.75,4.409820318,3.12,2.942081988
6.47,6.248795748,0.95,0.976024032
4.32,4.560698986,8.39,8.16795814
1.49,1.738126099,0.95,0.949668124
1.3,1.345088482,0.95,0.982468575
4.43,4.169868112,0.95,1.033918515
0.96,1.038633838,0.95,0.947901577
1.93,1.982327402,3.12,2.951143086
2.64,2.689775527,1.04,0.972012639
2.62,1.681019932,5.1,5.622579455
0.86,0.951071739,0.95,0.92631577
4.33,4.325475335,0.95,0.96317333
7.12,7.19982934,0.95,0.980540231
7.62,6.895875096,0.95,0.948324755
0.56,0.661138877,3.12,2.966563046
4.01,4.231277704,0.95,0.987567157
1.38,1.994798094,2.62,2.659433901
0.78,0.942812458,6.26,6.723871112
2.37,1.978991479,8.71,7.804547787
7.94,7.603360295,0.95,0.973175392
0.83,1.335979506,0.95,1.038359791
6.47,6.202545643,0.97,0.954137415
1.63,1.732181698,0.95,0.969651937
2.37,1.915250063,5.98,5.960667491
6.08,5.947865009,0.95,0.930547059
4.7,4.365828276,0.95,1.092838287
6.64,5.63661325,0.95,0.9072081
0.94,0.902739272,7.89,8.189025044
7.62,8.028547883,1.04,1.074757516
4.02,3.857725441,0.95,0.883189872
0.73,0.965890169,1.1,1.272116393
4.29,3.586058319,0.95,1.004002631
1.05,0.926576257,0.95,0.985309616
9.45,7.416290164,0.95,0.979617208
0.67,0.633236751,5.9,5.024482489
0.6,0.973616332,0.95,0.965661913
0.82,0.81599091,0.95,0.962328777
6.08,5.890243292,0.95,0.900844008
0.69,0.69338423,5.1,5.531162262
0.6,1.198516846,5.9,5.293986678
0.6,0.713890195,0.95,0.90490225
6.61,6.540286541,8.39,8.233436823
1.88,1.870715201,0.95,0.945954472
3.4,3.364021719,7.39,5.985682607
9.45,7.720963597,7.39,6.850883961
7.62,7.878695011,0.95,0.961115479
5.06,4.622247219,0.95,0.975154519
3.64,3.738868415,0.95,0.941130787
7.53,7.015367508,0.95,0.88270849
2.79,2.950923562,0.95,0.933629289
0.73,1.2055251,0.95,0.951373816
0.82,0.864529014,0.95,0.9750669
