"Real NN 3 for C,0; ,None - All data","Averages for C,0; ,None","Real NN 3 for C,1; ,None - All data","Averages for C,1; ,None"
0.84,0.823401123,0.95,0.953700498
4.36,5.162610412,0.95,1.022980243
7.12,7.19516325,0.95,0.94684203
6.6,6.039961934,0.95,0.923062548
0.68,0.990517169,0.88,1.095251873
3.75,4.152257144,8.71,9.106335402
4.38,4.491107345,0.95,0.971218914
1.63,1.82337746,2.62,2.595935822
0.7,0.59526597,0.95,0.953995451
4.39,4.484060764,4.35,4.363759041
3.6,2.776805937,1.04,1.467289984
4.75,4.853158236,0.95,0.991246417
0.68,1.016028553,0.95,0.982352868
6.28,6.893906116,0.95,0.922639757
7.4,5.850239158,5.9,5.494758964
5.73,6.122851014,1.1,1.152903661
2.79,2.61849761,0.95,0.98691304
4.89,4.467367172,5.98,5.83192718
4.39,4.827810407,0.95,0.955621317
4.54,4.064751506,5.1,5.711006403
4.1,5.123174667,0.88,1.137611821
5.73,6.044178963,0.95,1.048796698
4.83,4.949041128,0.95,0.914614797
9.45,7.660130024,2.12,2.214735866
2.79,2.948667347,0.95,0.909840688
0.73,0.843980953,0.95,0.969519183
6.41,5.81130445,0.95,0.930145189
4.31,4.539498448,0.95,0.999053434
5.06,4.175948381,0.95,0.966386691
6.69,6.951570868,7.39,7.739180803
7.53,6.978392363,0.95,0.986425921
4.38,4.420857191,3.62,3.461722136
0.96,1.356682003,0.95,0.945871368
0.75,0.615762889,0.95,0.970836505
0.73,0.78211543,0.95,1.031799003
6.28,7.155811906,0.95,0.833638847
4.33,4.159500003,1.1,1.262465179
2.37,2.00096488,7.39,7.856821537
0.78,0.278186694,0.95,0.935813561
7.4,5.722672462,0.95,1.02142553
6.06,6.791275263,0.95,0.965398476
6.28,7.123970628,0.95,1.056790158
8.01,8.286206961,8.71,8.523984194
2.79,2.872858286,5.9,5.095026851
6.61,7.390716672,0.95,0.955452815
4.42,3.386832058,0.76,0.621535808
4.36,4.875532985,0.95,0.988123044
6.6,6.592130423,0.95,0.959592119
4.39,4.461068034,7.39,6.280428529
4.42,4.565152287,0.95,0.99185662
4.83,5.365098,6.26,6.39732945
0.7,0.720425993,3.12,3.370759726
4.75,4.532310843,0.95,0.961433887
4.1,4.272632658,0.95,1.020593941
1.88,1.777386606,0.95,0.931600869
1.05,1.330789357,5.98,5.948436499
2.72,2.272215784,0.97,0.9735284
4.67,4.325375319,0.95,0.94506
0.68,0.468910366,0.95,0.895950601
4.52,4.108650267,0.95,0.932722196
1.38,1.01037848,0.95,0.912139967
2.48,2.952668011,0.95,0.988861591
0.67,0.778588831,8.39,7.171710968
4.67,4.018587947,0.95,1.04003562
4.52,4.187451303,5.9,5.323206782
4.01,4.215766907,0.95,0.951954275
4.31,4.350984097,2.71,2.804637611
0.93,0.991968498,0.86,1.014178276
7.94,7.452561498,1.1,1.314069062
5.06,4.540413499,0.95,1.02697666
6.64,5.63694942,5.9,5.820346355
2.81,3.362735927,0.95,0.974638656
0.81,0.835261539,0.82,0.886319056
0.86,0.915302232,1.1,1.059936211
4.67,4.941980243,0.95,0.92669642
3.1,2.573689044,3.2,3.376904845
6.69,6.889788389,0.95,0.975117698
6.55,6.308660507,0.95,0.977292255
6.06,6.677761793,5.9,5.805783629
2.81,3.484835148,3.12,4.9215132
0.87,0.756110013,0.95,0.960775986
6.48,5.847063541,7.94,7.399885297
6.61,6.581699967,5.9,5.793628454
3.75,4.574102879,0.95,0.972894609
0.67,0.66437766,3.12,2.942047715
4.89,4.971549034,1.1,1.272053272
6.64,5.601047754,0.95,1.036964864
0.78,1.133450761,7.39,7.597825408
0.9,0.704177052,3.62,3.526367962
3.6,3.131229758,0.86,0.95570378
0.86,0.901979521,0.95,0.879161999
0.98,2.363101423,0.95,1.053754047
5.06,4.701147318,1.04,1.174618512
7.51,7.170881629,0.95,0.922001824
4.39,4.640130758,0.97,1.070351884
4.38,4.486901879,0.95,0.973487377
4.83,5.794459581,7.89,6.941866159
0.86,0.884139672,1.1,1.259145707
4.39,4.506562471,0.95,1.017960727
6.47,5.987867594,1.04,1.269885629
3.6,3.389883876,1.04,1.030941367
2.62,1.637231559,0.95,0.944823533
6.08,5.797355056,0.95,0.976045579
0.73,1.29215306,0.95,0.944414645
1.3,1.400065303,3.2,3.942913413
0.86,1.242772102,0.95,0.940767691
1.5,1.873912334,7.94,6.047408581
7.53,5.84033215,7.39,5.851121306
0.64,0.626984023,2.62,3.219543219
6.08,5.702032447,1.04,1.392706931
4.5,4.567572951,5.9,5.685733914
4.75,5.523892283,4.35,6.689964414
4.38,4.085782051,5.27,5.324231386
2.79,3.000361025,5.9,4.850233316
4.1,3.997205496,6.26,7.366432309
3.37,3.298500478,0.95,1.044459477
4.89,4.713611484,0.97,0.93604134
4.7,4.833353162,0.97,0.988552615
0.7,0.80458954,0.95,0.969482258
1.39,2.041313142,5.1,6.137122989
0.69,0.794436067,0.95,0.987747043
4.36,3.810930073,8.71,7.653543711
9.45,7.241893291,7.89,6.605906367
3.37,3.985146821,0.95,1.022546515
0.73,1.200755775,0.95,0.978108242
4.02,4.013325274,4.35,4.567177773
4.5,4.571190715,0.95,0.977093756
6.55,6.389949799,0.95,0.967232332
3.04,2.944123745,0.95,0.988869354
0.6,0.904330596,0.95,0.94941403
0.78,0.701062754,0.95,0.975059554
4.83,5.858771682,5.1,5.654898643
5.79,6.017935038,4.35,4.470748663
1.63,1.914617062,0.86,0.927942008
0.56,0.619964115,0.95,0.972580805
0.73,1.530517399,2.71,2.688111186
3.75,5.043146372,5.1,5.919317603
2.81,3.056150675,0.95,0.973845378
0.98,2.527424932,3.2,3.535868704
1.63,2.094099939,0.95,0.97604008
0.68,0.957720637,0.95,0.947265029
2.64,2.554381192,3.12,3.232581675
4.52,4.122390389,0.95,0.960819855
1.5,1.663094431,8.71,7.68539989
4.32,4.573910356,0.88,1.12216942
1.49,1.52581808,2.71,2.775924921
4.02,4.055366337,4.35,4.275592446
2.64,2.605222225,0.95,0.990670085
0.7,0.834938109,0.76,0.792530492
0.6,0.601392485,2.12,2.153373599
9.45,7.995744109,0.95,0.959508806
4.31,4.489118457,0.95,0.954784766
0.93,0.765767649,0.95,1.04384698
0.7,0.85873355,0.95,0.928831741
6.64,6.464019418,0.95,0.952706441
4.85,4.258631349,0.95,0.974995479
0.59,0.897246063,0.95,1.03902325
4.43,4.163683593,7.39,7.678877234
0.59,0.882387966,8.39,8.272940636
3.04,2.803714037,3.12,3.085538864
0.69,0.602801651,0.95,0.964912102
4.29,4.650339365,7.94,7.425901055
4.01,5.006900251,0.95,0.987286404
6.47,5.642768264,0.95,1.034847721
0.75,0.667684272,0.95,0.933170602
3.4,3.719392121,6.26,6.763287663
0.8,0.874138311,2.71,2.505242825
0.64,0.69351542,0.86,1.067726791
3.6,2.82714349,1.1,1.300619304
7.12,7.053925037,0.95,0.948036
9.45,8.36168766,0.95,0.946217492
9.45,9.344621181,3.62,3.579313219
3.04,2.767353356,6.26,7.011531353
4.31,4.404689193,0.95,0.979944631
6.69,7.105150461,0.95,0.896705553
4.43,4.18790555,8.39,8.240697145
3.6,2.353484154,0.97,0.929945573
0.75,0.639084935,6.26,6.853020668
6.61,6.543535948,0.95,0.98565425
6.6,6.594508767,8.71,8.941306353
4.89,4.777105927,0.95,0.997213304
3.6,3.51167357,0.95,0.966847986
4.39,4.751083374,7.89,8.216867447
2.28,1.766994506,0.95,1.035487175
7.4,6.338976026,0.95,1.039964586
6.15,5.887640953,5.98,6.133852243
0.73,1.210594773,0.95,0.975089431
0.98,1.405895054,0.95,0.934446737
6.64,5.820042491,0.95,0.955329284
0.78,0.786182791,0.95,0.980489284
0.87,0.908994377,2.71,2.664096057
0.8,1.036109596,7.94,7.468141913
0.94,0.890627563,0.95,0.943651468
6.48,5.951374531,8.71,8.049574137
0.64,0.842685662,2.12,2.136103749
1.49,1.567736596,0.95,0.981174022
6.69,7.04290092,0.95,1.053768516
0.75,0.589796856,0.95,1.023246437
3.6,2.583082497,0.95,0.967665821
0.98,1.345839739,7.39,7.831929326
3.6,3.465403616,0.95,0.972811475
6.47,6.418230772,0.95,0.911236674
4.75,4.73772645,7.39,7.52306664
3.1,2.564239681,0.95,0.903096616
4.31,4.423151612,5.1,5.591706157
0.84,0.867150858,0.95,0.991023719
5.59,6.239891529,8.39,8.270328522
0.96,1.42474097,0.95,0.998010471
3.6,3.087505221,0.95,0.962059319
1.3,1.368853897,0.95,0.900917053
0.73,1.005184099,0.86,0.914083913
4.29,3.912491262,0.95,0.952888086
0.6,0.944326788,0.95,1.035119906
4.36,5.375439882,0.95,1.025304854
4.54,4.33136487,0.95,1.005393356
0.67,0.718623042,4.35,4.635940552
3.37,4.046940625,4.35,4.358934283
6.08,5.6561203,0.95,0.948232606
4.7,4.765855074,0.95,0.991036564
0.96,1.223585188,0.95,0.987402052
4.42,4.557470679,7.1,7.080951095
6.28,6.888998151,0.95,0.942408547
4.32,4.329104781,0.95,0.978368938
2.72,2.383479238,0.97,0.992785886
4.39,4.815997243,0.95,1.018889457
3.75,3.741728485,0.95,0.963258177
1.3,1.336792201,2.71,2.340967238
4.5,4.494933367,7.94,7.990145564
0.98,0.953401789,5.9,5.359395981
7.12,7.02557075,6.26,6.669870973
7.62,7.321864128,0.95,1.018419772
1.63,1.721313953,5.9,5.315064549
4.52,4.06127727,7.89,7.95357585
4.75,4.773005366,0.95,0.9661441
0.7,0.594856165,0.95,0.984534159
1.5,2.043763876,0.95,0.977843687
0.94,0.875443622,0.95,0.979928598
6.47,6.204141021,0.95,0.967941359
0.98,0.952720329,0.95,0.995330662
9.45,5.972934961,0.95,1.119824409
1.38,0.972360834,0.95,0.9499951
2.28,2.332949102,0.95,0.985398144
2.72,2.282940567,2.62,2.615727067
7.4,6.535795093,0.95,0.96536383
0.86,1.225036353,0.95,0.977970511
4.02,3.968989074,0.95,0.974079892
0.56,0.42688828,5.9,5.727526307
4.52,3.886359811,7.89,8.120689869
6.41,5.467501521,4.35,4.502489805
3.67,4.616108894,0.95,0.966751948
1.3,1.38593629,0.97,0.983986869
2.79,2.974386394,0.95,0.959827185
1.49,1.762765735,7.89,8.171217322
4.38,4.189879239,6.26,6.405946851
2.37,1.970273525,0.95,0.907731876
4.01,4.159712791,1.04,1.440200433
6.6,6.636288047,7.1,6.899667621
8.84,8.445789576,0.95,0.946892843
6.61,6.753255367,6.26,6.381516814
4.43,4.197257757,7.39,7.698505402
7.04,5.631846428,0.95,1.025096953
1.49,1.638789952,0.95,0.948916033
6.08,5.73002243,0.95,0.951795071
2.72,2.279709101,0.95,0.983238518
5.52,5.665480971,0.95,0.96277456
4.51,4.221096873,0.95,1.006802306
0.82,0.71449586,1.1,1.359328672
4.38,3.775514364,0.95,0.946134463
6.41,5.297491431,0.95,0.971575439
7.51,6.625851631,7.1,7.117591381
0.6,0.585923053,0.95,0.968810722
5.06,4.861271739,7.1,6.455731153
7.51,6.774131179,0.88,0.988942087
4.33,4.063253939,7.39,7.740301847
6.28,7.020962,0.95,0.91262804
3.95,4.106032014,0.95,0.989894584
4.01,4.196648359,3.2,5.264517903
0.59,0.650847837,0.95,0.963385254
6.08,5.645311356,0.95,0.956053555
3.67,3.689980686,0.95,0.951673776
5,6.413405955,3.2,3.78372407
8.01,8.118281007,7.1,6.806694269
2.62,1.928498656,0.95,0.945764318
4.43,4.06636101,3.62,3.503105581
3.04,2.650150716,8.71,8.690668344
4.01,4.926347017,0.88,1.106611207
3.37,4.155529678,0.95,0.972682342
2.37,1.918202698,0.95,0.887301371
3.4,3.643076181,0.88,0.950489625
7.62,7.380919456,0.95,0.99353984
6.69,6.672431469,8.71,7.961280227
7.12,7.133853555,0.95,0.954188287
1.42,1.515763432,0.95,0.9556005
2.28,2.226344466,0.95,0.980275512
1.93,2.423168898,7.1,7.114966154
0.6,0.5387289,8.71,7.953625798
1.88,1.703007072,8.71,7.444790244
2.81,3.01690501,0.95,0.954509243
2.72,2.225547135,0.95,0.939849973
0.93,1.451903552,0.95,0.924934134
0.84,0.932088658,0.95,0.898294792
4.85,4.982207417,8.39,7.350584388
4.88,4.873930216,0.95,0.962192103
0.87,0.736229181,0.95,0.97586678
3.1,2.587445855,5.98,6.022063494
0.84,0.811033651,0.95,0.939299986
0.73,0.876482099,0.82,0.79584828
0.75,0.668617547,5.1,5.564016223
0.69,0.714653805,0.88,0.958409011
0.98,1.877315164,7.44,8.056610703
0.64,0.752671219,8.71,8.145136118
0.68,1.021690682,0.95,1.013817906
2.48,3.585380793,0.95,0.974818155
4.01,6.034110904,7.89,8.127397299
2.72,2.377156436,7.94,5.691321969
4.01,4.14311409,0.82,0.921528786
0.6,0.532912515,0.95,0.959108502
0.84,0.925144255,7.44,8.097776771
0.8,0.90148814,0.95,1.008579925
4.39,4.573910356,0.95,0.991109803
0.59,0.815008193,0.76,0.798685208
7.51,7.109514117,5.27,5.316457987
6.64,6.424063444,0.95,1.050986931
6.08,5.978518009,7.44,7.888448119
4.54,4.276069283,0.95,0.981856063
0.96,1.317514062,0.95,0.915638134
7.4,5.266489029,0.95,0.949937209
4.67,4.562787056,5.27,5.423164368
7.53,6.886762977,0.95,1.014416948
4.32,4.284994483,0.95,0.97260496
4.67,4.532347441,0.95,0.936204702
6.55,6.332297206,0.95,1.021046817
4.31,4.443045974,3.2,3.715747416
0.81,0.879462421,0.95,0.970418349
4.38,4.409184575,2.12,2.118438482
4.88,4.848623514,0.95,1.014636666
4.02,3.919069469,0.95,0.975680456
5.79,5.312239051,6.26,7.71316731
0.86,1.168870926,0.95,0.947304279
3.95,4.119167149,5.9,6.383799195
4.7,4.631863832,2.12,2.077154994
5.52,4.764574468,0.95,1.001683637
0.7,0.850990474,7.94,7.439954519
1.5,1.847929299,3.12,3.628189802
4.88,4.799099684,7.1,5.474234343
5.06,4.750552416,7.44,7.974531651
4.85,4.346268296,0.95,0.965578988
4.36,3.277596414,1.04,0.9985006
4.02,3.868409753,5.27,5.36587882
4.29,4.402951241,0.86,1.23367542
3.64,3.532523274,0.95,0.977170706
6.06,6.390789628,0.95,0.977439776
0.68,0.828610122,7.39,7.578197718
7.04,6.198201537,2.71,2.51751864
4.39,4.458195686,0.95,0.924772963
2.16,2.219921887,0.88,1.15649958
3.67,3.577051342,0.95,0.94735457
4.52,4.042335987,0.95,0.946230248
8.01,8.100538135,0.95,0.99937354
4.67,4.275477886,3.12,4.0440799
0.9,0.772297144,5.9,4.362118185
0.86,0.878549322,0.95,0.965031803
4.89,4.562964797,0.95,0.990226418
4.51,4.190664649,0.95,1.0041302
6.47,6.232454777,0.95,1.001186848
0.84,0.998963252,2.71,2.764731467
0.8,0.712819651,0.95,0.973358244
1.05,1.119948745,0.95,0.979969934
2.79,2.951397836,0.86,0.803196259
2.64,2.699509323,0.95,1.003554955
4.39,4.833245397,3.62,3.361541629
2.37,1.935952216,7.44,7.93238759
4.75,4.538226426,1.1,1.287595391
4.33,3.86724329,1.04,0.976866342
4.54,4.063706994,0.95,0.933895439
5.59,6.650086403,0.95,0.980882049
4.52,2.966796517,2.62,2.826850116
3.6,2.870872557,0.95,0.894314393
6.64,5.369825721,0.95,0.972499013
6.6,6.609445214,4.35,4.300848246
7.4,4.729327321,0.82,1.016317546
6.41,5.338723779,7.44,7.919738173
3.64,3.730062902,5.9,4.955626249
4.31,4.42953968,0.95,0.998391569
4.42,4.60634768,8.71,7.955827594
6.47,6.516820908,0.95,0.980469525
3.37,3.463927865,0.95,1.054318428
2.16,1.976427078,0.95,0.919743136
6.41,5.026186943,0.95,0.990977228
7.62,6.30293715,0.95,1.00703238
4.42,4.560031295,0.95,0.935904399
3.04,2.707598448,5.98,5.942335129
5.52,5.64724791,0.95,0.937567309
8.84,8.826802731,0.95,0.998454794
1.49,1.745924681,3.62,3.530205071
0.94,0.8992071,3.2,3.270218551
0.84,0.863086373,0.95,0.970175758
4.43,4.068721712,0.76,0.671264708
3.75,3.867278039,2.62,2.725507319
0.6,0.958938286,0.95,0.898349643
6.6,6.147504807,0.95,0.971218914
0.96,0.862762153,3.12,3.002252579
6.06,6.695549011,0.95,1.004154146
0.6,1.18091318,3.62,3.666818261
0.86,0.85852012,0.95,0.966017097
6.41,5.650844693,2.71,2.586571336
1.63,2.035726696,0.95,0.974203378
0.6,0.885208055,0.88,1.116782874
0.85,0.839231312,7.1,7.129830003
4.36,4.288857579,0.95,0.936843351
4.02,4.034299612,0.95,1.026716515
4.7,4.695855975,0.95,1.014993384
0.93,0.883093253,0.95,0.948681965
3.4,3.454972208,0.95,1.09893629
0.84,0.881366342,0.88,5.076966166
0.84,0.83194983,0.95,0.973331764
2.48,2.629095554,0.95,0.933137104
4.83,5.307547688,0.95,0.963030741
0.77,0.711680979,0.95,0.934165359
4.32,4.47365725,0.95,0.982966796
0.8,0.994205534,7.94,7.406042099
0.98,0.952901363,0.86,0.912532493
3.6,3.541912138,2.12,2.176834106
0.81,0.84135507,7.44,7.726723313
2.62,1.440502375,5.1,5.582139254
0.84,0.941799968,2.71,2.61041379
0.93,0.894711867,0.95,0.995740741
4.4,4.318777442,0.95,0.897150323
2.37,2.20217374,0.95,0.901739016
4.01,4.673257589,5.9,5.142647862
7.53,5.928019762,6.26,6.444569707
6.47,6.431050539,7.89,7.432258606
6.6,6.084815383,0.97,1.002399325
3.75,4.313408136,2.62,2.676656723
8.84,8.618257523,0.95,0.978021905
1.05,0.923241228,0.95,0.900456145
0.6,0.828610122,0.95,0.976024926
2.62,1.447152406,0.95,0.989971608
4.67,4.293296933,7.1,6.307409763
4.01,4.153910041,3.2,3.948422849
0.82,0.831897646,1.04,0.884955764
6.06,6.335502744,0.95,0.974620178
4.54,4.238693416,7.94,7.511699319
0.6,0.530645207,2.71,2.522935987
7.12,7.257801533,0.95,0.895433858
6.48,5.153731465,0.95,0.995353326
1.5,1.783288658,0.95,0.98822245
4.54,4.17378974,0.86,1.041863456
0.78,0.614320792,0.95,0.957532868
3.1,2.561804295,0.95,0.995563045
7.94,6.925768018,0.95,0.906672925
6.28,6.855242014,0.95,0.956394732
4.31,4.583097458,4.35,4.451732159
0.98,0.950804055,5.27,5.30019486
3.67,4.700558901,7.39,7.528905153
7.4,6.550439835,0.95,1.000331983
6.47,5.960497856,2.62,2.699645996
7.62,5.713550925,0.95,0.905920759
3.64,3.561411858,1.1,1.289012074
3.67,4.859392643,0.95,0.980338156
4.85,4.448113322,0.95,0.952356592
5.06,4.810343385,8.39,8.35921073
2.81,3.31560719,0.95,0.974923596
6.61,6.914058805,5.1,5.524157763
0.94,0.789349839,0.86,3.086334884
5.73,6.038907647,0.95,0.965217084
7.4,4.744955778,0.95,0.944071233
2.79,2.944729745,0.86,1.037430346
0.77,0.695883259,5.98,6.055545807
6.28,6.858717322,1.1,2.207155257
5,4.970834374,0.95,0.938023403
0.6,0.601958342,0.95,0.954326972
7.04,5.481368065,0.95,0.94290036
0.93,0.761696547,0.95,0.957458958
6.55,6.161687374,0.76,0.738186002
3.2,3.063610852,0.95,0.980112493
3.6,3.315952957,5.98,6.041886687
0.85,1.00614734,0.95,0.983425066
4.1,3.775743425,0.95,0.988154978
4.83,5.430305123,0.95,0.974079311
4.7,4.514567375,0.95,0.932944447
0.69,0.763047799,0.95,0.899213776
0.78,0.947214603,7.89,7.962675333
1.93,1.980643451,0.82,0.964212567
0.64,0.697939225,0.95,1.030232638
2.28,2.020730555,5.27,4.616875291
1.42,1.318357021,2.71,2.784364402
2.48,2.572559476,5.27,5.413361907
3.2,3.272493303,0.95,0.941154569
2.28,1.601575136,0.95,0.950141504
4.51,4.164833665,0.95,0.899869964
4.1,3.779943705,5.9,5.484113336
8.84,9.097082615,0.95,0.945045814
4.4,4.477535129,0.82,0.800569445
1.49,1.639954388,5.9,5.184463143
1.5,1.759991437,7.44,7.319631457
0.68,1.026125491,0.95,0.981718272
2.64,2.779991269,0.95,0.959277511
0.96,1.181966752,0.95,1.006919831
2.79,2.676680624,0.95,0.966212526
0.6,0.598958895,0.76,0.809114575
3.2,3.280270934,2.71,2.752102852
8.01,7.720033646,5.9,4.724413633
5.79,5.416550875,0.95,0.959121212
4.43,4.210628033,7.1,6.864134192
5,4.850608349,7.1,7.069772482
2.16,2.087994695,0.95,1.046140328
3.75,3.835665822,0.95,1.047378451
2.28,2.308203518,0.95,0.989710867
4.32,4.203179777,7.39,7.820090413
0.8,0.936160699,0.95,0.911430031
0.7,0.688347496,0.97,0.976672843
9.45,9.126191854,0.95,0.94038716
0.56,0.633966774,0.88,1.103698567
4.67,4.984451294,0.95,0.972767949
1.05,1.111008197,0.95,1.003889009
4.1,3.755583048,0.95,0.957505897
2.28,2.159409344,0.95,1.047564119
2.62,1.795532882,5.9,5.448300838
4.43,4.32773006,0.95,0.964402825
7.51,7.13834703,0.95,0.960695744
0.56,0.750084981,0.95,0.916495219
4.39,4.747455835,0.95,0.986296251
6.64,6.412181258,4.35,4.479163826
3.67,3.587580919,0.95,0.921524078
3.67,3.858642697,3.12,2.968475938
5.52,5.722301602,8.71,7.981025457
0.98,1.766994506,0.95,0.969380945
0.8,0.963758141,0.95,0.991551921
0.96,1.035304904,0.95,0.936021805
4.83,5.096621752,0.95,0.9554189
4.75,4.196627736,0.95,0.985627145
0.84,0.908834279,2.71,2.631487131
1.49,1.764745206,0.95,0.955870911
6.41,5.515951395,7.1,7.068532467
1.93,2.131607175,0.95,0.925631583
2.79,2.770011485,0.95,0.946727246
0.86,0.870834172,0.95,0.979967922
6.64,5.728488207,7.44,7.545506001
0.73,0.793555856,4.35,4.312019825
4.36,3.918139577,0.95,0.977505282
0.69,0.258442149,0.95,0.896361709
1.42,1.617917001,0.95,0.974911109
1.39,2.277859688,7.94,6.782284856
1.93,2.134639084,0.95,0.91385819
4.42,4.527129292,0.95,0.980802581
0.86,1.209912032,0.82,0.906843707
0.86,0.862885028,0.95,0.977086231
5.59,6.578213811,8.39,8.219139814
4.38,4.481142044,0.95,0.99050048
1.3,1.260484844,3.2,3.937426448
4.75,4.368050516,0.95,0.960359544
0.96,1.453961551,2.71,2.477402031
3.6,2.901541829,0.95,0.951322779
4.1,3.934597135,0.97,1.179515719
3.75,4.384329855,0.95,0.972153366
4.54,4.468292952,7.44,7.972195029
2.72,2.397749424,0.95,0.958717719
5.52,5.701015353,0.95,1.029502228
4.51,4.210360169,0.95,0.980279818
1.05,1.02958706,0.95,0.9616106
2.16,2.288260579,0.95,0.948678792
7.94,7.438612461,5.27,5.498731375
1.63,1.683219671,0.76,1.170705691
3.75,3.887913883,2.12,2.134431839
4.38,4.240938127,0.76,0.626353741
1.42,1.554218739,1.1,1.297633648
0.7,0.875245363,5.27,4.442885876
0.69,0.716699615,3.12,3.012956381
0.86,1.235990644,0.95,0.951185569
1.38,1.019178122,0.95,0.933677211
0.69,0.614570335,0.95,0.923819974
8.84,7.914950132,0.95,0.932354212
3.95,4.133853674,7.39,7.790742159
5.06,4.293773413,0.95,0.974469721
2.72,2.147524983,7.94,7.424690127
4.42,4.216266632,0.95,0.955412805
0.83,1.208883047,4.35,4.497573495
0.59,0.670245782,0.88,1.090877458
6.47,6.24286592,6.26,6.673203468
1.42,1.633183181,0.88,0.871024147
6.15,5.891901016,0.95,0.965637133
5.73,5.617933512,0.95,0.948052868
4.85,4.301343501,0.95,0.952349111
1.42,1.369529575,0.95,0.93535623
0.81,0.907887965,0.95,0.964374021
6.08,5.82787025,0.95,0.9403418
0.81,0.729719013,0.95,0.961427957
0.9,0.785299033,0.95,0.892812103
0.59,0.628427982,2.71,2.8363536
2.37,2.262510121,0.95,0.953762338
7.4,6.48172915,2.71,2.392812252
4.32,3.82616955,4.35,4.353602886
7.12,6.779312849,0.95,0.965736434
4.88,4.746979833,0.95,0.963385239
6.41,5.517042994,5.1,5.584352255
0.9,0.921818271,0.95,0.958239168
4.51,4.208628654,3.62,3.624054551
5.73,6.037445784,0.95,0.987590939
4.4,4.324748039,0.95,0.969840407
5.73,5.961782694,0.95,0.925851211
0.93,0.899879172,0.95,0.95583564
2.28,2.575377166,0.95,0.942252204
3.6,3.442640662,7.94,8.593853235
4.54,4.29668206,0.95,0.930181712
4.36,4.831268668,5.9,5.406079888
3.1,2.661996365,0.95,0.981705889
4.89,4.508033514,0.82,0.841904908
0.9,0.711993724,0.95,0.92494747
4.36,5.451863408,0.95,0.952977672
4.75,4.8187356,0.95,1.036393881
1.63,1.805978477,0.95,0.986733988
7.51,7.015318632,2.12,2.203910112
0.87,0.94864212,0.95,0.969987273
0.82,0.826274857,0.95,0.981993735
0.86,0.977156237,0.95,0.926629588
3.04,2.955189109,0.95,0.908693448
4.36,4.346124649,5.1,6.123795033
4.36,5.22656858,0.95,0.948331356
0.98,1.341945469,0.95,0.883255541
6.08,5.792009711,7.39,7.88881731
0.84,0.858077452,0.95,0.980717778
7.62,7.599161625,0.95,1.021254286
3.04,2.845258594,0.95,0.925085232
1.5,1.65587461,0.95,0.947360694
4.36,4.22603178,0.95,1.043930277
1.5,1.697184563,5.9,4.589858413
1.3,1.235644221,8.39,8.332811832
0.84,1.777639747,3.62,3.344895899
6.28,5.808019519,5.9,5.396824241
4.29,4.338341892,1.04,0.712624714
5.79,5.75797832,0.95,0.975120023
1.88,1.71688509,7.89,8.155905604
0.75,0.643163279,0.95,0.93353346
0.64,0.639879338,7.44,7.77793014
5.73,5.759605765,0.95,0.943548769
1.93,1.982803404,0.95,0.972429097
0.69,0.847440735,0.95,0.965344682
3.64,3.755947411,0.95,0.941338345
3.04,2.75534308,5.9,5.240270257
4.83,5.868885159,0.95,1.098293692
6.47,5.943672419,5.98,5.261693835
5,5.157578945,0.95,1.04021132
4.43,4.192272305,5.27,5.360843897
4.7,4.628970265,0.95,0.917291179
1.42,1.336628944,0.86,0.917299449
1.05,1.476040035,0.95,0.986139953
3.04,3.049985111,0.95,0.98169373
0.68,0.907906517,0.95,0.97806491
3.64,3.796903133,0.95,0.966014445
0.84,0.940338612,4.35,4.386361599
4.1,4.01162833,0.95,0.942614168
4.67,3.68544358,0.95,1.015621305
3.75,4.215333045,7.94,7.446802735
0.69,0.898443028,0.95,0.960766092
0.77,0.804638892,8.39,8.329354286
0.59,0.815190315,0.95,0.987211704
4.83,4.96600914,5.98,6.000415802
0.94,0.872045711,7.44,8.066543221
4.88,4.861133337,0.95,1.06601499
3.1,2.978382468,0.95,0.960962221
4.85,4.641533375,0.95,0.95754455
6.6,6.80614996,0.95,1.018480271
0.73,1.299689293,0.95,0.994393483
0.77,0.763843983,5.1,6.224044561
2.48,2.600272775,0.86,0.904423639
0.6,0.407473765,0.95,0.97342138
1.93,1.965972811,0.95,0.97751312
7.53,6.937543154,5.98,5.288836718
4.85,4.500559211,0.95,0.976702482
7.04,6.531817913,0.95,0.92589502
2.64,3.246044636,1.1,1.03835988
4.51,4.267768621,0.95,0.967546582
0.83,1.553148001,5.9,5.58994472
2.37,2.087962419,0.95,0.943592995
6.47,5.988395572,7.1,7.139638543
0.94,0.899691373,5.98,6.214526176
4.89,4.453735828,0.95,0.996716917
2.48,3.885644615,7.89,8.022416949
4.67,4.250334978,1.1,1.34358722
7.12,6.107618213,0.76,0.641483933
0.81,0.731257766,3.62,3.567767382
5,5.190083981,0.95,0.932559386
2.16,2.18892473,0.95,0.889676526
0.69,0.714038044,0.95,0.873325989
0.73,1.284900486,7.94,5.624833822
0.7,0.793522358,0.95,1.052048475
0.6,1.021690682,0.95,1.01021868
7.04,6.59750843,0.82,0.531343728
3.64,3.699424922,0.95,0.900846377
6.64,6.437975287,0.95,0.990612999
7.53,5.654254556,0.95,0.976197675
1.38,0.990943134,7.89,8.108477592
3.37,3.857926846,7.89,8.123181939
0.93,0.873426318,0.95,0.993607804
7.51,7.118201971,5.27,5.470274806
1.3,1.363020569,4.35,4.40204978
